"","Region","Market","Month","Year","Longitude","Latitude","01.1 FOOD_Bread Wheat (Bakery)","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat White","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Black (Red)","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (shelled) Aja","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (unshelled)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","CEREALS MILLED_Emmer Wheat(Aja)","01.2.1.1 COFFEE AND TEA_Malt-Wheat","P R I C E   I N    B I R R_Porridge 'bula' or wheat"
"202","AMHARa","Danigla","June","2018","36.83153176","11.25223153","7.00","18.25","-","-","17.09","30.00","-","-","50.00","26.73","-"
"203","AMHARa","Chagni","June","2018","36.50793596","10.95196565","-","14.00","-","-","-","28.00","-","-","40.00","19.07","-"
"204","AMHARa","Kemise","June","2018","39.85696873","10.71374234","7.00","14.23","-","14.10","-","35.50","-","-","-","-","-"
"205","AMHARa","Bati","June","2018","40.0181327","11.19153266","5.60","-","-","-","-","-","-","-","37.42","-","-"
"206","AMHARa","Mota","March","2018","37.8807432","11.07475582","7.00","11.00","-","-","-","30.00","-","-","36.00","-","-"
"207","AMHARa","Debre- markos ","March","2018","37.72636868","10.33641293","5.19","10.91","-","18.05","20.03","27.50","-","-","40.00","24.94","-"
"208","AMHARa","Dembecha","March","2018","37.48251554","10.56669266","4.38","11.56","-","-","26.77","26.00","-","-","40.00","-","-"
"209","AMHARa","Bahir- Dar ","March","2018","37.3815488","11.58416449","3.97","16.49","-","-","-","38.99","-","-","40.00","25.00","-"
"210","AMHARa","Sekota","March","2018","39.03355257","12.62479803","4.38","10.65","-","-","-","42.43","-","-","40.00","-","-"
"211","AMHARa","Amde Work ","March","2018","38.85815043","12.45920199","7.00","12.04","-","-","-","35.00","-","-","-","-","-"
"212","AMHARa","Danigla","March","2018","36.83153176","11.25223153","5.25","14.29","-","-","16.77","35.00","-","-","50.00","23.57","-"
"213","AMHARa","Chagni","March","2018","36.50793596","10.95196565","7.78","14.49","-","-","-","28.00","-","-","40.00","18.18","-"
"214","AMHARa","Kemise","March","2018","39.85696873","10.71374234","4.68","15.09","-","12.30","-","40.00","-","-","-","26.83","-"
"215","AMHARa","Bati","March","2018","40.0181327","11.19153266","5.60","-","-","-","-","-","-","-","34.00","41.67","-"
"216","AMHARa","Mota","May","2018","37.8807432","11.07475582","7.00","13.00","-","-","-","-","-","-","35.99","-","-"
"217","AMHARa","Debre- markos ","May","2018","37.72636868","10.33641293","6.09","13.60","-","18.25","10.31","30.98","-","-","40.99","19.36","-"
"218","AMHARa","Dembecha","May","2018","37.48251554","10.56669266","5.25","13.41","-","-","-","26.00","-","-","44.72","-","-"
"219","AMHARa","Bahir- Dar ","May","2018","37.3815488","11.58416449","4.67","17.49","-","-","-","33.47","-","-","40.00","27.39","-"
"220","AMHARa","Sekota","May","2018","39.03355257","12.62479803","5.25","13.00","-","-","-","40.00","-","-","45.00","-","-"
"221","AMHARa","Amde Work ","May","2018","38.85815043","12.45920199","4.67","14.32","12.81","-","-","-","-","-","-","-","-"
"222","AMHARa","Danigla","May","2018","36.83153176","11.25223153","7.00","20.29","-","-","14.95","33.50","-","-","50.00","26.73","-"
"223","AMHARa","Chagni","May","2018","36.50793596","10.95196565","7.95","14.00","-","-","-","27.00","-","-","40.00","18.18","-"
"224","AMHARa","Kemise","May","2018","39.85696873","10.71374234","-","15.45","-","14.53","-","38.99","-","-","-","36.79","-"
"225","AMHARa","Bati","May","2018","40.0181327","11.19153266","5.60","-","-","-","-","-","-","-","-","-","-"
"226","AMHARa","Mota","November","2017","37.8807432","11.07475582","-","8.00","-","-","-","30.00","-","-","36.00","-","-"
"227","AMHARa","Debre- markos ","November","2017","37.72636868","10.33641293","5.19","10.87","-","14.49","16.24","27.00","-","-","40.00","16.67","-"
"228","AMHARa","Dembecha","November","2017","37.48251554","10.56669266","4.38","11.19","-","-","20.83","28.00","-","-","40.00","-","-"
"229","AMHARa","Bahir- Dar ","November","2017","37.3815488","11.58416449","3.97","14.49","-","14.49","-","35.00","-","-","40.00","25.00","-"
"230","AMHARa","Sekota","November","2017","39.03355257","12.62479803","4.38","9.58","-","-","-","40.00","-","-","40.00","-","-"
"231","AMHARa","Amde Work ","November","2017","38.85815043","12.45920199","4.67","8.31","-","-","-","40.00","-","-","-","-","-"
"232","AMHARa","Danigla","November","2017","36.83153176","11.25223153","5.25","14.29","-","-","17.09","35.00","-","-","45.00","23.57","-"
"233","AMHARa","Chagni","November","2017","36.50793596","10.95196565","5.25","13.00","-","-","-","30.00","-","-","40.00","13.48","-"
"234","AMHARa","Kemise","November","2017","39.85696873","10.71374234","4.68","-","-","13.22","-","40.00","-","-","-","28.98","-"
"235","AMHARa","Bati","November","2017","40.0181327","11.19153266","5.19","-","-","-","-","-","-","-","-","-","-"
"236","AMHARa","Mota","October","2017","37.8807432","11.07475582","-","9.75","-","-","-","30.00","-","-","30.00","-","-"
"237","AMHARa","Debre- markos ","October","2017","37.72636868","10.33641293","5.19","10.91","-","13.14","15.39","28.00","-","-","47.43","21.08","-"
"238","AMHARa","Dembecha","October","2017","37.48251554","10.56669266","4.38","11.35","-","-","21.05","28.00","-","-","40.00","-","-"
"239","AMHARa","Bahir- Dar ","October","2017","37.3815488","11.58416449","3.97","14.49","-","-","-","35.50","-","-","40.00","25.00","-"
"240","AMHARa","Sekota","October","2017","39.03355257","12.62479803","4.38","9.35","-","-","-","40.00","-","-","-","-","-"
"241","AMHARa","Amde Work ","October","2017","38.85815043","12.45920199","4.67","10.08","-","-","-","35.00","-","-","-","-","-"
"242","AMHARa","Danigla","October","2017","36.83153176","11.25223153","5.25","14.50","-","-","17.41","35.00","-","-","45.00","23.57","-"
"243","AMHARa","Chagni","October","2017","36.50793596","10.95196565","5.25","12.00","-","-","-","30.00","-","-","40.00","17.41","-"
"244","AMHARa","Kemise","October","2017","39.85696873","10.71374234","4.54","-","-","12.31","-","40.00","-","-","-","30.78","-"
"245","AMHARa","Bati","October","2017","40.0181327","11.19153266","5.40","-","-","-","-","-","-","-","36.00","-","-"
"246","AMHARa","Mota","September","2017","37.8807432","11.07475582","7.00","9.50","-","-","-","30.00","-","-","30.00","12.00","-"
"247","AMHARa","Debre- markos ","September","2017","37.72636868","10.33641293","4.83","10.29","-","16.42","17.44","28.00","-","-","42.43","16.67","-"
"248","AMHARa","Dembecha","September","2017","37.48251554","10.56669266","4.38","10.52","-","-","21.05","28.00","-","-","40.00","-","-"
"249","AMHARa","Bahir- Dar ","September","2017","37.3815488","11.58416449","3.97","14.49","-","16.00","-","33.99","-","-","40.00","22.41","-"
"250","AMHARa","Sekota","September","2017","39.03355257","12.62479803","4.38","8.57","-","-","-","40.00","-","-","-","-","-"
"251","AMHARa","Amde Work ","September","2017","38.85815043","12.45920199","4.67","9.88","-","-","-","-","-","-","-","-","-"
"252","AMHARa","Danigla","September","2017","36.83153176","11.25223153","5.25","14.93","-","-","17.51","35.00","-","-","42.43","26.73","-"
"253","AMHARa","Chagni","September","2017","36.50793596","10.95196565","6.56","13.00","-","-","14.00","30.00","-","-","40.00","16.67","-"
"254","AMHARa","Kemise","September","2017","39.85696873","10.71374234","4.13","11.99","-","15.38","-","-","-","-","-","29.28","-"
"255","AMHARa","Bati","September","2017","40.0181327","11.19153266","6.36","-","-","-","-","-","-","-","30.00","-","-"
"256","GAMBELLA","Gambella","April","2018","34.58547076","8.249396585","3.41","20.49","-","-","34.50","-","-","-","35.00","-","-"
"257","GAMBELLA","Shebo- kire ","April","2018",NA,NA,"4.68","-","-","-","-","-","-","-","47.43","-","-"
"258","GAMBELLA","Meti","April","2018","7.233333333","35.31666667","-","13.96","-","10.00","-","30.00","-","-","-","-","-"
"259","GAMBELLA","Gambella","August","2017","34.58547076","8.249396585","3.41","20.00","-","-","-","-","20.00","-","-","-","-"
"260","GAMBELLA","Shebo- kire ","August","2017",NA,NA,"5.19","-","-","10.00","-","-","-","-","60.00","-","-"
"261","GAMBELLA","Meti","August","2017","7.233333333","35.31666667","5.69","13.00","12.00","13.00","-","30.00","-","-","-","-","-"
"262","GAMBELLA","Gambella","December","2017","34.58547076","8.249396585","3.68","20.00","-","-","-","-","-","-","32.40","-","-"
"263","GAMBELLA","Shebo- kire ","December","2017",NA,NA,"5.00","-","-","-","-","-","-","-","58.99","-","-"
"264","GAMBELLA","Meti","December","2017","7.233333333","35.31666667","5.32","-","12.00","10.00","-","-","-","-","-","-","-"
"265","GAMBELLA","Gambella","February","2018","34.58547076","8.249396585","3.73","-","-","-","-","-","-","-","57.45","-","-"
"266","GAMBELLA","Shebo- kire ","February","2018",NA,NA,"4.13","-","-","-","-","-","-","-","58.99","-","-"
"267","GAMBELLA","Meti","February","2018","7.233333333","35.31666667","5.69","12.00","-","10.00","-","28.00","-","-","-","-","-"
"268","GAMBELLA","Gambella","January","2018","34.58547076","8.249396585","3.67","18.97","-","-","-","-","-","-","-","-","-"
"269","GAMBELLA","Shebo- kire ","January","2018",NA,NA,"5.19","-","-","-","-","-","-","-","58.99","-","-"
"270","GAMBELLA","Meti","January","2018","7.233333333","35.31666667","5.91","12.00","12.00","10.00","-","28.00","-","-","-","-","-"
"271","GAMBELLA","Gambella","July","2017","34.58547076","8.249396585","3.41","20.00","-","-","-","-","-","-","30.00","-","-"
"272","GAMBELLA","Shebo- kire ","July","2017",NA,NA,"5.19","-","-","-","-","-","-","-","60.00","-","-"
"273","GAMBELLA","Meti","July","2017","7.233333333","35.31666667","5.39","12.00","-","-","-","30.00","-","-","-","-","-"
"274","GAMBELLA","Gambella","June","2018","34.58547076","8.249396585","4.47","-","-","-","-","-","-","-","35.50","-","-"
"275","GAMBELLA","Shebo- kire ","June","2018",NA,NA,"4.25","-","-","-","-","-","-","-","42.43","-","-"
"276","GAMBELLA","Meti","June","2018","7.233333333","35.31666667","5.45","15.00","-","15.00","-","32.00","-","-","-","-","-"
"277","GAMBELLA","Gambella","March","2018","34.58547076","8.249396585","3.50","17.49","-","-","-","-","-","-","28.98","-","-"
"278","GAMBELLA","Shebo- kire ","March","2018",NA,NA,"4.68","-","-","-","-","-","-","-","38.99","-","-"
"279","GAMBELLA","Meti","March","2018","7.233333333","35.31666667","5.68","12.00","12.00","10.00","-","30.00","-","-","-","-","20.00"
"280","GAMBELLA","Gambella","May","2018","34.58547076","8.249396585","3.57","24.49","-","-","34.50","-","-","-","-","-","-"
"281","GAMBELLA","Shebo- kire ","May","2018",NA,NA,"4.83","-","-","-","-","-","-","-","38.99","-","-"
"282","GAMBELLA","Meti","May","2018","7.233333333","35.31666667","6.46","15.00","-","12.00","-","32.00","-","-","-","-","-"
"283","GAMBELLA","Gambella","November","2017","34.58547076","8.249396585","3.25","20.00","-","-","-","-","-","-","-","-","-"
"284","GAMBELLA","Shebo- kire ","November","2017",NA,NA,"4.83","-","-","-","-","-","-","-","60.00","-","-"
"285","GAMBELLA","Meti","November","2017","7.233333333","35.31666667","5.28","12.00","12.00","12.00","-","-","-","-","-","-","-"
"286","GAMBELLA","Gambella","October","2017","34.58547076","8.249396585","6.66","41.21","-","-","-","-","-","-","30.00","-","-"
"287","GAMBELLA","Shebo- kire ","October","2017",NA,NA,"5.19","-","-","-","-","-","-","-","60.00","-","-"
"288","GAMBELLA","Meti","October","2017","7.233333333","35.31666667","5.16","12.00","12.00","10.00","-","30.00","-","-","-","-","-"
"289","GAMBELLA","Gambella","September","2017","34.58547076","8.249396585","4.13","20.00","-","-","30.00","-","-","-","-","-","-"
"290","GAMBELLA","Shebo- kire ","September","2017",NA,NA,"5.38","-","-","-","-","-","-","-","60.00","-","-"
"291","GAMBELLA","Meti","September","2017","7.233333333","35.31666667","5.00","13.00","12.00","13.00","-","30.00","-","-","-","-","-"
"292","OROMIYA","Ghimbi","April","2018","35.83291974","9.163103789","7.29","13.00","-","-","-","35.00","-","-","60.00","-","-"
"293","OROMIYA","Dembi- dolo ","April","2018","34.79748694","8.530219501","3.88","15.49","12.00","-","-","23.98","-","-","60.00","-","-"
"294","OROMIYA","Shambu","April","2018","37.09431432","9.569809208","5.81","10.75","10.50","-","-","28.28","-","-","60.00","-","-"
"295","OROMIYA","Nekemte","April","2018","36.54851971","9.09042469","7.11","14.00","12.00","12.00","-","26.46","-","-","52.00","-","-"
"296","OROMIYA","Bedele","April","2018","36.36017384","8.454821965","4.67","17.00","12.25","12.00","-","-","-","-","-","-","-"
"297","OROMIYA","Metu","April","2018","35.58726864","8.300606827","3.59","15.00","-","13.00","28.00","30.00","-","-","-","-","-"
"298","OROMIYA","Jimma","April","2018","36.84385226","7.672338798","3.43","14.49","-","-","-","30.00","-","-","-","13.34","-"
"299","OROMIYA","Agaro","April","2018","36.58627683","7.848002731","4.38","14.75","-","-","-","26.00","-","-","-","16.90","-"
"300","OROMIYA","Ambo","April","2018","37.8446066","8.976806527","4.38","9.47","-","14.62","-","25.00","-","-","60.00","21.05","-"
"301","OROMIYA","Weliso","April","2018","37.97073066","8.534178897","5.25","12.80","-","16.54","-","28.50","-","-","30.98","19.42","-"
"302","OROMIYA","Ejere","April","2018","39.262249","8.78288","6.18","11.22","-","16.67","-","-","-","-","-","17.59","-"
"303","OROMIYA","Fiche","April","2018","38.73344116","9.791083661","4.55","12.53","-","15.15","18.01","-","19.09","-","-","18.79","-"
"304","OROMIYA","Ghimbi","August","2017","35.83291974","9.163103789","5.90","-","11.49","-","-","35.00","-","-","48.00","-","-"
"305","OROMIYA","Dembi- dolo ","August","2017","34.79748694","8.530219501","4.05","14.00","12.00","-","-","18.00","-","-","60.00","-","-"
"306","OROMIYA","Shambu","August","2017","37.09431432","9.569809208","5.60","8.50","8.50","-","-","28.42","-","-","-","-","-"
"307","OROMIYA","Nekemte","August","2017","36.54851971","9.09042469","5.00","12.00","11.81","11.78","-","30.37","-","-","48.00","-","-"
"308","OROMIYA","Bedele","August","2017","36.36017384","8.454821965","3.50","15.00","13.00","10.50","-","-","-","-","-","-","-"
"309","OROMIYA","Metu","August","2017","35.58726864","8.300606827","3.59","12.00","-","10.49","-","30.98","-","-","-","-","-"
"310","OROMIYA","Jimma","August","2017","36.84385226","7.672338798","5.31","13.49","-","-","-","26.50","-","-","-","17.03","-"
"311","OROMIYA","Agaro","August","2017","36.58627683","7.848002731","4.25","10.59","-","-","-","28.00","-","-","-","11.60","-"
"312","OROMIYA","Ambo","August","2017","37.8446066","8.976806527","4.13","10.67","-","15.02","19.61","30.00","-","-","35.00","11.48","-"
"313","OROMIYA","Weliso","August","2017","37.97073066","8.534178897","4.38","10.41","-","-","-","28.00","-","-","-","22.73","-"
"314","OROMIYA","Ejere","August","2017","39.262249","8.78288","6.18","11.82","-","-","-","-","-","-","-","19.59","-"
"315","OROMIYA","Fiche","August","2017","38.73344116","9.791083661","4.55","11.69","-","13.80","17.61","-","16.50","-","55.00","17.84","-"
"316","OROMIYA","Ghimbi","December","2017","35.83291974","9.163103789","6.45","-","11.00","-","-","-","-","-","48.00","-","-"
"317","OROMIYA","Dembi- dolo ","December","2017","34.79748694","8.530219501","3.97","14.00","11.00","-","-","20.00","-","-","60.00","-","-"
"318","OROMIYA","Shambu","December","2017","37.09431432","9.569809208","5.76","9.00","9.00","-","-","29.98","-","-","60.00","-","-"
"319","OROMIYA","Nekemte","December","2017","36.54851971","9.09042469","5.47","13.00","10.00","11.46","-","30.00","-","-","52.00","-","-"
"320","OROMIYA","Bedele","December","2017","36.36017384","8.454821965","3.50","17.00","15.00","13.00","24.49","-","-","-","-","-","-"
"321","OROMIYA","Metu","December","2017","35.58726864","8.300606827","3.59","14.00","-","12.49","28.00","30.00","-","-","-","-","-"
"322","OROMIYA","Jimma","December","2017","36.84385226","7.672338798","5.65","13.49","-","-","-","28.00","-","-","-","9.30","-"
"323","OROMIYA","Agaro","December","2017","36.58627683","7.848002731","4.38","11.76","-","-","-","26.00","-","-","-","14.81","-"
"324","OROMIYA","Ambo","December","2017","37.8446066","8.976806527","4.13","11.87","-","-","-","30.00","-","-","30.00","13.34","-"
"325","OROMIYA","Weliso","December","2017","37.97073066","8.534178897","4.38","9.38","-","-","-","28.00","-","-","28.98","17.39","-"
"326","OROMIYA","Ejere","December","2017","39.262249","8.78288","6.37","9.78","-","14.72","-","-","-","-","-","15.21","-"
"327","OROMIYA","Fiche","December","2017","38.73344116","9.791083661","4.55","11.97","-","14.68","-","-","16.28","-","-","14.87","-"
"328","OROMIYA","Ghimbi","February","2018","35.83291974","9.163103789","5.95","11.49","-","-","-","35.00","-","-","48.00","-","-"
"329","OROMIYA","Dembi- dolo ","February","2018","34.79748694","8.530219501","3.81","13.00","11.00","-","-","22.00","-","-","60.00","-","-"
"330","OROMIYA","Shambu","February","2018","37.09431432","9.569809208","6.01","9.50","9.50","-","-","28.83","-","-","60.00","-","-"
"331","OROMIYA","Nekemte","February","2018","36.54851971","9.09042469","5.54","12.75","10.00","10.00","-","25.00","-","-","52.00","-","-"
"332","OROMIYA","Bedele","February","2018","36.36017384","8.454821965","-","16.00","12.00","12.00","-","-","-","-","-","-","-"
"333","OROMIYA","Metu","February","2018","35.58726864","8.300606827","3.59","14.00","-","-","28.00","30.00","-","-","-","-","-"
"334","OROMIYA","Jimma","February","2018","36.84385226","7.672338798","5.31","14.49","-","-","-","28.46","-","-","-","-","-"
"335","OROMIYA","Agaro","February","2018","36.58627683","7.848002731","4.38","12.54","-","-","-","25.50","-","-","-","14.64","-"
"336","OROMIYA","Ambo","February","2018","37.8446066","8.976806527","4.00","11.57","-","17.77","12.17","30.00","-","-","48.99","14.33","-"
"337","OROMIYA","Weliso","February","2018","37.97073066","8.534178897","5.25","10.33","-","18.60","-","27.50","-","-","33.47","19.80","-"
"338","OROMIYA","Ejere","February","2018","39.262249","8.78288","6.18","9.05","-","-","-","-","-","-","-","16.62","-"
"339","OROMIYA","Fiche","February","2018","38.73344116","9.791083661","4.20","11.37","-","14.13","23.60","-","17.26","-","-","17.80","-"
"340","OROMIYA","Ghimbi","January","2018","35.83291974","9.163103789","5.95","-","12.00","-","-","33.00","-","-","48.00","-","-"
"341","OROMIYA","Dembi- dolo ","January","2018","34.79748694","8.530219501","3.73","15.00","12.49","-","-","22.00","-","-","60.00","-","-"
"342","OROMIYA","Shambu","January","2018","37.09431432","9.569809208","5.67","9.00","9.00","-","-","28.22","-","-","60.00","-","-"
"343","OROMIYA","Nekemte","January","2018","36.54851971","9.09042469","6.01","14.00","12.00","9.00","-","30.00","-","-","50.99","-","-"
"344","OROMIYA","Bedele","January","2018","36.36017384","8.454821965","3.50","15.00","13.50","12.00","25.00","-","-","-","-","-","-"
"345","OROMIYA","Metu","January","2018","35.58726864","8.300606827","3.59","14.00","-","13.00","-","30.00","-","-","-","-","-"
"346","OROMIYA","Jimma","January","2018","36.84385226","7.672338798","4.38","15.49","-","-","-","28.00","-","-","-","12.17","-"
"347","OROMIYA","Agaro","January","2018","36.58627683","7.848002731","4.38","13.09","-","-","-","28.00","-","-","-","16.45","-"
"348","OROMIYA","Ambo","January","2018","37.8446066","8.976806527","4.00","9.92","-","17.92","18.97","28.46","-","-","30.98","12.50","-"
"349","OROMIYA","Weliso","January","2018","37.97073066","8.534178897","4.38","9.05","-","12.70","-","28.00","-","-","-","21.28","-"
"350","OROMIYA","Ejere","January","2018","39.262249","8.78288","6.00","9.75","-","16.74","25.77","-","-","-","-","14.74","-"
"351","OROMIYA","Fiche","January","2018","38.73344116","9.791083661","4.55","10.99","-","13.52","22.32","-","16.66","-","-","14.89","-"
"352","OROMIYA","Ghimbi","July","2017","35.83291974","9.163103789","4.70","10.00","-","-","-","30.00","-","-","40.00","-","-"
"353","OROMIYA","Dembi- dolo ","July","2017","34.79748694","8.530219501","3.69","12.00","10.00","-","-","17.00","-","-","60.00","-","-"
"354","OROMIYA","Shambu","July","2017","37.09431432","9.569809208","4.52","8.00","8.00","-","-","24.05","-","-","48.00","-","-"
"355","OROMIYA","Nekemte","July","2017","36.54851971","9.09042469","5.16","11.00","8.62","8.46","-","30.32","-","-","48.00","-","-"
"356","OROMIYA","Bedele","July","2017","36.36017384","8.454821965","3.50","14.49","12.00","10.00","30.00","30.00","-","-","-","-","-"
"357","OROMIYA","Metu","July","2017","35.58726864","8.300606827","3.59","12.00","-","10.00","-","30.00","-","-","-","-","-"
"358","OROMIYA","Jimma","July","2017","36.84385226","7.672338798","3.72","12.00","-","-","-","26.98","-","-","-","18.18","-"
"359","OROMIYA","Agaro","July","2017","36.58627683","7.848002731","4.38","11.18","-","-","-","28.00","-","-","-","-","-"
"360","OROMIYA","Ambo","July","2017","37.8446066","8.976806527","4.13","9.67","-","-","16.49","20.00","-","-","-","12.08","-"
"361","OROMIYA","Weliso","July","2017","37.97073066","8.534178897","4.38","9.59","-","-","-","28.50","-","-","-","21.28","-"
"362","OROMIYA","Ejere","July","2017","39.262249","8.78288","6.12","9.92","-","13.02","-","-","-","-","-","15.42","-"
"363","OROMIYA","Fiche","July","2017","38.73344116","9.791083661","4.55","10.44","-","12.38","15.96","-","14.93","-","50.00","16.46","-"
"364","OROMIYA","Ghimbi","June","2018","35.83291974","9.163103789","7.37","-","-","14.28","-","35.00","-","-","50.00","-","-"
"365","OROMIYA","Dembi- dolo ","June","2018","34.79748694","8.530219501","5.07","16.44","14.00","-","-","24.00","-","-","60.00","-","35.00"
"366","OROMIYA","Shambu","June","2018","37.09431432","9.569809208","5.88","13.00","13.00","-","-","27.97","-","-","53.67","-","-"
"367","OROMIYA","Nekemte","June","2018","36.54851971","9.09042469","-","15.00","13.00","13.00","-","30.00","-","-","52.00","-","-"
"368","OROMIYA","Bedele","June","2018","36.36017384","8.454821965","3.50","17.49","-","13.75","-","-","-","-","-","-","-"
"369","OROMIYA","Metu","June","2018","35.58726864","8.300606827","3.78","18.00","15.49","-","-","32.00","-","-","-","-","-"
"370","OROMIYA","Jimma","June","2018","36.84385226","7.672338798","-","20.00","-","15.00","-","28.00","-","-","-","27.39","27.39"
"371","OROMIYA","Agaro","June","2018","36.58627683","7.848002731","-","16.17","-","-","-","26.00","-","-","-","20.15","-"
"372","OROMIYA","Ambo","June","2018","37.8446066","8.976806527","4.13","12.28","-","14.28","10.95","30.00","-","-","36.47","17.03","-"
"373","OROMIYA","Weliso","June","2018","37.97073066","8.534178897","4.38","10.41","-","-","-","28.00","-","-","-","22.73","-"
"374","OROMIYA","Ejere","June","2018","39.262249","8.78288","6.00","12.55","-","-","-","-","-","-","-","19.64","-"
"375","OROMIYA","Fiche","June","2018","38.73344116","9.791083661","4.80","12.65","-","14.90","18.51","-","19.54","-","-","17.88","-"
"376","OROMIYA","Ghimbi","March","2018","35.83291974","9.163103789","6.90","12.00","-","-","-","35.00","-","-","48.00","-","-"
"377","OROMIYA","Dembi- dolo ","March","2018","34.79748694","8.530219501","3.77","15.00","12.00","-","-","20.00","-","-","60.00","-","-"
"378","OROMIYA","Shambu","March","2018","37.09431432","9.569809208","5.88","9.50","9.50","-","-","28.27","-","-","60.00","-","-"
"379","OROMIYA","Nekemte","March","2018","36.54851971","9.09042469","6.20","12.00","10.00","10.00","-","30.00","-","-","52.00","-","-"
"380","OROMIYA","Bedele","March","2018","36.36017384","8.454821965","4.67","16.00","13.49","12.00","-","-","-","-","-","-","-"
"381","OROMIYA","Metu","March","2018","35.58726864","8.300606827","3.59","14.49","-","-","28.00","30.00","-","-","-","-","-"
"382","OROMIYA","Jimma","March","2018","36.84385226","7.672338798","5.65","15.00","-","-","-","30.00","-","-","-","16.01","25.00"
"383","OROMIYA","Agaro","March","2018","36.58627683","7.848002731","4.38","13.53","-","-","-","26.00","-","-","-","14.81","-"
"384","OROMIYA","Ambo","March","2018","37.8446066","8.976806527","4.25","11.39","-","16.92","-","30.00","-","-","42.43","16.50","-"
"385","OROMIYA","Weliso","March","2018","37.97073066","8.534178897","5.25","11.34","-","18.60","28.00","30.00","-","-","38.00","22.92","-"
"386","OROMIYA","Ejere","March","2018","39.262249","8.78288","6.18","11.71","-","16.60","-","-","-","-","-","17.91","-"
"387","OROMIYA","Fiche","March","2018","38.73344116","9.791083661","4.55","11.41","-","15.39","17.77","-","18.79","-","-","20.20","-"
"388","OROMIYA","Ghimbi","May","2018","35.83291974","9.163103789","7.37","16.00","-","-","-","35.50","-","-","48.00","-","-"
"389","OROMIYA","Dembi- dolo ","May","2018","34.79748694","8.530219501","5.03","16.00","14.00","-","-","20.00","-","-","60.00","-","-"
"390","OROMIYA","Shambu","May","2018","37.09431432","9.569809208","5.91","11.50","11.00","-","-","28.73","-","-","60.00","-","-"
"391","OROMIYA","Nekemte","May","2018","36.54851971","9.09042469","7.11","14.00","12.00","12.00","-","30.00","-","-","52.00","-","-"
"392","OROMIYA","Bedele","May","2018","36.36017384","8.454821965","3.69","17.00","-","12.49","-","-","-","-","-","-","-"
"393","OROMIYA","Metu","May","2018","35.58726864","8.300606827","3.78","15.49","-","13.49","28.00","30.00","-","-","-","-","-"
"394","OROMIYA","Jimma","May","2018","36.84385226","7.672338798","-","18.00","-","-","-","28.98","-","-","-","15.39","-"
"395","OROMIYA","Agaro","May","2018","36.58627683","7.848002731","8.77","15.88","-","-","-","28.00","-","-","-","18.84","-"
"396","OROMIYA","Ambo","May","2018","37.8446066","8.976806527","4.38","12.80","-","16.00","-","30.00","-","-","48.99","13.22","-"
"397","OROMIYA","Weliso","May","2018","37.97073066","8.534178897","5.25","13.22","-","18.57","-","29.50","-","-","42.43","22.49","-"
"398","OROMIYA","Ejere","May","2018","39.262249","8.78288","6.27","11.76","-","18.18","-","-","-","-","-","18.76","-"
"399","OROMIYA","Fiche","May","2018","38.73344116","9.791083661","5.25","12.85","-","16.27","17.62","-","19.83","-","-","20.25","-"
"400","OROMIYA","Ghimbi","November","2017","35.83291974","9.163103789","5.90","11.49","-","-","-","35.00","-","-","48.00","-","-"
"401","OROMIYA","Dembi- dolo ","November","2017","34.79748694","8.530219501","3.78","15.00","12.00","-","-","18.00","-","-","60.00","-","-"
"402","OROMIYA","Shambu","November","2017","37.09431432","9.569809208","6.14","-","9.00","-","-","28.32","-","-","60.00","-","-"
"403","OROMIYA","Nekemte","November","2017","36.54851971","9.09042469","5.85","14.00","10.90","9.71","-","28.00","-","-","48.00","-","-"
"404","OROMIYA","Bedele","November","2017","36.36017384","8.454821965","3.50","17.00","-","13.00","-","-","-","-","-","-","-"
"405","OROMIYA","Metu","November","2017","35.58726864","8.300606827","3.59","15.00","-","12.49","28.00","30.00","-","-","-","-","-"
"406","OROMIYA","Jimma","November","2017","36.84385226","7.672338798","6.04","14.00","-","-","-","27.50","-","-","-","18.18","-"
"407","OROMIYA","Agaro","November","2017","36.58627683","7.848002731","4.38","12.94","-","-","-","26.00","-","-","-","14.12","-"
"408","OROMIYA","Ambo","November","2017","37.8446066","8.976806527","4.13","13.56","-","18.38","18.19","30.00","-","-","30.00","15.56","-"
"409","OROMIYA","Weliso","November","2017","37.97073066","8.534178897","4.38","11.10","-","15.39","-","27.50","-","-","33.47","23.26","-"
"410","OROMIYA","Ejere","November","2017","39.262249","8.78288","6.18","12.50","-","16.74","-","-","-","-","-","19.51","-"
"411","OROMIYA","Fiche","November","2017","38.73344116","9.791083661","4.55","12.29","-","17.73","17.86","20.19","19.64","-","58.99","19.19","-"
"412","OROMIYA","Ghimbi","October","2017","35.83291974","9.163103789","5.90","13.00","-","-","-","35.00","-","-","48.00","-","-"
"413","OROMIYA","Dembi- dolo ","October","2017","34.79748694","8.530219501","3.88","14.00","12.00","-","-","18.00","-","-","60.00","-","-"
"414","OROMIYA","Shambu","October","2017","37.09431432","9.569809208","5.88","8.50","8.00","-","-","23.57","-","-","48.00","-","-"
