"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.temez","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"461","Oromiya","Boreda","April",2017,41.278686,9.331067,12.74,NA,NA,NA,NA,NA,NA,NA,12.74
"462","Oromiya","Adaba","April",2017,39.3890878,7.004454253,8.02,6.4,6.6,7.9,NA,NA,NA,NA,8.02
"463","Oromiya","Robe","April",2017,39.631104,7.860619,8.26,6.11,NA,NA,NA,NA,NA,NA,8.26
"464","Oromiya","Hagere- Mariam ","April",2017,38.23373735,5.63380625,10.09,NA,NA,12.49,NA,NA,NA,12.01,10.09
"465","Oromiya","Negele- Borena ","April",2017,39.577385,5.33699,12.61,12.73,12.73,12.84,NA,30,20,NA,12.61
"466","Oromiya","Nazareth","August",2016,39.26941988,8.535362997,12,10,10,12,14.66,23.99,NA,27.54,12
"467","Oromiya","Shashe-","August",2016,38.608142,7.205388,10.32,10,10.66,12,NA,NA,NA,23.47,10.32
"468","Oromiya","Diksise","August",2016,39.55824,8.059179,7.79,6.67,6.64,8.7,NA,NA,NA,NA,7.79
"469","Oromiya","Asella","August",2016,39.12972322,7.949589951,11,7.32,7.32,9.16,NA,NA,NA,16.72,11
"470","Oromiya","Asebe- Teferi ","August",2016,40.86319806,9.072493603,12.32,NA,NA,NA,NA,NA,NA,33.41,12.32
"471","Oromiya","Bedessa","August",2016,40.77378712,8.902011546,12.66,NA,NA,NA,NA,NA,NA,NA,12.66
"472","Oromiya","Alemaya","August",2016,42.01641123,9.379383214,13.66,NA,NA,NA,NA,NA,NA,NA,13.66
"473","Oromiya","Boreda","August",2016,41.278686,9.331067,13,NA,NA,NA,NA,NA,NA,NA,13
"474","Oromiya","Adaba","August",2016,39.3890878,7.004454253,8.2,6.58,6.68,NA,NA,NA,NA,NA,8.2
"475","Oromiya","Robe","August",2016,39.631104,7.860619,8.41,5.23,NA,NA,NA,NA,NA,NA,8.41
"476","Oromiya","Hagere- Mariam ","August",2016,38.23373735,5.63380625,10,NA,NA,12.32,NA,NA,NA,9.69,10
"477","Oromiya","Negele- Borena ","August",2016,39.577385,5.33699,8.88,9.15,9.15,NA,NA,30,20,NA,8.88
"478","Oromiya","Nazareth","December",2016,39.26941988,8.535362997,11.66,9.32,9.32,11,11.66,20,NA,14.02,11.66
"479","Oromiya","Shashe-","December",2016,38.608142,7.205388,8,7,9.65,12,NA,NA,NA,22.78,8
"480","Oromiya","Diksise","December",2016,39.55824,8.059179,7.75,6.7,6.16,9.28,NA,NA,NA,NA,7.75
"481","Oromiya","Asella","December",2016,39.12972322,7.949589951,10.66,8,8,9.83,NA,NA,NA,17.31,10.66
"482","Oromiya","Asebe- Teferi ","December",2016,40.86319806,9.072493603,11.97,10,10.32,11.97,NA,NA,NA,37.66,11.97
"483","Oromiya","Bedessa","December",2016,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"484","Oromiya","Alemaya","December",2016,42.01641123,9.379383214,14,NA,NA,NA,NA,NA,NA,NA,14
"485","Oromiya","Boreda","December",2016,41.278686,9.331067,12.66,NA,NA,NA,NA,NA,NA,NA,12.66
"486","Oromiya","Adaba","December",2016,39.3890878,7.004454253,8.07,6.41,6.51,8.81,NA,NA,NA,NA,8.07
"487","Oromiya","Robe","December",2016,39.631104,7.860619,8.37,6.05,NA,NA,NA,NA,NA,NA,8.37
"488","Oromiya","Hagere- Mariam ","December",2016,38.23373735,5.63380625,10.32,NA,9,13.66,NA,NA,NA,8.83,10.32
"489","Oromiya","Negele- Borena ","December",2016,39.577385,5.33699,10.53,10.78,10.53,NA,NA,30,20,NA,10.53
"490","Oromiya","Nazareth","February",2017,39.26941988,8.535362997,10,8.65,8.65,10.66,11.32,20,NA,15,10
"491","Oromiya","Shashe-","February",2017,38.608142,7.205388,7.65,7.65,8,11,NA,NA,NA,22.24,7.65
"492","Oromiya","Diksise","February",2017,39.55824,8.059179,6.64,5.14,5.12,7.71,NA,NA,NA,NA,6.64
"493","Oromiya","Asella","February",2017,39.12972322,7.949589951,8.83,7.5,7.5,9.83,NA,NA,NA,16.68,8.83
"494","Oromiya","Asebe- Teferi ","February",2017,40.86319806,9.072493603,12.32,10,10,12.32,NA,NA,NA,NA,12.32
"495","Oromiya","Bedessa","February",2017,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"496","Oromiya","Alemaya","February",2017,42.01641123,9.379383214,14,NA,NA,NA,NA,NA,NA,NA,14
"497","Oromiya","Boreda","February",2017,41.278686,9.331067,12.32,NA,NA,NA,NA,NA,NA,NA,12.32
"498","Oromiya","Adaba","February",2017,39.3890878,7.004454253,8.2,6.41,6.76,NA,NA,NA,NA,NA,8.2
"499","Oromiya","Robe","February",2017,39.631104,7.860619,9.43,6.05,NA,NA,NA,NA,NA,NA,9.43
"500","Oromiya","Hagere- Mariam ","February",2017,38.23373735,5.63380625,10,NA,NA,14.66,NA,NA,NA,12.11,10
"501","Oromiya","Negele- Borena ","February",2017,39.577385,5.33699,10.84,10.59,10.65,NA,NA,30,20,NA,10.84
"502","Oromiya","Nazareth","January",2017,39.26941988,8.535362997,12,10,10,11,12,20,NA,14.02,12
"503","Oromiya","Shashe-","January",2017,38.608142,7.205388,8.32,7.65,9.65,11.66,NA,NA,NA,23.47,8.32
"504","Oromiya","Diksise","January",2017,39.55824,8.059179,7.68,4.64,NA,10.72,NA,NA,NA,NA,7.68
"505","Oromiya","Asella","January",2017,39.12972322,7.949589951,10,8,8,9.83,NA,NA,NA,16.68,10
"506","Oromiya","Asebe- Teferi ","January",2017,40.86319806,9.072493603,12.66,10,10.63,12.66,NA,NA,NA,38.54,12.66
"507","Oromiya","Bedessa","January",2017,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"508","Oromiya","Alemaya","January",2017,42.01641123,9.379383214,13.66,NA,NA,NA,NA,NA,NA,NA,13.66
"509","Oromiya","Boreda","January",2017,41.278686,9.331067,12.32,NA,NA,NA,NA,NA,NA,NA,12.32
"510","Oromiya","Adaba","January",2017,39.3890878,7.004454253,7.13,5.81,5.86,NA,NA,NA,NA,NA,7.13
"511","Oromiya","Robe","January",2017,39.631104,7.860619,8.12,5.13,NA,NA,NA,NA,NA,NA,8.12
"512","Oromiya","Hagere- Mariam ","January",2017,38.23373735,5.63380625,10,NA,NA,12.66,NA,NA,NA,12.17,10
"513","Oromiya","Negele- Borena ","January",2017,39.577385,5.33699,10.53,10.78,10.59,NA,NA,30,20,NA,10.53
"514","Oromiya","Nazareth","July",2016,39.26941988,8.535362997,10.66,9.65,9.65,11,12,20,NA,30.31,10.66
"515","Oromiya","Shashe-","July",2016,38.608142,7.205388,10,9.65,10,12,NA,NA,NA,27.09,10
"516","Oromiya","Diksise","July",2016,39.55824,8.059179,NA,6.13,6.16,8.37,NA,NA,NA,NA,6.13
"517","Oromiya","Asella","July",2016,39.12972322,7.949589951,10,8,8,10,NA,NA,NA,16.68,10
"518","Oromiya","Asebe- Teferi ","July",2016,40.86319806,9.072493603,12.32,NA,10.32,12,NA,NA,NA,31.6,12.32
"519","Oromiya","Bedessa","July",2016,40.77378712,8.902011546,12.32,NA,NA,NA,NA,NA,NA,NA,12.32
"520","Oromiya","Alemaya","July",2016,42.01641123,9.379383214,13.66,NA,NA,NA,NA,NA,NA,NA,13.66
"521","Oromiya","Boreda","July",2016,41.278686,9.331067,12.66,NA,NA,NA,NA,NA,NA,NA,12.66
"522","Oromiya","Adaba","July",2016,39.3890878,7.004454253,8.22,6.54,6.62,NA,NA,NA,NA,NA,8.22
"523","Oromiya","Robe","July",2016,39.631104,7.860619,8.38,6.06,NA,NA,NA,NA,NA,NA,8.38
"524","Oromiya","Hagere- Mariam ","July",2016,38.23373735,5.63380625,9,NA,NA,12.66,NA,NA,NA,NA,9
"525","Oromiya","Negele- Borena ","July",2016,39.577385,5.33699,9.59,9.82,9.94,NA,NA,30,20,NA,9.59
"526","Oromiya","Adama","June",2017,39.26941988,8.535362997,12.23,11,10.95,12,10.49,24.49,NA,15,12.23
"527","Oromiya","Shashe- Mene ","June",2017,38.608142,7.205388,10,10,11,12.49,NA,NA,NA,15,10
"528","Oromiya","Diksise","June",2017,39.55824,8.059179,7.68,7.25,7.25,9.34,NA,NA,NA,NA,7.68
"529","Oromiya","Asella","June",2017,39.12972322,7.949589951,10.49,9.75,9.75,10.75,NA,NA,NA,18.67,10.49
"530","Oromiya","Asebe- Teferi ","June",2017,40.86319806,9.072493603,13.49,10.49,10,13.49,NA,NA,NA,31.13,13.49
"531","Oromiya","Bedessa","June",2017,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"532","Oromiya","Haromaya","June",2017,42.01641123,9.379383214,14,NA,NA,NA,NA,NA,NA,NA,14
"533","Oromiya","Boreda","June",2017,41.278686,9.331067,13,NA,NA,NA,NA,NA,NA,NA,13
"534","Oromiya","Adaba","June",2017,39.3890878,7.004454253,9.44,7.17,7.29,9.56,NA,NA,NA,NA,9.44
"535","Oromiya","Robe","June",2017,39.631104,7.860619,9.44,7.34,NA,NA,NA,NA,NA,NA,9.44
"536","Oromiya","Hagere- Mariam ","June",2017,38.23373735,5.63380625,10.49,NA,9,13.49,NA,NA,NA,15,10.49
"537","Oromiya","Negele- Borena ","June",2017,39.577385,5.33699,14,14,14,10.95,NA,30,25,NA,14
"538","Oromiya","Nazareth","March",2017,39.26941988,8.535362997,10,10.66,10.66,10.49,11.32,20,NA,15,10
"539","Oromiya","Shashe-","March",2017,38.608142,7.205388,8.65,8.83,9,12,NA,NA,NA,24.08,8.65
"540","Oromiya","Diksise","March",2017,39.55824,8.059179,7.25,6.16,6.16,9.28,NA,NA,NA,NA,7.25
"541","Oromiya","Asella","March",2017,39.12972322,7.949589951,9.65,8,8,9.83,NA,NA,NA,17.14,9.65
"542","Oromiya","Asebe- Teferi ","March",2017,40.86319806,9.072493603,13,10.49,10.63,13,NA,NA,NA,39.7,13
"543","Oromiya","Bedessa","March",2017,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"544","Oromiya","Alemaya","March",2017,42.01641123,9.379383214,14,NA,NA,NA,NA,NA,NA,NA,14
"545","Oromiya","Boreda","March",2017,41.278686,9.331067,12.66,NA,NA,NA,NA,NA,NA,NA,12.66
"546","Oromiya","Adaba","March",2017,39.3890878,7.004454253,8.25,6.51,6.59,8.19,NA,NA,NA,NA,8.25
"547","Oromiya","Robe","March",2017,39.631104,7.860619,9.43,6.12,NA,NA,NA,NA,NA,NA,9.43
"548","Oromiya","Hagere- Mariam ","March",2017,38.23373735,5.63380625,10.32,NA,NA,14.66,NA,NA,NA,10.63,10.32
"549","Oromiya","Negele- Borena ","March",2017,39.577385,5.33699,8.98,10.59,12.5,12.58,NA,30,20,NA,8.98
"550","Oromiya","Adama","May",2017,39.26941988,8.535362997,12.23,11,10.95,12,10.49,24.49,NA,15,12.23
"551","Oromiya","Shashe- Mene ","May",2017,38.608142,7.205388,10,10,11,12.49,NA,NA,NA,15,10
"552","Oromiya","Diksise","May",2017,39.55824,8.059179,7.68,7.25,7.25,9.34,NA,NA,NA,NA,7.68
"553","Oromiya","Asella","May",2017,39.12972322,7.949589951,10.49,9.75,9.75,10.75,NA,NA,NA,18.67,10.49
"554","Oromiya","Asebe- Teferi ","May",2017,40.86319806,9.072493603,13.49,10.49,10,13.49,NA,NA,NA,31.13,13.49
"555","Oromiya","Bedessa","May",2017,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"556","Oromiya","Haromaya","May",2017,42.01641123,9.379383214,14,NA,NA,NA,NA,NA,NA,NA,14
"557","Oromiya","Boreda","May",2017,41.278686,9.331067,13,NA,NA,NA,NA,NA,NA,NA,13
"558","Oromiya","Adaba","May",2017,39.3890878,7.004454253,9.44,7.17,7.29,9.56,NA,NA,NA,NA,9.44
"559","Oromiya","Robe","May",2017,39.631104,7.860619,9.44,7.34,NA,NA,NA,NA,NA,NA,9.44
"560","Oromiya","Hagere- Mariam ","May",2017,38.23373735,5.63380625,10.49,NA,9,13.49,NA,NA,NA,15,10.49
"561","Oromiya","Negele- Borena ","May",2017,39.577385,5.33699,14,14,14,10.95,NA,30,25,NA,14
"562","Oromiya","Nazareth","November",2016,39.26941988,8.535362997,11.66,9.65,9.65,10.66,13.3,21.66,NA,14.02,11.66
"563","Oromiya","Shashe-","November",2016,38.608142,7.205388,9.32,9,10,12,NA,NA,NA,24.49,9.32
"564","Oromiya","Diksise","November",2016,39.55824,8.059179,7.79,NA,3.91,9.57,NA,NA,NA,NA,7.79
"565","Oromiya","Asella","November",2016,39.12972322,7.949589951,11.66,7.83,7.83,9.65,NA,NA,NA,16.68,11.66
"566","Oromiya","Asebe- Teferi ","November",2016,40.86319806,9.072493603,12.27,10,10,12.27,NA,NA,NA,30.77,12.27
"567","Oromiya","Bedessa","November",2016,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"568","Oromiya","Alemaya","November",2016,42.01641123,9.379383214,13.66,NA,NA,NA,NA,NA,NA,NA,13.66
"569","Oromiya","Boreda","November",2016,41.278686,9.331067,12.66,NA,NA,NA,NA,NA,NA,NA,12.66
"570","Oromiya","Adaba","November",2016,39.3890878,7.004454253,7.11,5.32,5.27,7.13,NA,NA,NA,NA,7.11
"571","Oromiya","Robe","November",2016,39.631104,7.860619,8.22,6.06,NA,NA,NA,NA,NA,NA,8.22
"572","Oromiya","Hagere- Mariam ","November",2016,38.23373735,5.63380625,9.65,NA,NA,13.66,NA,NA,NA,NA,9.65
"573","Oromiya","Negele- Borena ","November",2016,39.577385,5.33699,10.59,10.84,10.65,NA,NA,30,20,NA,10.59
"574","Oromiya","Nazareth","October",2016,39.26941988,8.535362997,11.66,9.65,9.65,10.66,12.97,20.98,NA,14.02,11.66
"575","Oromiya","Shashe-","October",2016,38.608142,7.205388,10,10,10.32,12,NA,NA,NA,24.08,10
"576","Oromiya","Diksise","October",2016,39.55824,8.059179,7.23,6.16,6.19,9.32,NA,NA,NA,NA,7.23
"577","Oromiya","Asella","October",2016,39.12972322,7.949589951,10.66,8.65,8.65,10,NA,NA,NA,17.14,10.66
"578","Oromiya","Asebe- Teferi ","October",2016,40.86319806,9.072493603,12.32,9.28,10,12.32,NA,NA,NA,34.96,12.32
"579","Oromiya","Bedessa","October",2016,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"580","Oromiya","Alemaya","October",2016,42.01641123,9.379383214,14,NA,NA,NA,NA,NA,NA,NA,14
"581","Oromiya","Boreda","October",2016,41.278686,9.331067,12.32,NA,NA,NA,NA,NA,NA,NA,12.32
"582","Oromiya","Adaba","October",2016,39.3890878,7.004454253,8.23,6.66,6.7,NA,NA,NA,NA,NA,8.23
"583","Oromiya","Robe","October",2016,39.631104,7.860619,9.25,6.22,NA,NA,NA,NA,NA,NA,9.25
"584","Oromiya","Hagere- Mariam ","October",2016,38.23373735,5.63380625,10.66,NA,8.49,13.49,NA,NA,NA,NA,10.66
"585","Oromiya","Negele- Borena ","October",2016,39.577385,5.33699,10.59,10.53,10.84,NA,NA,30,20,NA,10.59
"586","Oromiya","Nazareth","September",2016,39.26941988,8.535362997,12,10,10,12,14.33,24.33,NA,27.04,12
"587","Oromiya","Shashe-","September",2016,38.608142,7.205388,10.32,8.16,8.16,9.83,NA,NA,NA,17.66,10.32
"588","Oromiya","Diksise","September",2016,39.55824,8.059179,5.83,4.37,4.37,7.75,NA,NA,NA,NA,5.83
"589","Oromiya","Asella","September",2016,39.12972322,7.949589951,8.32,9,10,12,NA,NA,NA,21.93,8.32
"590","Oromiya","Asebe- Teferi ","September",2016,40.86319806,9.072493603,12.16,NA,NA,NA,NA,NA,NA,33.41,12.16
"591","Oromiya","Bedessa","September",2016,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"592","Oromiya","Alemaya","September",2016,42.01641123,9.379383214,13.33,NA,NA,NA,NA,NA,NA,NA,13.33
"593","Oromiya","Boreda","September",2016,41.278686,9.331067,13,NA,NA,NA,NA,NA,NA,NA,13
"594","Oromiya","Adaba","September",2016,39.3890878,7.004454253,8.31,6.65,6.69,NA,NA,NA,NA,NA,8.31
"595","Oromiya","Robe","September",2016,39.631104,7.860619,8.35,5.95,NA,NA,NA,NA,NA,NA,8.35
"596","Oromiya","Hagere- Mariam ","September",2016,38.23373735,5.63380625,10.35,NA,NA,13.33,NA,NA,NA,14.45,10.35
"597","Oromiya","Negele- Borena ","September",2016,39.577385,5.33699,10.59,10.59,10.65,NA,NA,29.32,18.64,NA,10.59
"598","Snnp","Welikite","April",2017,37.77266735,8.27732366,10.75,NA,10.85,NA,NA,NA,NA,26.19,10.75
"599","Snnp","Butajira","April",2017,38.42140499,8.173264069,10.88,10.71,10.95,12.14,NA,NA,NA,13.16,10.88
"600","Snnp","Hosahna","April",2017,37.84747123,7.538579317,10,8,8.49,NA,NA,NA,NA,NA,10
"601","Snnp","Shone","April",2017,37.94869425,7.134857075,11,8,10,NA,NA,NA,NA,NA,11
"602","Snnp","Doyugena","April",2017,37.78333,7.33333,10.53,NA,10.97,9.36,NA,NA,NA,18.53,10.53
"603","Snnp","Alaba","April",2017,38.086143,7.311546,12,NA,11,NA,NA,NA,NA,19.61,12
"604","Snnp","Awasa","April",2017,38.474819,7.058624,13,NA,12,13,NA,NA,NA,NA,13
"605","Snnp","Hagere- Selam ","April",2017,38.51921184,6.513880636,8.89,NA,NA,NA,NA,NA,NA,11.18,8.89
"606","Snnp","Dilla","April",2017,38.30745962,6.410516676,12,NA,11.49,10.49,NA,NA,NA,NA,12
"607","Snnp","Yirega-¦ Chefie ","April",2017,38.1988827,6.16095383,12.96,NA,9.49,9.49,NA,NA,NA,19.49,12.96
"608","Snnp","Welikite","August",2016,37.77266735,8.27732366,10.8,NA,10.5,NA,NA,NA,NA,23.48,10.8
"609","Snnp","Butajira","August",2016,38.42140499,8.173264069,NA,10.72,NA,NA,NA,NA,NA,13.05,10.72
"610","Snnp","Hosahna","August",2016,37.84747123,7.538579317,13,NA,11,NA,NA,NA,NA,14.64,13
"611","Snnp","Shone","August",2016,37.94869425,7.134857075,9.07,7.3,8.5,NA,NA,NA,NA,NA,9.07
"612","Snnp","Doyugena","August",2016,37.78333,7.33333,7.5,NA,NA,NA,NA,NA,NA,27.5,7.5
"613","Snnp","Alaba","August",2016,38.086143,7.311546,12,NA,11,NA,NA,NA,NA,NA,12
"614","Snnp","Awasa","August",2016,38.474819,7.058624,13,NA,11.66,13,NA,NA,NA,NA,13
"615","Snnp","Hagere- Selam ","August",2016,38.51921184,6.513880636,9.15,NA,NA,NA,NA,NA,NA,10.77,9.15
"616","Snnp","Dilla","August",2016,38.30745962,6.410516676,11.66,NA,11.32,9.65,NA,NA,NA,NA,11.66
"617","Snnp","Yirega-¦ Chefie ","August",2016,38.1988827,6.16095383,12,NA,NA,NA,NA,NA,NA,15,12
"618","Snnp","Welikite","December",2016,37.77266735,8.27732366,11.32,NA,11.16,NA,NA,NA,NA,21.16,11.32
"619","Snnp","Butajira","December",2016,38.42140499,8.173264069,11.48,11.87,12.5,11.29,NA,NA,NA,11.49,11.48
"620","Snnp","Hosahna","December",2016,37.84747123,7.538579317,7.83,6,7,NA,NA,NA,NA,14.64,7.83
"621","Snnp","Shone","December",2016,37.94869425,7.134857075,10,7.75,7.83,NA,NA,NA,NA,NA,10
"622","Snnp","Doyugena","December",2016,37.78333,7.33333,8.81,7.62,8.85,NA,NA,NA,NA,19.87,8.81
"623","Snnp","Alaba","December",2016,38.086143,7.311546,11.66,NA,10.32,NA,NA,NA,NA,15.04,11.66
"624","Snnp","Awasa","December",2016,38.474819,7.058624,13,NA,12,13.33,NA,NA,NA,32.61,13
"625","Snnp","Hagere- Selam ","December",2016,38.51921184,6.513880636,10.2,NA,NA,NA,NA,NA,NA,11.6,10.2
"626","Snnp","Dilla","December",2016,38.30745962,6.410516676,11.83,NA,11.83,10.66,NA,NA,NA,NA,11.83
"627","Snnp","Yirega-¦ Chefie ","December",2016,38.1988827,6.16095383,12,NA,NA,9.65,NA,NA,NA,15,12
"628","Snnp","Welikite","February",2017,37.77266735,8.27732366,10.49,NA,10.53,NA,NA,NA,NA,23.83,10.49
"629","Snnp","Butajira","February",2017,38.42140499,8.173264069,10.35,9.09,8.88,10.35,NA,NA,NA,14.79,10.35
"630","Snnp","Hosahna","February",2017,37.84747123,7.538579317,10,8,9.17,NA,NA,NA,NA,13.96,10
"631","Snnp","Shone","February",2017,37.94869425,7.134857075,11.83,NA,10.66,NA,NA,NA,NA,NA,11.83
"632","Snnp","Doyugena","February",2017,37.78333,7.33333,7.47,NA,7.5,8,NA,NA,NA,18.75,7.47
"633","Snnp","Alaba","February",2017,38.086143,7.311546,12,NA,11.32,NA,NA,NA,NA,15.84,12
"634","Snnp","Awasa","February",2017,38.474819,7.058624,13,NA,12,13,NA,NA,NA,42.56,13
"635","Snnp","Hagere- Selam ","February",2017,38.51921184,6.513880636,7.75,NA,NA,NA,NA,NA,NA,10.77,7.75
"636","Snnp","Dilla","February",2017,38.30745962,6.410516676,12,NA,11.66,11,NA,NA,NA,NA,12
"637","Snnp","Yirega-¦ Chefie ","February",2017,38.1988827,6.16095383,11.66,NA,8,NA,NA,NA,NA,20,11.66
"638","Snnp","Welikite","January",2017,37.77266735,8.27732366,10.3,NA,10.83,NA,NA,NA,NA,23.83,10.3
"639","Snnp","Butajira","January",2017,38.42140499,8.173264069,10.65,10.47,11.54,11.54,NA,NA,NA,15.23,10.65
"640","Snnp","Hosahna","January",2017,37.84747123,7.538579317,8.65,7,8,NA,NA,NA,NA,14.29,8.65
"641","Snnp","Shone","January",2017,37.94869425,7.134857075,12,NA,10,NA,NA,NA,NA,NA,12
"642","Snnp","Doyugena","January",2017,37.78333,7.33333,6.77,7.58,6.73,NA,NA,NA,NA,15.46,6.77
"643","Snnp","Alaba","January",2017,38.086143,7.311546,12,NA,11,NA,NA,NA,NA,23.11,12
"644","Snnp","Awasa","January",2017,38.474819,7.058624,13,NA,12,13,NA,NA,NA,33.34,13
"645","Snnp","Hagere- Selam ","January",2017,38.51921184,6.513880636,8.43,NA,NA,NA,NA,NA,NA,9.41,8.43
"646","Snnp","Dilla","January",2017,38.30745962,6.410516676,11.66,NA,12,10.66,NA,NA,NA,NA,11.66
"647","Snnp","Yirega-¦ Chefie ","January",2017,38.1988827,6.16095383,12.32,NA,NA,10.66,NA,NA,NA,14.33,12.32
"648","Snnp","Welikite","July",2016,37.77266735,8.27732366,11.4,NA,11.3,NA,NA,NA,NA,22.77,11.4
"649","Snnp","Butajira","July",2016,38.42140499,8.173264069,10.41,10.53,12.07,10.72,NA,NA,NA,11.54,10.41
"650","Snnp","Hosahna","July",2016,37.84747123,7.538579317,12.42,NA,12,NA,NA,NA,NA,14.29,12.42
"651","Snnp","Shone","July",2016,37.94869425,7.134857075,9,7.45,8.9,NA,NA,NA,NA,NA,9
"652","Snnp","Doyugena","July",2016,37.78333,7.33333,8.5,NA,9,NA,NA,NA,NA,27.65,8.5
"653","Snnp","Alaba","July",2016,38.086143,7.311546,12,NA,11,NA,NA,NA,NA,28.57,12
"654","Snnp","Awasa","July",2016,38.474819,7.058624,13,NA,11.66,13,NA,NA,NA,NA,13
"655","Snnp","Hagere- Selam ","July",2016,38.51921184,6.513880636,8.68,NA,NA,NA,NA,NA,NA,11.6,8.68
"656","Snnp","Dilla","July",2016,38.30745962,6.410516676,11.83,NA,11.66,9.65,NA,NA,NA,NA,11.83
"657","Snnp","Yirega-¦ Chefie ","July",2016,38.1988827,6.16095383,12,NA,9,12,NA,NA,NA,14.66,12
"658","Snnp","Welikite","June",2017,37.77266735,8.27732366,12.7,NA,12.85,NA,NA,NA,NA,27.78,12.7
"659","Snnp","Butajira","June",2017,38.42140499,8.173264069,11.04,11.71,12.54,12.31,NA,NA,NA,16.29,11.04
"660","Snnp","Hosahna","June",2017,37.84747123,7.538579317,12,10,11.25,NA,NA,NA,NA,14.13,12
"661","Snnp","Shone","June",2017,37.94869425,7.134857075,12,8,12,NA,NA,NA,NA,NA,12
"662","Snnp","Doyugena","June",2017,37.78333,7.33333,10,10.36,11,NA,NA,NA,NA,16.24,10
"663","Snnp","Alaba","June",2017,38.086143,7.311546,12,NA,12,NA,NA,NA,NA,18.43,12
"664","Snnp","Awasa","June",2017,38.474819,7.058624,13,NA,12.49,14,NA,NA,NA,41.06,13
"665","Snnp","Hagere- Selam ","June",2017,38.51921184,6.513880636,9.28,NA,NA,NA,NA,NA,NA,12.5,9.28
"666","Snnp","Dilla","June",2017,38.30745962,6.410516676,12,NA,12,10.49,NA,NA,NA,NA,12
"667","Snnp","Yirega-¦ Chefie ","June",2017,38.1988827,6.16095383,13,NA,NA,12,NA,NA,NA,15,13
"668","Snnp","Welikite","March",2017,37.77266735,8.27732366,10.2,NA,10.3,NA,NA,NA,NA,28.44,10.2
"669","Snnp","Butajira","March",2017,38.42140499,8.173264069,10.72,9.09,10.35,11.29,NA,NA,NA,15.92,10.72
"670","Snnp","Hosahna","March",2017,37.84747123,7.538579317,10,7,10,NA,NA,NA,NA,14.64,10
"671","Snnp","Shone","March",2017,37.94869425,7.134857075,10,7.5,8,NA,NA,NA,NA,NA,10
"672","Snnp","Doyugena","March",2017,37.78333,7.33333,8,7.65,8,NA,NA,NA,NA,18.52,8
"673","Snnp","Alaba","March",2017,38.086143,7.311546,12,NA,11,NA,NA,NA,NA,16.7,12
"674","Snnp","Awasa","March",2017,38.474819,7.058624,13,NA,12,13,NA,NA,NA,41.96,13
"675","Snnp","Hagere- Selam ","March",2017,38.51921184,6.513880636,8.43,NA,NA,NA,NA,NA,NA,11.6,8.43
"676","Snnp","Dilla","March",2017,38.30745962,6.410516676,12,NA,12,10.97,NA,NA,NA,NA,12
"677","Snnp","Yirega-¦ Chefie ","March",2017,38.1988827,6.16095383,12,9,NA,NA,NA,NA,NA,19.66,12
"678","Snnp","Welikite","May",2017,37.77266735,8.27732366,12.7,NA,12.85,NA,NA,NA,NA,27.78,12.7
"679","Snnp","Butajira","May",2017,38.42140499,8.173264069,11.04,11.71,12.54,12.31,NA,NA,NA,16.29,11.04
"680","Snnp","Hosahna","May",2017,37.84747123,7.538579317,12,10,11.25,NA,NA,NA,NA,14.13,12
"681","Snnp","Shone","May",2017,37.94869425,7.134857075,12,8,12,NA,NA,NA,NA,NA,12
"682","Snnp","Doyugena","May",2017,37.78333,7.33333,10,10.36,11,NA,NA,NA,NA,16.24,10
"683","Snnp","Alaba","May",2017,38.086143,7.311546,12,NA,12,NA,NA,NA,NA,18.43,12
"684","Snnp","Awasa","May",2017,38.474819,7.058624,13,NA,12.49,14,NA,NA,NA,41.06,13
"685","Snnp","Hagere- Selam ","May",2017,38.51921184,6.513880636,9.28,NA,NA,NA,NA,NA,NA,12.5,9.28
"686","Snnp","Dilla","May",2017,38.30745962,6.410516676,12,NA,12,10.49,NA,NA,NA,NA,12
"687","Snnp","Yirega-¦ Chefie ","May",2017,38.1988827,6.16095383,13,NA,NA,12,NA,NA,NA,15,13
"688","Snnp","Welikite","November",2016,37.77266735,8.27732366,10.65,NA,10.66,NA,NA,NA,NA,20.3,10.65
"689","Snnp","Butajira","November",2016,38.42140499,8.173264069,10.42,10.11,11.8,11.73,NA,NA,NA,15.22,10.42
"690","Snnp","Hosahna","November",2016,37.84747123,7.538579317,13,6.75,8.83,NA,NA,NA,NA,13.96,13
"691","Snnp","Shone","November",2016,37.94869425,7.134857075,10,7.75,10,NA,NA,NA,NA,NA,10
