"","Region","Market","Month","Year","Longitude","Latitude","01.1 FOOD_Bread Wheat (Bakery)","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat White","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Black (Red)","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (shelled) Aja","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (unshelled)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","CEREALS MILLED_Emmer Wheat(Aja)","01.2.1.1 COFFEE AND TEA_Malt-Wheat","P R I C E   I N    B I R R_Porridge 'bula' or wheat","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"856","SNNP","Arbam- minch ","October","2016","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.66","-","11.66","3.89","14.46"
"857","SNNP","Sawla","October","2016","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.19","-","9.18","6.38","-"
"858","SNNP","Welayita sodo ","September","2016","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","9.65","4.78","23.44"
"859","SNNP","Bodite","September","2016","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","6.78","13.05"
"860","SNNP","Jinka","September","2016","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.10","7.31","5.53","13.80"
"861","SNNP","Dimeka","September","2016","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.60","-"
"862","SNNP","Masha","September","2016","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","14.00",NA,NA,NA,"14.00","-","12.00","5.25","-"
"863","SNNP","Tepi","September","2016","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.00","-",NA,NA,NA,"11.66","-","10.00","4.78","18.92"
"864","SNNP","Boniga","September","2016","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","9.00","6.57","17.54"
"865","SNNP","Chana","September","2016","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","12.00","3.82","-"
"866","SNNP","Arbam- minch ","September","2016","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.66","-","12.00","3.89","30.12"
"867","SNNP","Sawla","September","2016","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.64","-","10.50","6.59","-"
"868","SNNP","Shewa- Bench ","April","2017",NA,NA,"4.83","12.00","10.49","10.00","-","30.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"869","SNNP","Mizan- Teferi ","April","2017","35.41120174","6.883477024","5.40","12.00","10.49","9.00","-","25.00","-","-","-","20.00",NA,NA,NA,NA,NA,NA
"870","SNNP","Deri","April","2017","36.28577951","7.384839762","5.83","-","11.30","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"871","SNNP","Amaro Kele ","April","2017","6.083333333","38.03333333","5.60","12.56","-","8.75","-","25.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"872","SNNP","Soyama","April","2017","5.7","37.88333333","6.09","10.37","9.73","8.89","30.00","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"873","SNNP","Karate","April","2017","5.25","37.48333333","6.01","11.57","13.79","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"874","SNNP","Gidola","April","2017","37.34772952","5.647078098","5.40","12.06","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"875","SNNP","Tercha","April","2017","37.175334","7.146295","5.25","14.00","13.00","12.00","-","27.50","-","-","-","-",NA,NA,NA,NA,NA,NA
"876","SNNP","Besite- chere ","April","2017",NA,NA,"5.83","10.00","10.00","-","-","26.00","-","-","24.00","-",NA,NA,NA,NA,NA,NA
"877","SNNP","Lasoka","April","2017","36.60777815","6.30774507","5.40","11.36","-","8.77","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"878","SNNP","Amaya","April","2017","36.68000727","7.105541206","5.00","8.80","8.50","-","-","27.50","-","-","-","-",NA,NA,NA,NA,NA,NA
"879","SNNP","Shewa- Bench ","August","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","5.00","-"
"880","SNNP","Mizan- Teferi ","August","2016","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","10.00","10.00","5.12","20.00"
"881","SNNP","Deri","August","2016","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","-","-"
"882","SNNP","Amaro Kele ","August","2016","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.68","-","-","5.53","-"
"883","SNNP","Soyama","August","2016","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.75","9.85","7.58","5.53","-"
"884","SNNP","Karate","August","2016","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.43","-","-","6.18","-"
"885","SNNP","Gidola","August","2016","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.47","-","10.95","4.06","-"
"886","SNNP","Tercha","August","2016","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","14.36","8.83","-","-"
"887","SNNP","Besite- chere ","August","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","6.00","-"
"888","SNNP","Lasoka","August","2016","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.17","-","-","5.68","-"
"889","SNNP","Amaya","August","2016","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.16","-","10.00","4.78","-"
"890","SNNP","Shewa- Bench ","December","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","4.78","-"
"891","SNNP","Mizan- Teferi ","December","2016","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.32","-","10.00","5.39","20.00"
"892","SNNP","Deri","December","2016","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","10.35","-","5.83","-"
"893","SNNP","Amaro Kele ","December","2016","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.91","-","8.00","5.12","-"
"894","SNNP","Soyama","December","2016","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.42","7.34","7.45","6.78","-"
"895","SNNP","Karate","December","2016","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.51","16.82","-","6.38","-"
"896","SNNP","Gidola","December","2016","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.47","-","10.68","4.21","-"
"897","SNNP","Tercha","December","2016","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","13.46","8.96","7.10","-"
"898","SNNP","Besite- chere ","December","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","6.00","-"
"899","SNNP","Lasoka","December","2016","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.69","-","12.11","6.20","-"
"900","SNNP","Amaya","December","2016","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.84","-"
"901","SNNP","Shewa- Bench ","February","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","4.78","-"
"902","SNNP","Mizan- Teferi ","February","2017","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.32","8.65","10.00","5.39","20.00"
"903","SNNP","Deri","February","2017","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","9.59","-","5.83","-"
"904","SNNP","Amaro Kele ","February","2017","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","-","8.50","5.53","-"
"905","SNNP","Soyama","February","2017","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.99","9.75","-","7.25","-"
"906","SNNP","Karate","February","2017","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.31","13.45","-","6.38","-"
"907","SNNP","Gidola","February","2017","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.78","-","10.76","4.47","-"
"908","SNNP","Tercha","February","2017","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.49","10.99","9.26","8.30","-"
"909","SNNP","Besite- chere ","February","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","8.00","-","6.00","-"
"910","SNNP","Lasoka","February","2017","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.19","-","8.08","6.59","-"
"911","SNNP","Amaya","February","2017","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.96","-","-","-","-"
"912","SNNP","Shewa- Bench ","January","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","-","4.78","-"
"913","SNNP","Mizan- Teferi ","January","2017","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","10.00","5.39","20.00"
"914","SNNP","Deri","January","2017","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","10.17","-","5.83","-"
"915","SNNP","Amaro Kele ","January","2017","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.72","-","8.00","5.12","-"
"916","SNNP","Soyama","January","2017","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.48","7.45","-","7.25","-"
"917","SNNP","Karate","January","2017","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.42","18.31","18.44","6.38","-"
"918","SNNP","Gidola","January","2017","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.04","-","12.02","4.40","-"
"919","SNNP","Tercha","January","2017","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.22","13.33","10.35","7.10","-"
"920","SNNP","Besite- chere ","January","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","8.00","-","6.00","-"
"921","SNNP","Lasoka","January","2017","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.11","-","-","6.38","-"
"922","SNNP","Amaya","January","2017","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","-","-"
"923","SNNP","Shewa- Bench ","July","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","5.00","-"
"924","SNNP","Mizan- Teferi ","July","2016","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","10.00","10.32","5.25","20.00"
"925","SNNP","Deri","July","2016","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.83","-"
"926","SNNP","Amaro Kele ","July","2016","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.68","-","-","5.01","-"
"927","SNNP","Soyama","July","2016","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.44","-","-","5.12","-"
"928","SNNP","Karate","July","2016","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.48","14.02","-","6.18","-"
"929","SNNP","Gidola","July","2016","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.27","-","10.87","4.05","-"
"930","SNNP","Tercha","July","2016","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.88","15.79","11.90","-","-"
"931","SNNP","Besite- chere ","July","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","6.00","-"
"932","SNNP","Lasoka","July","2016","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.17","-","-","5.68","-"
"933","SNNP","Amaya","July","2016","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.32","-","10.00","4.57","-"
"934","SNNP","Shewa- Bench ","June","2017",NA,NA,"4.67","12.00","10.00","10.00","-","30.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"935","SNNP","Mizan- Teferi ","June","2017","35.41120174","6.883477024","5.01","12.96","11.00","10.49","-","28.00","-","-","-","20.00",NA,NA,NA,NA,NA,NA
"936","SNNP","Deri","June","2017","36.28577951","7.384839762","5.83","-","13.67","-","15.19","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"937","SNNP","Amaro Kele ","June","2017","6.083333333","38.03333333","5.60","12.70","-","-","-","25.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"938","SNNP","Soyama","June","2017","5.7","37.88333333","5.60","9.27","8.84","7.69","30.00","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"939","SNNP","Karate","June","2017","5.25","37.48333333","5.98","13.40","14.10","14.07","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"940","SNNP","Gidola","June","2017","37.34772952","5.647078098","4.68","-","7.00","-","30.00","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"941","SNNP","Tercha","June","2017","37.175334","7.146295","4.38","-","16.00","15.00","-","26.50","-","-","-","-",NA,NA,NA,NA,NA,NA
"942","SNNP","Besite- chere ","June","2017",NA,NA,"6.09","10.00","-","-","-","27.00","-","-","24.00","-",NA,NA,NA,NA,NA,NA
"943","SNNP","Lasoka","June","2017","36.60777815","6.30774507","6.39","11.17","-","10.99","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"944","SNNP","Amaya","June","2017","36.68000727","7.105541206","4.24","11.68","-","-","-","28.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"945","SNNP","Shewa- Bench ","March","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","4.89","-"
"946","SNNP","Mizan- Teferi ","March","2017","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","8.65","9.00","5.14","20.00"
"947","SNNP","Deri","March","2017","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","10.23","-","6.36","-"
"948","SNNP","Amaro Kele ","March","2017","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.64","-","8.00","5.68","-"
"949","SNNP","Soyama","March","2017","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.27","8.70","9.00","6.18","-"
"950","SNNP","Karate","March","2017","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.55","14.02","-","6.18","-"
"951","SNNP","Gidola","March","2017","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","9.76","5.89","-"
"952","SNNP","Tercha","March","2017","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","12.00","11.00","5.17","-"
"953","SNNP","Besite- chere ","March","2017",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","6.00","-"
"954","SNNP","Lasoka","March","2017","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.15","-","8.33","5.56","-"
"955","SNNP","Amaya","March","2017","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.85","7.63","-","3.50","5.78"
"956","SNNP","Shewa- Bench ","May","2017",NA,NA,"4.67","12.00","10.00","10.00","-","30.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"957","SNNP","Mizan- Teferi ","May","2017","35.41120174","6.883477024","5.01","12.96","11.00","10.49","-","28.00","-","-","-","20.00",NA,NA,NA,NA,NA,NA
"958","SNNP","Deri","May","2017","36.28577951","7.384839762","5.83","-","13.67","-","15.19","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"959","SNNP","Amaro Kele ","May","2017","6.083333333","38.03333333","5.60","12.70","-","-","-","25.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"960","SNNP","Soyama","May","2017","5.7","37.88333333","5.60","9.27","8.84","7.69","30.00","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"961","SNNP","Karate","May","2017","5.25","37.48333333","5.98","13.40","14.10","14.07","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"962","SNNP","Gidola","May","2017","37.34772952","5.647078098","4.68","-","7.00","-","30.00","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"963","SNNP","Tercha","May","2017","37.175334","7.146295","4.38","-","16.00","15.00","-","26.50","-","-","-","-",NA,NA,NA,NA,NA,NA
"964","SNNP","Besite- chere ","May","2017",NA,NA,"6.09","10.00","-","-","-","27.00","-","-","24.00","-",NA,NA,NA,NA,NA,NA
"965","SNNP","Lasoka","May","2017","36.60777815","6.30774507","6.39","11.17","-","10.99","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA
"966","SNNP","Amaya","May","2017","36.68000727","7.105541206","4.24","11.68","-","-","-","28.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"967","SNNP","Shewa- Bench ","November","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.49","-","-","4.57","-"
"968","SNNP","Mizan- Teferi ","November","2016","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.32","-","10.00","5.39","20.00"
"969","SNNP","Deri","November","2016","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.62","-","5.83","-"
"970","SNNP","Amaro Kele ","November","2016","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.76","-","8.00","5.01","-"
"971","SNNP","Soyama","November","2016","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.45","7.48","-","5.84","-"
"972","SNNP","Karate","November","2016","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.25","13.96","13.89","6.38","-"
"973","SNNP","Gidola","November","2016","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.38","-"
"974","SNNP","Tercha","November","2016","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"15.63","13.57","8.77","6.91","-"
"975","SNNP","Besite- chere ","November","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","12.00","-","5.68","-"
"976","SNNP","Lasoka","November","2016","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.11","-","12.26","5.39","-"
"977","SNNP","Amaya","November","2016","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"16.49","-","15.89","4.57","-"
"978","SNNP","Shewa- Bench ","October","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","4.67","-"
"979","SNNP","Mizan- Teferi ","October","2016","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","10.00","4.68","20.00"
"980","SNNP","Deri","October","2016","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.62","-","5.83","-"
"981","SNNP","Amaro Kele ","October","2016","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.57","-","-","5.53","-"
"982","SNNP","Soyama","October","2016","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.68","10.75","-","5.53","-"
"983","SNNP","Karate","October","2016","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.49","13.98","14.09","6.78","-"
"984","SNNP","Gidola","October","2016","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.56","-","12.95","4.58","-"
"985","SNNP","Tercha","October","2016","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.89","11.54","9.29","7.54","-"
"986","SNNP","Besite- chere ","October","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","10.00","-","6.20","-"
"987","SNNP","Lasoka","October","2016","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.80","-","12.00","6.20","-"
"988","SNNP","Amaya","October","2016","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.66","-","13.90","4.57","-"
"989","SNNP","Shewa- Bench ","September","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","4.89","-"
"990","SNNP","Mizan- Teferi ","September","2016","35.41120174","6.883477024",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","11.00","10.00","5.12","20.00"
"991","SNNP","Deri","September","2016","36.28577951","7.384839762",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","8.62","-","5.83","-"
"992","SNNP","Amaro Kele ","September","2016","6.083333333","38.03333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.68","-","-","5.39","-"
"993","SNNP","Soyama","September","2016","5.7","37.88333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.42","10.57","-","5.68","-"
"994","SNNP","Karate","September","2016","5.25","37.48333333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.33","13.76","13.98","6.57","-"
"995","SNNP","Gidola","September","2016","37.34772952","5.647078098",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.95","-","13.44","4.21","-"
"996","SNNP","Tercha","September","2016","37.175334","7.146295",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","14.79","11.86","8.02","-"
"997","SNNP","Besite- chere ","September","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.49","11.66","-","6.18","-"
"998","SNNP","Lasoka","September","2016","36.60777815","6.30774507",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.17","-","-","6.20","-"
"999","SNNP","Amaya","September","2016","36.68000727","7.105541206",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","15.63","4.67","-"
"1000","SOMALIE","Shinile","April","2017","41.844013","9.686515","5.25","-","-","11.49","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1001","SOMALIE","Erere","April","2017",NA,NA,"5.47","13.00","-","10.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1002","SOMALIE","Jigjiga","April","2017","42.792342","9.367259","6.25","20.00","-","8.58","-","35.00","-","16.00","-","-","-",NA,NA,NA,NA,NA
"1003","SOMALIE","Kebribeya","April","2017",NA,NA,"10.00","-","-","9.02","-","-","-","12.00","-","-","-",NA,NA,NA,NA,NA
"1004","SOMALIE","Dolo","April","2017","42.059257","4.179211","8.64","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1005","SOMALIE","Moyale","April","2017","3.527","39.056","6.83","-","14.00","10.00","25.50","28.98","-","-","35.00","-","-",NA,NA,NA,NA,NA
"1006","BENISHANGUL-GUMUZ","Mambook","April","2017",NA,NA,"3.50","12.00","-","-","-","-","-","-","35.00","-","-",NA,NA,NA,NA,NA
"1007","BENISHANGUL-GUMUZ","Mender- Sebat ","April","2017",NA,NA,"-","10.00","-","-","-","-","-","-","30.00","12.51","-",NA,NA,NA,NA,NA
"1008","BENISHANGUL-GUMUZ","Asossa","April","2017","34.53730603","10.05784932","5.04","13.49","-","-","-","27.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1009","BENISHANGUL-GUMUZ","Bambasi","April","2017","34.73046863","9.751504664","6.00","16.28","-","12.19","-","28.00","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1010","BENISHANGUL-GUMUZ","Kemashi","April","2017","35.85916991","9.515450626","5.40","12.12","-","-","-","-","-","-","40.00","-","-",NA,NA,NA,NA,NA
"1011","BENISHANGUL-GUMUZ","Agelo- meti ","April","2017","35.77048443","9.640776618","5.15","9.05","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"1012","BENISHANGUL-GUMUZ","AVERA","April","2017",NA,NA,"4.94","11.94","-","12.19","-","27.50","-","-","36.77","12.51","-",NA,NA,NA,NA,NA
"1013","SOMALIE","Shinile","August","2016","41.844013","9.686515",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","10.66","5.25","-"
"1014","SOMALIE","Arere","August","2016",NA,NA,NA,NA,NA,NA,NA,NA,"9.00","-",NA,NA,NA,"-","-","7.66","4.58","-"
"1015","SOMALIE","Jigjiga","August","2016","42.792342","9.367259",NA,NA,NA,NA,NA,NA,"-","16.00",NA,NA,NA,"15.00","-","9.53","5.98","-"
"1016","SOMALIE","Hartshek","August","2016","43.356499","9.161111",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","7.06","11.67","-"
"1017","SOMALIE","Dolo","August","2016","42.059257","4.179211",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","7.25","-"
"1018","SOMALIE","Moyale","August","2016","3.527","39.056",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"16.00","13.30","-","6.57","-"
"1019","BENISHANGUL-GUMUZ","Mambook","August","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.50","-"
"1020","BENISHANGUL-GUMUZ","Mender- Sebat ","August","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","5.44","-"
"1021","BENISHANGUL-GUMUZ","Asossa","August","2016","34.53730603","10.05784932",NA,NA,NA,NA,NA,NA,"-","10.00",NA,NA,NA,"11.66","-","-","4.84","-"
"1022","BENISHANGUL-GUMUZ","Bambasi","August","2016","34.73046863","9.751504664",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.26","-","-","5.50","-"
"1023","BENISHANGUL-GUMUZ","Kemashi","August","2016","35.85916991","9.515450626",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.10","-","-","5.56","-"
"1024","BENISHANGUL-GUMUZ","Agelo- meti ","August","2016","35.77048443","9.640776618",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.96","-","-","5.25","-"
"1025","BENISHANGUL-GUMUZ","AVERA","August","2016",NA,NA,NA,NA,NA,NA,NA,NA,"-","10.00",NA,NA,NA,"11.45","-","-","4.95","-"
