"","Region","Market","Month","Year","Longitude","Latitude","pkg.wht.white","pkg.wht.mixed","pkg.wht.blred","pkg.wht.millw","pkg.wht.millm","pkg.wht.bread","pkg.wht.maltw"
"1148","Tigray","Adigrat","December",2014,39.46033457,14.26667752,9.32,NA,9,NA,NA,4.08,NA
"1149","Tigray","Wukiro","December",2014,39.599747,13.796083,7.96,NA,10.09,NA,NA,3.5,29.74
"1150","Tigray","Mai- Chew ","December",2014,39.541533,12.78792086,8.68,NA,8.76,10.65,NA,5.25,12.07
"1151","Tigray","Mekelle","December",2014,39.47221911,13.48719005,10.66,NA,14,NA,NA,4.2,NA
"1152","Afar","Ayisaeta","December",2014,41.43333,11.56667,11,NA,NA,NA,NA,5.47,NA
"1153","Afar","Dubti","December",2014,41.08260323,11.72765333,NA,NA,NA,NA,NA,4.83,NA
"1154","Afar","Melka Werers ","December",2014,40.18154914,9.340880502,8.65,NA,NA,NA,NA,3.56,14.66
"1155","Afar","Sebat Killo ","December",2014,8.983333333,40.16666667,10.49,NA,NA,NA,NA,7.81,17.98
"1156","Tigray","Enda- Silase ","February",2015,38.27211005,14.08944251,12.9,NA,NA,NA,NA,5.83,NA
"1157","Tigray","Enda- Baguna ","February",2015,38.19317204,13.97860867,12.6,NA,NA,NA,NA,6.38,NA
"1158","Tigray","Adwa","February",2015,38.88818805,14.14845458,8,NA,NA,NA,NA,5.25,NA
"1159","Tigray","Axum","February",2015,38.71879888,14.11130791,8.46,NA,NA,NA,NA,4.38,NA
"1160","Tigray","Adigrat","February",2015,39.46033457,14.26667752,8.65,NA,7.32,NA,NA,3.96,NA
"1161","Tigray","Wukiro","February",2015,39.599747,13.796083,8,NA,8.87,NA,NA,4.38,30
"1162","Tigray","Mai- Chew ","February",2015,39.541533,12.78792086,8.55,NA,8.55,8.66,NA,5.25,12.72
"1163","Tigray","Mekelle","February",2015,39.47221911,13.48719005,10,NA,14,NA,NA,4.55,NA
"1164","Afar","Ayisaeta","February",2015,41.43333,11.56667,10.66,NA,NA,NA,NA,4.96,NA
"1165","Afar","Dubti","February",2015,41.08260323,11.72765333,10,NA,NA,NA,NA,4.67,NA
"1166","Afar","Melka Werers ","February",2015,40.18154914,9.340880502,10.32,NA,NA,NA,NA,3.56,15
"1167","Afar","Sebat Killo ","February",2015,8.983333333,40.16666667,10.83,NA,NA,NA,NA,7.02,16.98
"1168","Tigray","Enda- Silase ","January",2015,38.27211005,14.08944251,NA,NA,NA,NA,NA,5.63,NA
"1169","Tigray","Enda- Baguna ","January",2015,38.19317204,13.97860867,12.38,NA,NA,NA,NA,4.94,NA
"1170","Tigray","Adwa","January",2015,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA
"1171","Tigray","Axum","January",2015,38.71879888,14.11130791,8.28,NA,NA,NA,NA,4.38,NA
"1172","Tigray","Adigrat","January",2015,39.46033457,14.26667752,8.32,NA,7.65,NA,NA,3.84,NA
"1173","Tigray","Wukiro","January",2015,39.599747,13.796083,8.67,NA,9.38,NA,NA,4.38,29.21
"1174","Tigray","Mai- Chew ","January",2015,39.541533,12.78792086,7.79,NA,8.64,9.3,NA,5.25,14.9
"1175","Tigray","Mekelle","January",2015,39.47221911,13.48719005,9.5,NA,13.66,NA,NA,4.2,NA
"1176","Afar","Ayisaeta","January",2015,41.43333,11.56667,11,NA,10,NA,NA,4.89,NA
"1177","Afar","Dubti","January",2015,41.08260323,11.72765333,10,NA,NA,NA,NA,4.57,NA
"1178","Afar","Melka Werers ","January",2015,40.18154914,9.340880502,8.32,NA,NA,NA,NA,3.75,15.33
"1179","Afar","Sebat Killo ","January",2015,8.983333333,40.16666667,10.7,NA,NA,NA,NA,7.25,16.66
"1180","Tigray","Enda- Silase ","July",2014,38.27211005,14.08944251,12.82,NA,6.38,NA,NA,6.31,NA
"1181","Tigray","Enda- Baguna ","July",2014,38.19317204,13.97860867,12.21,NA,8.2,NA,NA,4.75,NA
"1182","Tigray","Adwa","July",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA
"1183","Tigray","Axum","July",2014,38.71879888,14.11130791,10.34,NA,NA,NA,NA,4.59,NA
"1184","Tigray","Adigrat","July",2014,39.46033457,14.26667752,10,NA,9.49,NA,NA,4.2,NA
"1185","Tigray","Wukiro","July",2014,39.599747,13.796083,8.67,NA,9.49,NA,NA,4.38,30.28
"1186","Tigray","Mai- Chew ","July",2014,39.541533,12.78792086,9.05,NA,9.43,10.19,NA,NA,16.47
"1187","Tigray","Mekelle","July",2014,39.47221911,13.48719005,9.93,NA,9.75,NA,NA,4.2,NA
"1188","Afar","Ayisaeta","July",2014,41.43333,11.56667,11,NA,10,NA,NA,4.47,NA
"1189","Afar","Dubti","July",2014,41.08260323,11.72765333,NA,NA,NA,NA,NA,7,NA
"1190","Afar","Melka Werers ","July",2014,40.18154914,9.340880502,7.83,NA,NA,NA,NA,3.82,14.33
"1191","Afar","Sebat Killo ","July",2014,8.983333333,40.16666667,10,NA,NA,NA,NA,7.25,14.66
"1192","Tigray","Enda- Silase ","June",2015,38.27211005,14.08944251,14.9,NA,NA,NA,NA,5,NA
"1193","Tigray","Enda- Baguna ","June",2015,38.19317204,13.97860867,11.8,NA,NA,NA,NA,4.38,NA
"1194","Tigray","Adwa","June",2015,38.88818805,14.14845458,8,NA,NA,NA,NA,4.9,NA
"1195","Tigray","Axum","June",2015,38.71879888,14.11130791,8.1,NA,NA,NA,NA,5.25,NA
"1196","Tigray","Adigrat","June",2015,39.46033457,14.26667752,8.66,NA,7,NA,NA,4.03,NA
"1197","Tigray","Wukiro","June",2015,39.599747,13.796083,8.78,NA,10.28,NA,NA,4.38,30.29
"1198","Tigray","Mai- Chew ","June",2015,39.541533,12.78792086,8.98,NA,10.93,10.69,NA,5.25,18.68
"1199","Tigray","Mekelle","June",2015,39.47221911,13.48719005,10,NA,12.66,NA,NA,NA,NA
"1200","Afar","Ayisaeta","June",2015,41.43333,11.56667,8.49,NA,NA,10,NA,5.41,NA
"1201","Afar","Dubti","June",2015,41.08260323,11.72765333,NA,10,NA,NA,NA,4.67,NA
"1202","Afar","Melka Werers ","June",2015,40.18154914,9.340880502,8.32,NA,NA,NA,NA,3.56,18.17
"1203","Afar","Sebat Killo ","June",2015,8.983333333,40.16666667,12.25,NA,NA,NA,NA,NA,18.33
"1204","Tigray","Enda- Silase ","March",2015,38.27211005,14.08944251,12.58,NA,NA,NA,NA,5.25,NA
"1205","Tigray","Enda- Baguna ","March",2015,38.19317204,13.97860867,12.88,NA,NA,NA,NA,6.18,NA
"1206","Tigray","Adwa","March",2015,38.88818805,14.14845458,8,NA,NA,NA,NA,4.9,NA
"1207","Tigray","Axum","March",2015,38.71879888,14.11130791,8.43,NA,NA,NA,NA,4.38,NA
"1208","Tigray","Adigrat","March",2015,39.46033457,14.26667752,9.32,NA,8,NA,NA,4.08,NA
"1209","Tigray","Wukiro","March",2015,39.599747,13.796083,7.72,NA,9.16,NA,NA,4.38,30.28
"1210","Tigray","Mai- Chew ","March",2015,39.541533,12.78792086,9.35,NA,10.25,NA,NA,5.25,14.84
"1211","Tigray","Mekelle","March",2015,39.47221911,13.48719005,10,NA,12.66,NA,NA,4.55,NA
"1212","Afar","Ayisaeta","March",2015,41.43333,11.56667,NA,NA,10,NA,NA,4.78,NA
"1213","Afar","Dubti","March",2015,41.08260323,11.72765333,10,NA,NA,NA,NA,4.67,NA
"1214","Afar","Melka Werers ","March",2015,40.18154914,9.340880502,9.83,NA,NA,NA,NA,3.56,14.33
"1215","Afar","Sebat Killo ","March",2015,8.983333333,40.16666667,10.73,NA,NA,NA,NA,4.79,15.98
"1216","Tigray","Enda- Silase ","May",2015,38.27211005,14.08944251,12.61,NA,NA,NA,NA,5,NA
"1217","Tigray","Enda- Baguna ","May",2015,38.19317204,13.97860867,12.44,NA,NA,NA,NA,4.38,NA
"1218","Tigray","Adwa","May",2015,38.88818805,14.14845458,5.43,NA,NA,NA,NA,4.73,NA
"1219","Tigray","Axum","May",2015,38.71879888,14.11130791,8,NA,NA,NA,NA,5.25,NA
"1220","Tigray","Adigrat","May",2015,39.46033457,14.26667752,9,NA,7.65,NA,NA,3.96,NA
"1221","Tigray","Wukiro","May",2015,39.599747,13.796083,8.59,NA,10.96,9.38,NA,4.38,29.74
"1222","Tigray","Mai- Chew ","May",2015,39.541533,12.78792086,8.59,NA,10.79,9.77,NA,5.25,18.75
"1223","Tigray","Mekelle","May",2015,39.47221911,13.48719005,10.32,NA,11.66,NA,NA,4.55,NA
"1224","Afar","Ayisaeta","May",2015,41.43333,11.56667,10.32,NA,NA,NA,9.65,5.39,NA
"1225","Afar","Dubti","May",2015,41.08260323,11.72765333,12,NA,NA,NA,NA,4.47,NA
"1226","Afar","Melka Werers ","May",2015,40.18154914,9.340880502,10.66,NA,NA,NA,NA,3.56,14.66
"1227","Afar","Sebat Killo ","May",2015,8.983333333,40.16666667,9.65,NA,NA,NA,NA,7.12,15.87
"1228","Tigray","Enda- Silase ","November",2014,38.27211005,14.08944251,12.82,NA,NA,NA,NA,5.83,NA
"1229","Tigray","Enda- Baguna ","November",2014,38.19317204,13.97860867,12.82,NA,NA,NA,NA,4.75,NA
"1230","Tigray","Adwa","November",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA
"1231","Tigray","Axum","November",2014,38.71879888,14.11130791,9.21,NA,NA,NA,NA,4.38,NA
"1232","Tigray","Adigrat","November",2014,39.46033457,14.26667752,8.65,NA,8.65,NA,NA,4.08,NA
"1233","Tigray","Wukiro","November",2014,39.599747,13.796083,9.39,NA,11.97,NA,NA,3.5,29.47
"1234","Tigray","Mai- Chew ","November",2014,39.541533,12.78792086,9.28,NA,9.46,10.62,NA,5.25,13.09
"1235","Tigray","Mekelle","November",2014,39.47221911,13.48719005,9.99,NA,12.49,NA,NA,4.2,NA
"1236","Afar","Ayisaeta","November",2014,41.43333,11.56667,12,NA,10,NA,NA,5.68,NA
"1237","Afar","Dubti","November",2014,41.08260323,11.72765333,12,NA,NA,NA,NA,5,NA
"1238","Afar","Melka Werers ","November",2014,40.18154914,9.340880502,8.65,NA,NA,NA,NA,3.56,14.33
"1239","Afar","Sebat Killo ","November",2014,8.983333333,40.16666667,9.65,NA,NA,NA,NA,7.51,16.98
"1240","Tigray","Enda- Silase ","October",2014,38.27211005,14.08944251,12.58,NA,7.19,NA,NA,6.31,NA
"1241","Tigray","Enda- Baguna ","October",2014,38.19317204,13.97860867,12.82,NA,NA,NA,NA,5.08,NA
"1242","Tigray","Adwa","October",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA
"1243","Tigray","Axum","October",2014,38.71879888,14.11130791,8.83,NA,NA,NA,NA,4.65,NA
"1244","Tigray","Adigrat","October",2014,39.46033457,14.26667752,9.65,NA,9,NA,NA,4.08,NA
"1245","Tigray","Wukiro","October",2014,39.599747,13.796083,9.55,NA,8.33,NA,NA,3.5,33.68
"1246","Tigray","Mai- Chew ","October",2014,39.541533,12.78792086,9.02,NA,9.47,9.71,NA,5.25,15.19
"1247","Tigray","Mekelle","October",2014,39.47221911,13.48719005,10,NA,13.49,NA,NA,4.2,NA
"1248","Afar","Ayisaeta","October",2014,41.43333,11.56667,11,NA,10,NA,NA,4.57,NA
"1249","Afar","Dubti","October",2014,41.08260323,11.72765333,NA,NA,8,NA,NA,8.75,NA
"1250","Afar","Melka Werers ","October",2014,40.18154914,9.340880502,7.32,NA,NA,NA,NA,3.56,14.66
"1251","Afar","Sebat Killo ","October",2014,8.983333333,40.16666667,10.66,NA,NA,NA,NA,7.51,18.5
"1252","Tigray","Enda- Silase ","October.doc",NA,38.27211005,14.08944251,10.39,NA,NA,NA,NA,4.57,NA
"1253","Tigray","Enda- Baguna ","October.doc",NA,38.19317204,13.97860867,13.33,NA,NA,NA,NA,4.38,NA
"1254","Tigray","Adwa","October.doc",NA,38.88818805,14.14845458,8,10.31,NA,NA,NA,4.73,NA
"1255","Tigray","Axum","October.doc",NA,38.71879888,14.11130791,9.12,NA,NA,NA,NA,5.25,NA
"1256","Tigray","Adigrat","October.doc",NA,39.46033457,14.26667752,8.49,NA,7.32,NA,NA,4.07,NA
"1257","Tigray","Wukiro","October.doc",NA,39.599747,13.796083,8.03,NA,8.93,10.17,NA,4.38,29.48
"1258","Tigray","Mai- Chew ","October.doc",NA,39.541533,12.78792086,8.18,NA,10.29,9.81,NA,5.13,19.32
"1259","Tigray","Mekelle","October.doc",NA,39.47221911,13.48719005,10,NA,11.66,NA,NA,4.55,NA
"1260","Afar","Ayisaeta","October.doc",NA,41.43333,11.56667,11,NA,10,NA,NA,5.47,NA
"1261","Afar","Dubti","October.doc",NA,41.08260323,11.72765333,10,NA,NA,NA,NA,4.52,NA
"1262","Afar","Melka Werers ","October.doc",NA,40.18154914,9.340880502,9.32,NA,NA,NA,NA,3.56,15
"1263","Afar","Sebat Killo ","October.doc",NA,8.983333333,40.16666667,11.49,NA,NA,NA,NA,6.59,17.98
"1264","Tigray","Enda- Silase ","September",2014,38.27211005,14.08944251,12.82,NA,7.83,NA,NA,6.31,NA
"1265","Tigray","Enda- Baguna ","September",2014,38.19317204,13.97860867,NA,NA,NA,NA,NA,5.08,NA
"1266","Tigray","Adwa","September",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA
"1267","Tigray","Axum","September",2014,38.71879888,14.11130791,8.17,NA,NA,NA,NA,5.25,NA
"1268","Tigray","Adigrat","September",2014,39.46033457,14.26667752,9.49,NA,9,NA,NA,4.2,NA
"1269","Tigray","Wukiro","September",2014,39.599747,13.796083,8.55,NA,11.43,NA,NA,3.5,30.28
"1270","Tigray","Mai- Chew ","September",2014,39.541533,12.78792086,8.7,NA,9.63,11.37,NA,5.13,15.6
"1271","Tigray","Mekelle","September",2014,39.47221911,13.48719005,9.83,NA,13.33,NA,NA,4.2,NA
"1272","Afar","Ayisaeta","September",2014,41.43333,11.56667,11.32,NA,10,NA,NA,4.53,NA
"1273","Afar","Dubti","September",2014,41.08260323,11.72765333,NA,NA,NA,NA,NA,9.35,NA
"1274","Afar","Melka Werers ","September",2014,40.18154914,9.340880502,7.32,NA,NA,NA,NA,3.76,15.33
"1275","Afar","Sebat Killo ","September",2014,8.983333333,40.16666667,10.99,NA,NA,NA,NA,7.51,15.33
