"","Region","Market","Month","Year","Longitude","Latitude","pkg.wht.white","pkg.wht.mixed","pkg.wht.blred","pkg.wht.millw","pkg.wht.millm","pkg.wht.bread","pkg.wht.maltw"
"633","Snnp","Yirega-¦ Chefie ","February",2015,38.1988827,6.16095383,11.66,NA,NA,NA,NA,4.05,12.66
"634","Snnp","Welikite","January",2015,37.77266735,8.27732366,9,NA,NA,NA,NA,4.05,19.5
"635","Snnp","Butajira","January",2015,38.42140499,8.173264069,10.22,NA,NA,NA,NA,4.38,19.24
"636","Snnp","Hosahna","January",2015,37.84747123,7.538579317,9,NA,NA,NA,NA,4.38,13.05
"637","Snnp","Shone","January",2015,37.94869425,7.134857075,8.47,NA,NA,NA,NA,7,10.28
"638","Snnp","Doyugena","January",2015,37.78333,7.33333,9.2,NA,NA,NA,NA,5.12,NA
"639","Snnp","Alaba","January",2015,38.086143,7.311546,8.75,NA,NA,10,NA,5.26,12.5
"640","Snnp","Awasa","January",2015,38.474819,7.058624,12.32,NA,12,NA,NA,5.01,26.32
"641","Snnp","Hagere- Selam ","January",2015,38.51921184,6.513880636,7.68,NA,NA,NA,NA,4.13,15.14
"642","Snnp","Dilla","January",2015,38.30745962,6.410516676,11.83,NA,12,NA,NA,4.89,NA
"643","Snnp","Yirega-¦ Chefie ","January",2015,38.1988827,6.16095383,12,NA,NA,NA,NA,3.91,12.32
"644","Snnp","Welikite","July",2014,37.77266735,8.27732366,11.1,NA,NA,NA,NA,4.21,19.01
"645","Snnp","Butajira","July",2014,38.42140499,8.173264069,12.03,NA,NA,NA,NA,5,12.08
"646","Snnp","Hosahna","July",2014,37.84747123,7.538579317,10,NA,NA,NA,NA,4.38,13.33
"647","Snnp","Shone","July",2014,37.94869425,7.134857075,8,NA,NA,NA,NA,8.75,9.13
"648","Snnp","Doyugena","July",2014,37.78333,7.33333,9.5,NA,NA,NA,NA,5.38,28.4
"649","Snnp","Alaba","July",2014,38.086143,7.311546,10,NA,NA,11,NA,4.38,11.11
"650","Snnp","Awasa","July",2014,38.474819,7.058624,13,NA,11,NA,NA,4.54,22.94
"651","Snnp","Hagere- Selam ","July",2014,38.51921184,6.513880636,8.26,NA,NA,NA,NA,3.39,11.6
"652","Snnp","Dilla","July",2014,38.30745962,6.410516676,10.83,NA,9.32,NA,NA,3.39,NA
"653","Snnp","Yirega-¦ Chefie ","July",2014,38.1988827,6.16095383,11,NA,9,NA,NA,3.91,12
"654","Snnp","Welikite","June",2015,37.77266735,8.27732366,10.8,NA,NA,NA,NA,3.76,16.5
"655","Snnp","Butajira","June",2015,38.42140499,8.173264069,11.64,NA,14.67,NA,NA,5,13.14
"656","Snnp","Hosahna","June",2015,37.84747123,7.538579317,11.33,NA,NA,NA,NA,5.81,13.05
"657","Snnp","Shone","June",2015,37.94869425,7.134857075,9.1,NA,NA,NA,NA,7,11.54
"658","Snnp","Doyugena","June",2015,37.78333,7.33333,10.5,NA,NA,NA,NA,5.53,30.77
"659","Snnp","Alaba","June",2015,38.086143,7.311546,10,NA,NA,12,NA,4.47,12.25
"660","Snnp","Awasa","June",2015,38.474819,7.058624,13,NA,13.33,NA,NA,5.25,27.97
"661","Snnp","Hagere- Selam ","June",2015,38.51921184,6.513880636,10.23,NA,NA,NA,NA,4.29,15.14
"662","Snnp","Dilla","June",2015,38.30745962,6.410516676,11.66,NA,11.66,NA,NA,4.38,NA
"663","Snnp","Yirega-¦ Chefie ","June",2015,38.1988827,6.16095383,12,NA,NA,NA,NA,3.91,12.32
"664","Snnp","Welikite","March",2015,37.77266735,8.27732366,10.7,NA,NA,NA,NA,4.05,18.13
"665","Snnp","Butajira","March",2015,38.42140499,8.173264069,10.72,NA,NA,NA,NA,5,12.77
"666","Snnp","Hosahna","March",2015,37.84747123,7.538579317,10.42,NA,NA,NA,NA,5.25,13.33
"667","Snnp","Shone","March",2015,37.94869425,7.134857075,8.47,NA,NA,NA,NA,7,11.19
"668","Snnp","Doyugena","March",2015,37.78333,7.33333,10,NA,NA,NA,NA,5.25,33.33
"669","Snnp","Alaba","March",2015,38.086143,7.311546,9,NA,NA,11,NA,4.78,11.11
"670","Snnp","Awasa","March",2015,38.474819,7.058624,13,NA,13.98,NA,NA,5.25,27.8
"671","Snnp","Hagere- Selam ","March",2015,38.51921184,6.513880636,8.74,NA,NA,NA,NA,4.29,13.76
"672","Snnp","Dilla","March",2015,38.30745962,6.410516676,11.66,NA,10.18,NA,NA,3.83,NA
"673","Snnp","Yirega-¦ Chefie ","March",2015,38.1988827,6.16095383,12,10,NA,NA,NA,3.91,12
"674","Snnp","Welikite","May",2015,37.77266735,8.27732366,10.9,NA,NA,NA,NA,3.76,15.81
"675","Snnp","Butajira","May",2015,38.42140499,8.173264069,11.59,NA,15.79,NA,NA,5,16.14
"676","Snnp","Hosahna","May",2015,37.84747123,7.538579317,10.83,NA,NA,NA,NA,5.47,13.33
"677","Snnp","Shone","May",2015,37.94869425,7.134857075,9.47,NA,NA,NA,NA,6.59,11.19
"678","Snnp","Doyugena","May",2015,37.78333,7.33333,9.7,NA,NA,NA,NA,5.53,33.33
"679","Snnp","Alaba","May",2015,38.086143,7.311546,10,NA,NA,12,NA,6,15.01
"680","Snnp","Awasa","May",2015,38.474819,7.058624,13,NA,NA,NA,NA,5.25,27.31
"681","Snnp","Hagere- Selam ","May",2015,38.51921184,6.513880636,9.26,NA,NA,NA,NA,4.21,13.76
"682","Snnp","Dilla","May",2015,38.30745962,6.410516676,11.66,NA,10.18,NA,NA,4.32,NA
"683","Snnp","Yirega-¦ Chefie ","May",2015,38.1988827,6.16095383,12,NA,NA,NA,NA,3.91,13
"684","Snnp","Welikite","November",2014,37.77266735,8.27732366,10.4,NA,NA,NA,NA,3.89,24.6
"685","Snnp","Butajira","November",2014,38.42140499,8.173264069,10.26,NA,12.71,NA,NA,5,11.94
"686","Snnp","Hosahna","November",2014,37.84747123,7.538579317,10,NA,NA,NA,NA,4.38,13.05
"687","Snnp","Shone","November",2014,37.94869425,7.134857075,8.93,NA,NA,NA,NA,7,10.57
"688","Snnp","Doyugena","November",2014,37.78333,7.33333,10,NA,NA,NA,NA,5.25,32.45
"689","Snnp","Alaba","November",2014,38.086143,7.311546,10,NA,NA,12,NA,6.36,11.11
"690","Snnp","Awasa","November",2014,38.474819,7.058624,13,NA,NA,NA,NA,4.66,22.94
"691","Snnp","Hagere- Selam ","November",2014,38.51921184,6.513880636,9.42,NA,NA,NA,NA,4.05,16.67
"692","Snnp","Dilla","November",2014,38.30745962,6.410516676,11.32,NA,NA,NA,NA,3.39,NA
"693","Snnp","Yirega-¦ Chefie ","November",2014,38.1988827,6.16095383,12,NA,NA,NA,NA,4.05,12.32
"694","Snnp","Welikite","October",2014,37.77266735,8.27732366,11.2,NA,NA,NA,NA,4.21,24.6
"695","Snnp","Butajira","October",2014,38.42140499,8.173264069,11.59,NA,14.29,NA,NA,5,11.67
"696","Snnp","Hosahna","October",2014,37.84747123,7.538579317,10.25,NA,NA,NA,NA,4.38,13.33
"697","Snnp","Shone","October",2014,37.94869425,7.134857075,8.87,NA,NA,NA,NA,6.59,10.72
"698","Snnp","Doyugena","October",2014,37.78333,7.33333,10.5,NA,NA,NA,NA,5.25,NA
"699","Snnp","Alaba","October",2014,38.086143,7.311546,10,NA,NA,12,NA,5.25,NA
"700","Snnp","Awasa","October",2014,38.474819,7.058624,13.33,NA,13,NA,NA,4.66,22.68
"701","Snnp","Hagere- Selam ","October",2014,38.51921184,6.513880636,9.39,NA,NA,NA,NA,3.76,15.14
"702","Snnp","Dilla","October",2014,38.30745962,6.410516676,10.32,NA,9.58,NA,NA,3.39,NA
"703","Snnp","Yirega-¦ Chefie ","October",2014,38.1988827,6.16095383,12,NA,NA,NA,NA,3.91,12.32
"704","Snnp","Welikite","October.doc",NA,37.77266735,8.27732366,10,NA,NA,NA,NA,3.76,21.16
"705","Snnp","Butajira","October.doc",NA,38.42140499,8.173264069,10.9,NA,14.16,NA,NA,5,12.5
"706","Snnp","Hosahna","October.doc",NA,37.84747123,7.538579317,11,NA,NA,NA,NA,5.25,13.05
"707","Snnp","Shone","October.doc",NA,37.94869425,7.134857075,9.37,NA,NA,NA,NA,7,11.2
"708","Snnp","Doyugena","October.doc",NA,37.78333,7.33333,9,NA,NA,NA,NA,5.53,29.17
"709","Snnp","Alaba","October.doc",NA,38.086143,7.311546,10,NA,NA,12,NA,5.12,12.25
"710","Snnp","Awasa","October.doc",NA,38.474819,7.058624,13,NA,NA,NA,NA,5.25,27.96
"711","Snnp","Hagere- Selam ","October.doc",NA,38.51921184,6.513880636,8.8,NA,NA,NA,NA,3.97,16.67
"712","Snnp","Dilla","October.doc",NA,38.30745962,6.410516676,12,NA,12,NA,NA,3.72,NA
"713","Snnp","Yirega-¦ Chefie ","October.doc",NA,38.1988827,6.16095383,12,NA,NA,NA,NA,3.91,12
"714","Snnp","Welikite","September",2014,37.77266735,8.27732366,11,NA,NA,NA,NA,4.21,21.75
"715","Snnp","Butajira","September",2014,38.42140499,8.173264069,11.04,NA,14.04,NA,NA,4.38,14.01
"716","Snnp","Hosahna","September",2014,37.84747123,7.538579317,11,NA,NA,NA,NA,4.38,12.77
"717","Snnp","Shone","September",2014,37.94869425,7.134857075,8.27,NA,NA,NA,NA,6.59,10.57
"718","Snnp","Doyugena","September",2014,37.78333,7.33333,9.5,NA,NA,NA,NA,5.25,31.6
"719","Snnp","Alaba","September",2014,38.086143,7.311546,10,NA,NA,11,NA,5.68,10
"720","Snnp","Awasa","September",2014,38.474819,7.058624,13,NA,12,NA,NA,4.66,22.81
"721","Snnp","Hagere- Selam ","September",2014,38.51921184,6.513880636,9.33,NA,NA,NA,NA,3.51,16.67
"722","Snnp","Dilla","September",2014,38.30745962,6.410516676,10.66,NA,10.77,NA,NA,3.5,NA
"723","Snnp","Yirega-¦ Chefie ","September",2014,38.1988827,6.16095383,11.32,NA,11,NA,NA,3.91,12
"724","Snnp","Welayita Sodo ","August",2014,37.766643,6.86176,11,NA,NA,NA,NA,5,19.89
"725","Snnp","Bodite","August",2014,37.89064905,7.038034865,12,NA,NA,NA,NA,4.78,12.67
"726","Snnp","Jinka","August",2014,36.56441614,5.78310286,7.93,7.8,7.74,NA,NA,NA,12.58
"727","Snnp","Dimeka","August",2014,36.45041198,4.892522922,NA,NA,NA,NA,NA,5.6,NA
"728","Snnp","Masha","August",2014,35.47956686,7.741652627,NA,12,NA,NA,13,5.39,NA
"729","Snnp","Tepi","August",2014,35.36770327,7.320015599,10.66,NA,11,12,NA,5.25,NA
"730","Snnp","Boniga","August",2014,36.24008346,7.388535704,10.16,NA,9,NA,NA,6.11,12.39
"731","Snnp","Chana","August",2014,36.11775846,6.226550231,11,NA,11,NA,NA,4.38,NA
"732","Snnp","Arbam- Minch ","August",2014,37.5527474,6.024547891,12.66,NA,12,NA,NA,4.58,NA
"733","Snnp","Sawla","August",2014,36.87437474,6.300226567,10.36,NA,10.77,NA,NA,3.51,NA
"734","Snnp","Welayita Sodo ","December",2014,37.766643,6.86176,9.66,NA,11,NA,NA,5,19.36
"735","Snnp","Bodite","December",2014,37.89064905,7.038034865,9.65,NA,NA,NA,NA,4.67,14.71
"736","Snnp","Jinka","December",2014,36.56441614,5.78310286,12.59,11.94,8.85,NA,NA,8.25,12.02
"737","Snnp","Dimeka","December",2014,36.45041198,4.892522922,NA,NA,NA,NA,NA,5.05,NA
"738","Snnp","Masha","December",2014,35.47956686,7.741652627,12,NA,12,NA,13,4.57,NA
"739","Snnp","Tepi","December",2014,35.36770327,7.320015599,12,NA,NA,12.5,NA,4.67,NA
"740","Snnp","Boniga","December",2014,36.24008346,7.388535704,10,NA,8.33,NA,NA,6.11,13.58
"741","Snnp","Chana","December",2014,36.11775846,6.226550231,13,NA,10,NA,NA,4.4,NA
"742","Snnp","Arbam- Minch ","December",2014,37.5527474,6.024547891,13,NA,12.66,NA,NA,4.78,NA
"743","Snnp","Sawla","December",2014,36.87437474,6.300226567,9.68,NA,9.48,NA,NA,3.83,NA
"744","Snnp","Welayita Sodo ","February",2015,37.766643,6.86176,10,NA,10,NA,NA,4.78,19.74
"745","Snnp","Bodite","February",2015,37.89064905,7.038034865,10,NA,NA,NA,NA,4.29,14.29
"746","Snnp","Jinka","February",2015,36.56441614,5.78310286,8.42,6.79,NA,NA,NA,NA,13.9
"747","Snnp","Dimeka","February",2015,36.45041198,4.892522922,NA,NA,NA,NA,NA,5.05,NA
"748","Snnp","Masha","February",2015,35.47956686,7.741652627,13,NA,12,NA,13,4.47,NA
"749","Snnp","Tepi","February",2015,35.36770327,7.320015599,10,NA,10,12,NA,4.78,NA
"750","Snnp","Boniga","February",2015,36.24008346,7.388535704,9,NA,8.16,NA,NA,7,16.21
"751","Snnp","Chana","February",2015,36.11775846,6.226550231,11,NA,11,NA,NA,6.03,NA
"752","Snnp","Arbam- Minch ","February",2015,37.5527474,6.024547891,13,NA,12.16,NA,NA,4.78,NA
"753","Snnp","Sawla","February",2015,36.87437474,6.300226567,7.65,NA,8.2,NA,NA,3.91,NA
"754","Snnp","Welayita Sodo ","January",2015,37.766643,6.86176,9.65,NA,9.75,NA,NA,5.12,24.6
"755","Snnp","Bodite","January",2015,37.89064905,7.038034865,9.65,NA,NA,NA,NA,4.89,14.71
"756","Snnp","Jinka","January",2015,36.56441614,5.78310286,10.57,9.29,8.96,NA,NA,NA,12.12
"757","Snnp","Dimeka","January",2015,36.45041198,4.892522922,NA,NA,10.61,NA,NA,4.85,NA
"758","Snnp","Masha","January",2015,35.47956686,7.741652627,13,NA,12,NA,13,4.89,NA
"759","Snnp","Tepi","January",2015,35.36770327,7.320015599,12,12,12,12.5,12,4.78,NA
"760","Snnp","Boniga","January",2015,36.24008346,7.388535704,8.33,NA,8,NA,NA,6.11,18.02
"761","Snnp","Chana","January",2015,36.11775846,6.226550231,12,NA,10,NA,NA,4.58,NA
"762","Snnp","Arbam- Minch ","January",2015,37.5527474,6.024547891,12.66,NA,12.5,NA,NA,4.78,NA
"763","Snnp","Sawla","January",2015,36.87437474,6.300226567,9.73,NA,9.53,NA,NA,4.07,NA
"764","Snnp","Welayita Sodo ","July",2014,37.766643,6.86176,11,NA,10.49,NA,NA,7,19.68
"765","Snnp","Bodite","July",2014,37.89064905,7.038034865,12,NA,NA,NA,NA,5,11.64
"766","Snnp","Jinka","July",2014,36.56441614,5.78310286,10.78,10.4,10.38,NA,NA,NA,13.51
"767","Snnp","Dimeka","July",2014,36.45041198,4.892522922,NA,NA,NA,NA,NA,5.4,NA
"768","Snnp","Masha","July",2014,35.47956686,7.741652627,12,NA,12,13,13,6.18,NA
"769","Snnp","Tepi","July",2014,35.36770327,7.320015599,10,NA,10,11,NA,5.25,NA
"770","Snnp","Boniga","July",2014,36.24008346,7.388535704,10,NA,8.33,NA,NA,5.97,12.39
"771","Snnp","Chana","July",2014,36.11775846,6.226550231,11,NA,11,NA,NA,4.38,NA
"772","Snnp","Arbam- Minch ","July",2014,37.5527474,6.024547891,12.66,NA,12.32,NA,NA,4.21,NA
"773","Snnp","Sawla","July",2014,36.87437474,6.300226567,10.26,NA,10.77,NA,NA,3.58,NA
"774","Snnp","Welayita Sodo ","June",2015,37.766643,6.86176,11,NA,11.49,NA,NA,4.67,19.68
"775","Snnp","Bodite","June",2015,37.89064905,7.038034865,11.16,NA,NA,NA,NA,4.04,14.71
"776","Snnp","Jinka","June",2015,36.56441614,5.78310286,10.85,9.63,9.02,NA,NA,NA,14.26
"777","Snnp","Dimeka","June",2015,36.45041198,4.892522922,NA,NA,NA,NA,NA,4.85,NA
"778","Snnp","Masha","June",2015,35.47956686,7.741652627,NA,NA,13,NA,NA,4.89,NA
"779","Snnp","Tepi","June",2015,35.36770327,7.320015599,12,NA,11,13,NA,4.78,NA
"780","Snnp","Boniga","June",2015,36.24008346,7.388535704,11.66,NA,10,NA,NA,6.57,17.24
"781","Snnp","Chana","June",2015,36.11775846,6.226550231,10.32,11,11,NA,NA,4.05,NA
"782","Snnp","Arbam- Minch ","June",2015,37.5527474,6.024547891,12.66,12,12,NA,NA,4.78,NA
"783","Snnp","Sawla","June",2015,36.87437474,6.300226567,11.35,NA,11.23,NA,NA,4.07,NA
"784","Snnp","Welayita Sodo ","March",2015,37.766643,6.86176,9.65,NA,9.9,NA,NA,4.89,13.64
"785","Snnp","Bodite","March",2015,37.89064905,7.038034865,10,NA,NA,NA,NA,4.29,14.29
"786","Snnp","Jinka","March",2015,36.56441614,5.78310286,11.16,10.78,9.39,NA,NA,NA,12.19
"787","Snnp","Dimeka","March",2015,36.45041198,4.892522922,NA,NA,NA,NA,NA,4.85,NA
"788","Snnp","Masha","March",2015,35.47956686,7.741652627,13,NA,12,NA,13,4.89,NA
"789","Snnp","Tepi","March",2015,35.36770327,7.320015599,10,NA,10,12,NA,4.78,NA
"790","Snnp","Boniga","March",2015,36.24008346,7.388535704,9.32,NA,8,NA,NA,7,14.16
"791","Snnp","Chana","March",2015,36.11775846,6.226550231,10,NA,10,NA,NA,5.52,NA
"792","Snnp","Arbam- Minch ","March",2015,37.5527474,6.024547891,12.66,13,12.32,NA,NA,4.78,NA
"793","Snnp","Sawla","March",2015,36.87437474,6.300226567,8.8,NA,8.78,NA,NA,3.91,NA
"794","Snnp","Welayita Sodo ","May",2015,37.766643,6.86176,10.32,NA,10,NA,NA,4.57,19.68
"795","Snnp","Bodite","May",2015,37.89064905,7.038034865,10.32,NA,NA,NA,NA,4.78,14.71
"796","Snnp","Jinka","May",2015,36.56441614,5.78310286,10.57,8.22,7.47,NA,NA,NA,11.77
"797","Snnp","Dimeka","May",2015,36.45041198,4.892522922,NA,NA,NA,NA,NA,4.85,NA
"798","Snnp","Masha","May",2015,35.47956686,7.741652627,NA,NA,12,NA,13,5.25,NA
"799","Snnp","Tepi","May",2015,35.36770327,7.320015599,11,NA,11,12,NA,4.78,NA
"800","Snnp","Boniga","May",2015,36.24008346,7.388535704,11,NA,9.83,NA,NA,6.57,17.86
"801","Snnp","Chana","May",2015,36.11775846,6.226550231,11,NA,10,NA,NA,4.25,NA
"802","Snnp","Arbam- Minch ","May",2015,37.5527474,6.024547891,12.75,12.49,12.49,NA,NA,4.78,NA
"803","Snnp","Sawla","May",2015,36.87437474,6.300226567,9.84,NA,11.29,NA,NA,5.14,NA
"804","Snnp","Welayita Sodo ","November",2014,37.766643,6.86176,12.16,NA,11.9,NA,NA,5,20
"805","Snnp","Bodite","November",2014,37.89064905,7.038034865,11.83,NA,NA,NA,NA,5.26,12.67
"806","Snnp","Jinka","November",2014,36.56441614,5.78310286,9.47,8.2,7.86,NA,NA,NA,NA
"807","Snnp","Dimeka","November",2014,36.45041198,4.892522922,NA,NA,NA,NA,NA,5.05,NA
"808","Snnp","Masha","November",2014,35.47956686,7.741652627,12,NA,12,NA,13,4.78,NA
"809","Snnp","Tepi","November",2014,35.36770327,7.320015599,11,NA,12,11.49,NA,5.01,NA
"810","Snnp","Boniga","November",2014,36.24008346,7.388535704,10,NA,8,NA,NA,NA,14.29
"811","Snnp","Chana","November",2014,36.11775846,6.226550231,11,NA,11,NA,NA,4.21,NA
"812","Snnp","Arbam- Minch ","November",2014,37.5527474,6.024547891,13.66,NA,13,NA,NA,5.26,NA
"813","Snnp","Sawla","November",2014,36.87437474,6.300226567,11.83,NA,12.25,NA,NA,3.91,NA
"814","Snnp","Welayita Sodo ","October",2014,37.766643,6.86176,12,NA,NA,NA,NA,5,24.2
"815","Snnp","Bodite","October",2014,37.89064905,7.038034865,11.66,NA,NA,NA,NA,5.26,14.71
"816","Snnp","Jinka","October",2014,36.56441614,5.78310286,8.92,7.77,7.78,NA,NA,NA,12.44
"817","Snnp","Dimeka","October",2014,36.45041198,4.892522922,NA,NA,NA,NA,NA,5.05,NA
"818","Snnp","Masha","October",2014,35.47956686,7.741652627,12,NA,12,NA,13,4.78,NA
"819","Snnp","Tepi","October",2014,35.36770327,7.320015599,11.33,NA,NA,12,NA,NA,NA
"820","Snnp","Boniga","October",2014,36.24008346,7.388535704,10,NA,9.33,NA,NA,5.59,12.5
"821","Snnp","Chana","October",2014,36.11775846,6.226550231,11,NA,10,NA,NA,4.78,NA
"822","Snnp","Arbam- Minch ","October",2014,37.5527474,6.024547891,13.33,NA,12.32,NA,NA,4.58,NA
"823","Snnp","Sawla","October",2014,36.87437474,6.300226567,11.29,NA,11.93,NA,NA,3.98,NA
"824","Snnp","Welayita Sodo ","October.doc",NA,37.766643,6.86176,10,NA,11,NA,NA,4.89,19.36
"825","Snnp","Bodite","October.doc",NA,37.89064905,7.038034865,10.32,NA,NA,NA,NA,4.21,14.71
"826","Snnp","Jinka","October.doc",NA,36.56441614,5.78310286,8.53,8.64,7.9,NA,NA,4.77,12.06
"827","Snnp","Dimeka","October.doc",NA,36.45041198,4.892522922,NA,NA,NA,NA,NA,5,NA
"828","Snnp","Masha","October.doc",NA,35.47956686,7.741652627,13,NA,12,NA,13,5.25,NA
"829","Snnp","Tepi","October.doc",NA,35.36770327,7.320015599,12,NA,12,13,NA,4.78,NA
"830","Snnp","Boniga","October.doc",NA,36.24008346,7.388535704,11,NA,9,NA,NA,6.11,17.7
"831","Snnp","Chana","October.doc",NA,36.11775846,6.226550231,10,NA,10,NA,NA,4.38,NA
"832","Snnp","Arbam- Minch ","October.doc",NA,37.5527474,6.024547891,13,NA,13,NA,NA,4.78,NA
"833","Snnp","Sawla","October.doc",NA,36.87437474,6.300226567,10.54,NA,10.75,NA,NA,3.91,NA
"834","Snnp","Welayita Sodo ","September",2014,37.766643,6.86176,11,NA,NA,NA,NA,5,24.6
"835","Snnp","Bodite","September",2014,37.89064905,7.038034865,11.32,NA,NA,NA,NA,4.78,14.71
"836","Snnp","Jinka","September",2014,36.56441614,5.78310286,10.1,9.51,8.69,NA,NA,4.38,14.17
"837","Snnp","Dimeka","September",2014,36.45041198,4.892522922,NA,NA,NA,NA,NA,5.6,NA
"838","Snnp","Masha","September",2014,35.47956686,7.741652627,12,NA,12,NA,13,5.12,NA
"839","Snnp","Tepi","September",2014,35.36770327,7.320015599,11,NA,11,12,NA,5.25,NA
"840","Snnp","Boniga","September",2014,36.24008346,7.388535704,10.83,NA,9.16,NA,NA,6.11,12.39
"841","Snnp","Chana","September",2014,36.11775846,6.226550231,10,NA,10,NA,NA,5,NA
"842","Snnp","Arbam- Minch ","September",2014,37.5527474,6.024547891,12.32,NA,12.32,NA,NA,4.78,NA
"843","Snnp","Sawla","September",2014,36.87437474,6.300226567,10.1,NA,10.85,NA,NA,3.51,NA
"844","Snnp","Shewa- Bench ","August",2014,NA,NA,9,8.5,8.5,NA,NA,4.78,NA
"845","Snnp","Mizan- Teferi ","August",2014,35.41120174,6.883477024,12,10,10,NA,NA,5.04,20
"846","Snnp","Deri","August",2014,36.28577951,7.384839762,NA,8.98,NA,NA,NA,5.95,NA
"847","Snnp","Amaro Kele ","August",2014,6.083333333,38.03333333,10.91,NA,11,NA,NA,4.93,NA
"848","Snnp","Soyama","August",2014,5.7,37.88333333,9.71,NA,8.73,NA,NA,5.53,NA
"849","Snnp","Karate","August",2014,5.25,37.48333333,11.48,NA,13.57,NA,NA,6.18,NA
"850","Snnp","Gidola","August",2014,37.34772952,5.647078098,11.98,NA,10.65,NA,NA,4.58,NA
"851","Snnp","Tercha","August",2014,37.175334,7.146295,10.2,9.34,9.09,NA,NA,5.68,NA
"852","Snnp","Besite- Chere ","August",2014,NA,NA,8.93,NA,NA,NA,NA,6.36,NA
"853","Snnp","Lasoka","August",2014,36.60777815,6.30774507,7.89,NA,NA,NA,NA,5.05,NA
"854","Snnp","Amaya","August",2014,36.68000727,7.105541206,10.11,NA,9.67,NA,NA,4.13,NA
"855","Snnp","Shewa- Bench ","December",2014,NA,NA,8,7.5,7,NA,NA,5,NA
"856","Snnp","Mizan- Teferi ","December",2014,35.41120174,6.883477024,12,NA,NA,NA,NA,5.12,20
"857","Snnp","Deri","December",2014,36.28577951,7.384839762,NA,10.35,NA,NA,NA,4.77,NA
"858","Snnp","Amaro Kele ","December",2014,6.083333333,38.03333333,NA,NA,12,NA,NA,6.57,NA
"859","Snnp","Soyama","December",2014,5.7,37.88333333,9,8.2,8,NA,NA,6.57,NA
"860","Snnp","Karate","December",2014,5.25,37.48333333,11.49,13.96,13.89,NA,NA,6.38,NA
"861","Snnp","Gidola","December",2014,37.34772952,5.647078098,12.08,NA,10.81,NA,NA,4.58,NA
"862","Snnp","Tercha","December",2014,37.175334,7.146295,10.68,10.31,12.66,NA,NA,5.68,NA
"863","Snnp","Besite- Chere ","December",2014,NA,NA,9.81,8.09,NA,NA,NA,6.09,NA
"864","Snnp","Lasoka","December",2014,36.60777815,6.30774507,10.46,NA,NA,NA,NA,4.68,NA
"865","Snnp","Amaya","December",2014,36.68000727,7.105541206,6.74,NA,7.23,NA,NA,4.83,NA
"866","Snnp","Shewa- Bench ","February",2015,NA,NA,9,8.5,9,NA,NA,4.67,NA
"867","Snnp","Mizan- Teferi ","February",2015,35.41120174,6.883477024,12,10,10,NA,NA,5.39,20
"868","Snnp","Deri","February",2015,36.28577951,7.384839762,NA,6.82,NA,NA,NA,4.38,NA
"869","Snnp","Amaro Kele ","February",2015,6.083333333,38.03333333,NA,8.67,12,NA,NA,4.89,NA
"870","Snnp","Soyama","February",2015,5.7,37.88333333,8.57,NA,NA,NA,NA,7.02,NA
"871","Snnp","Karate","February",2015,5.25,37.48333333,11.48,14.09,NA,NA,NA,6.78,NA
"872","Snnp","Gidola","February",2015,37.34772952,5.647078098,10.87,NA,11.28,NA,NA,4.08,NA
"873","Snnp","Tercha","February",2015,37.175334,7.146295,8.5,8.22,8.09,NA,NA,6.18,NA
"874","Snnp","Besite- Chere ","February",2015,NA,NA,8,7,NA,NA,NA,NA,NA
"875","Snnp","Lasoka","February",2015,36.60777815,6.30774507,9.38,NA,NA,NA,NA,6,NA
"876","Snnp","Amaya","February",2015,36.68000727,7.105541206,8.93,NA,8.75,NA,NA,4,NA
"877","Snnp","Shewa- Bench ","January",2015,NA,NA,8.86,8.5,8.5,NA,NA,5,NA
"878","Snnp","Mizan- Teferi ","January",2015,35.41120174,6.883477024,11,10,10,NA,NA,5.39,20
"879","Snnp","Deri","January",2015,36.28577951,7.384839762,NA,6.86,NA,NA,NA,4.77,NA
"880","Snnp","Amaro Kele ","January",2015,6.083333333,38.03333333,10.43,NA,12,NA,NA,6.57,NA
"881","Snnp","Soyama","January",2015,5.7,37.88333333,8.28,8.36,8.33,NA,NA,6.78,NA
"882","Snnp","Karate","January",2015,5.25,37.48333333,11.49,13.89,13.79,NA,NA,6.57,NA
"883","Snnp","Gidola","January",2015,37.34772952,5.647078098,12.96,NA,12.28,NA,NA,4.23,NA
"884","Snnp","Tercha","January",2015,37.175334,7.146295,10.45,10.31,10.2,NA,NA,5.68,NA
"885","Snnp","Besite- Chere ","January",2015,NA,NA,8.11,8.47,NA,NA,NA,6.09,NA
"886","Snnp","Lasoka","January",2015,36.60777815,6.30774507,10.35,NA,NA,NA,NA,5.39,NA
"887","Snnp","Amaya","January",2015,36.68000727,7.105541206,9.46,NA,9.49,NA,NA,4.25,NA
"888","Snnp","Shewa- Bench ","July",2014,NA,NA,9,8.5,8,NA,NA,4.38,NA
"889","Snnp","Mizan- Teferi ","July",2014,35.41120174,6.883477024,11.66,10,12,NA,NA,5.39,20
"890","Snnp","Deri","July",2014,36.28577951,7.384839762,NA,8.47,NA,NA,NA,4.77,NA
"891","Snnp","Amaro Kele ","July",2014,6.083333333,38.03333333,9.71,NA,10,NA,NA,4.57,NA
"892","Snnp","Soyama","July",2014,5.7,37.88333333,8.75,8.6,7.78,NA,NA,5.25,NA
"893","Snnp","Karate","July",2014,5.25,37.48333333,11.38,NA,12.22,NA,NA,6.57,NA
