"","Region","Market","Month","Year","Longitude","Latitude","Unmilled Maize Price Birr.KG","Milled Maize Price Birr.KG"
"443","OROMIYA","Nazareth","DECEMBER","2013","39.26941988","8.535362997","7.83","10.00"
"444","OROMIYA","Shashe-","DECEMBER","2013","38.608142","7.205388","5.50","-"
"445","OROMIYA","Diksise","DECEMBER","2013","39.55824","8.059179","7.96","-"
"446","OROMIYA","Asella","DECEMBER","2013","39.12972322","7.949589951","7.16","10.00"
"447","OROMIYA","Asebe- Teferi ","DECEMBER","2013","40.86319806","9.072493603","7.00","8.00"
"448","OROMIYA","Bedessa","DECEMBER","2013","40.77378712","8.902011546","6.00","9.00"
"449","OROMIYA","Alemaya","DECEMBER","2013","42.01641123","9.379383214","7.99","-"
"450","OROMIYA","Boreda","DECEMBER","2013","41.278686","9.331067","6.83","-"
"451","OROMIYA","Adaba","DECEMBER","2013","39.3890878","7.004454253","4.41","7.66"
"452","OROMIYA","Robe","DECEMBER","2013","39.631104","7.860619","4.29","-"
"453","OROMIYA","Hagere- Mariam ","DECEMBER","2013","38.23373735","5.63380625","5.50","6.00"
"454","OROMIYA","Negele- Borena ","DECEMBER","2013","39.577385","5.33699","5.61","10.65"
"455","OROMIYA","Nazareth","FEBRUARY","2014","39.26941988","8.535362997","6.24","10.32"
"456","OROMIYA","Shashe-","FEBRUARY","2014","38.608142","7.205388","5.50","-"
"457","OROMIYA","Diksise","FEBRUARY","2014","39.55824","8.059179","6.30","-"
"458","OROMIYA","Asella","FEBRUARY","2014","39.12972322","7.949589951","5.50","10.00"
