"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.temez","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.hullb","pkg.bar.allba"
"221","Amhara","Danigla","October",2018,36.83153176,11.25223153,NA,NA,NA,NA,NA,NA,NA,16.01,NA,NA
"222","Amhara","Chagni","October",2018,36.50793596,10.95196565,15,NA,14,NA,NA,NA,NA,NA,NA,15
"223","Amhara","Kemise","October",2018,39.85696873,10.71374234,16.65,13.27,NA,NA,NA,NA,NA,NA,NA,16.65
"224","Amhara","Bati","October",2018,40.0181327,11.19153266,16.96,NA,NA,NA,NA,40,NA,34.31,NA,16.96
"225","Amhara","Mota","September",2018,37.8807432,11.07475582,NA,NA,NA,NA,27.27,NA,NA,NA,NA,NA
"226","Amhara","Debre- Markos ","September",2018,37.72636868,10.33641293,15.7,NA,NA,16.41,NA,NA,NA,NA,NA,15.7
"227","Amhara","Dembecha","September",2018,37.48251554,10.56669266,20.49,NA,NA,NA,NA,NA,NA,NA,NA,20.49
"228","Amhara","Bahir- Dar ","September",2018,37.3815488,11.58416449,17.49,NA,16,NA,33.99,NA,NA,25,NA,17.49
"229","Amhara","Sekota","September",2018,39.03355257,12.62479803,14.62,14.95,15.15,NA,NA,NA,NA,27.9,NA,14.62
"230","Amhara","Amde Work ","September",2018,38.85815043,12.45920199,22.59,19.93,NA,NA,NA,NA,NA,NA,NA,22.59
"231","Amhara","Danigla","September",2018,36.83153176,11.25223153,21.58,NA,NA,NA,NA,NA,NA,19.07,NA,21.58
"232","Amhara","Chagni","September",2018,36.50793596,10.95196565,15,NA,14,NA,NA,NA,NA,NA,NA,15
"233","Amhara","Kemise","September",2018,39.85696873,10.71374234,16.33,15.72,14.32,NA,NA,NA,NA,34.05,NA,16.33
"234","Amhara","Bati","September",2018,40.0181327,11.19153266,14.2,NA,NA,NA,NA,NA,NA,NA,NA,14.2
"235","Gambella","Gambella","April",2019,34.58547076,8.249396585,20,20,20,NA,NA,NA,NA,NA,NA,20
"236","Gambella","Shebo- Kire ","April",2019,NA,NA,19.49,NA,18.25,NA,NA,42.43,NA,NA,NA,19.49
"237","Gambella","Meti","April",2019,7.233333333,35.31666667,17,16,13,NA,NA,NA,NA,30.63,NA,17
"238","Gambella","Gambella","August",2018,34.58547076,8.249396585,19.49,19.49,19.49,NA,350,NA,NA,NA,NA,19.49
"239","Gambella","Shebo- Kire ","August",2018,NA,NA,18.75,NA,18,NA,NA,42.43,36.47,NA,NA,18.75
"240","Gambella","Meti","August",2018,7.233333333,35.31666667,15,15,15,NA,NA,NA,NA,27.75,NA,15
"241","Gambella","Gambella","December",2018,34.58547076,8.249396585,20,19.49,20,NA,NA,NA,NA,NA,NA,20
"242","Gambella","Shebo- Kire ","December",2018,NA,NA,18.75,18,18.49,NA,NA,43.99,NA,NA,NA,18.75
"243","Gambella","Meti","December",2018,7.233333333,35.31666667,15,15,15,NA,25,NA,NA,31.25,NA,15
"244","Gambella","Gambella","February",2019,34.58547076,8.249396585,20,20,19.49,NA,NA,NA,NA,NA,NA,20
"245","Gambella","Shebo- Kire ","February",2019,NA,NA,19.49,18.49,18,NA,NA,42.43,37.42,NA,NA,19.49
"246","Gambella","Meti","February",2019,7.233333333,35.31666667,17,16,15,NA,25,NA,NA,29.94,NA,17
"247","Gambella","Gambella","January",2019,34.58547076,8.249396585,20,20,20,NA,NA,NA,NA,NA,NA,20
"248","Gambella","Shebo- Kire ","January",2019,NA,NA,19.75,18.75,18.49,NA,NA,43.99,NA,NA,NA,19.75
"249","Gambella","Meti","January",2019,7.233333333,35.31666667,16,16,15,NA,25,NA,NA,28.67,NA,16
"250","Gambella","Gambella","July",2018,34.58547076,8.249396585,19.49,19.49,20,NA,NA,NA,NA,NA,NA,19.49
"251","Gambella","Shebo- Kire ","July",2018,NA,NA,19.49,NA,18.49,NA,NA,44.5,NA,NA,NA,19.49
"252","Gambella","Meti","July",2018,7.233333333,35.31666667,15,15,15,NA,NA,NA,NA,29.89,NA,15
"253","Gambella","Gambella","March",2019,34.58547076,8.249396585,20,20,20,NA,NA,NA,NA,NA,NA,20
"254","Gambella","Shebo- Kire ","March",2019,NA,NA,19.49,18.25,18.49,NA,NA,42.43,NA,NA,NA,19.49
"255","Gambella","Meti","March",2019,7.233333333,35.31666667,16,15,15,NA,25,NA,NA,34.22,NA,16
"256","Gambella","Gambella","May",2019,34.58547076,8.249396585,20,20,20,NA,NA,NA,NA,NA,NA,20
"257","Gambella","Shebo- Kire ","May",2019,NA,NA,20,NA,18.49,NA,NA,42.43,42.43,NA,NA,20
"258","Gambella","Meti","May",2019,7.233333333,35.31666667,15.49,13.49,13,NA,NA,NA,NA,28.99,NA,15.49
"259","Gambella","Gambella","November",2018,34.58547076,8.249396585,19.49,19.49,19.49,NA,NA,NA,NA,NA,NA,19.49
"260","Gambella","Shebo- Kire ","November",2018,NA,NA,20.49,18.25,18.49,NA,NA,NA,38.99,NA,NA,20.49
"261","Gambella","Meti","November",2018,7.233333333,35.31666667,15,NA,12,NA,25,NA,NA,27.36,NA,15
"262","Gambella","Gambella","October",2018,34.58547076,8.249396585,19.49,20,19.49,NA,NA,NA,NA,NA,NA,19.49
"263","Gambella","Shebo- Kire ","October",2018,NA,NA,20.49,18.75,19.49,NA,NA,NA,NA,NA,NA,20.49
"264","Gambella","Meti","October",2018,7.233333333,35.31666667,16,15,14,NA,NA,NA,NA,28.7,NA,16
"265","Gambella","Gambella","September",2018,34.58547076,8.249396585,19.49,19.49,20,NA,NA,NA,NA,NA,NA,19.49
"266","Gambella","Shebo- Kire ","September",2018,NA,NA,19.25,NA,18.49,NA,NA,38.99,35,NA,NA,19.25
"267","Gambella","Meti","September",2018,7.233333333,35.31666667,15,15,15,NA,NA,NA,NA,28.98,NA,15
"268","Oromiya","Ghimbi","April",2019,35.83291974,9.163103789,16,15,13,NA,NA,NA,NA,NA,NA,16
"269","Oromiya","Dembi- Dolo ","April",2019,34.79748694,8.530219501,20,16,NA,NA,NA,NA,NA,NA,NA,20
"270","Oromiya","Shambu","April",2019,37.09431432,9.569809208,11,10,NA,NA,NA,NA,NA,NA,NA,11
"271","Oromiya","Nekemte","April",2019,36.54851971,9.09042469,15,13,15,NA,NA,NA,NA,21.35,NA,15
"272","Oromiya","Bedele","April",2019,36.36017384,8.454821965,18,14.49,14,NA,NA,NA,NA,17.7,NA,18
"273","Oromiya","Metu","April",2019,35.58726864,8.300606827,15,15,15,NA,NA,NA,NA,NA,NA,15
"274","Oromiya","Jimma","April",2019,36.84385226,7.672338798,17,NA,16,NA,NA,NA,NA,13.96,NA,17
"275","Oromiya","Agaro","April",2019,36.58627683,7.848002731,16.47,NA,NA,NA,NA,NA,NA,20.64,NA,16.47
"276","Oromiya","Ambo","April",2019,37.8446066,8.976806527,12.65,11.43,14.83,NA,18.04,NA,NA,25.34,NA,12.65
"277","Oromiya","Weliso","April",2019,37.97073066,8.534178897,13.74,NA,14.82,NA,20.49,NA,NA,27.72,NA,13.74
"278","Oromiya","Ejere","April",2019,39.262249,8.78288,14.6,12.22,18.86,NA,19.77,NA,NA,NA,NA,14.6
"279","Oromiya","Fiche","April",2019,38.73344116,9.791083661,16.14,12.94,16.32,NA,24.26,NA,NA,17.75,NA,16.14
"280","Oromiya","Ghimbi","August",2018,35.83291974,9.163103789,15,13,13,NA,NA,NA,NA,NA,NA,15
"281","Oromiya","Dembi- Dolo ","August",2018,34.79748694,8.530219501,18,15,NA,NA,NA,NA,NA,NA,NA,18
"282","Oromiya","Shambu","August",2018,37.09431432,9.569809208,11,10,NA,NA,NA,NA,NA,NA,NA,11
"283","Oromiya","Nekemte","August",2018,36.54851971,9.09042469,15,13,15,NA,NA,NA,NA,19.35,NA,15
"284","Oromiya","Bedele","August",2018,36.36017384,8.454821965,19,16.49,14.49,NA,NA,NA,NA,30.77,NA,19
"285","Oromiya","Metu","August",2018,35.58726864,8.300606827,17.49,15.49,14.49,NA,NA,NA,NA,NA,NA,17.49
"286","Oromiya","Jimma","August",2018,36.84385226,7.672338798,18.49,NA,16,NA,NA,NA,NA,15,NA,18.49
"287","Oromiya","Agaro","August",2018,36.58627683,7.848002731,14.41,NA,14.41,NA,NA,NA,NA,17.06,NA,14.41
"288","Oromiya","Ambo","August",2018,37.8446066,8.976806527,12.31,13.69,14.1,NA,17.24,NA,NA,NA,NA,12.31
"289","Oromiya","Weliso","August",2018,37.97073066,8.534178897,13.45,13.45,15.13,NA,21.31,NA,NA,24.1,NA,13.45
"290","Oromiya","Ejere","August",2018,39.262249,8.78288,16,NA,NA,NA,23.48,NA,NA,NA,NA,16
"291","Oromiya","Fiche","August",2018,38.73344116,9.791083661,14.16,11.9,14.04,NA,25.45,NA,NA,16.76,NA,14.16
"292","Oromiya","Ghimbi","December",2018,35.83291974,9.163103789,15.49,NA,13,NA,NA,NA,NA,NA,NA,15.49
"293","Oromiya","Dembi- Dolo ","December",2018,34.79748694,8.530219501,18,15,NA,NA,NA,NA,NA,NA,NA,18
"294","Oromiya","Shambu","December",2018,37.09431432,9.569809208,10,9,NA,NA,NA,NA,NA,NA,NA,10
"295","Oromiya","Nekemte","December",2018,36.54851971,9.09042469,16.97,13,15,NA,NA,NA,NA,19.7,NA,16.97
"296","Oromiya","Bedele","December",2018,36.36017384,8.454821965,18,14.49,13.49,NA,NA,NA,NA,18.02,NA,18
"297","Oromiya","Metu","December",2018,35.58726864,8.300606827,16,14,15,NA,NA,NA,24,NA,NA,16
"298","Oromiya","Jimma","December",2018,36.84385226,7.672338798,16.49,NA,16,NA,NA,NA,NA,13.96,NA,16.49
"299","Oromiya","Agaro","December",2018,36.58627683,7.848002731,14.12,NA,NA,NA,NA,NA,NA,19.59,NA,14.12
"300","Oromiya","Ambo","December",2018,37.8446066,8.976806527,15.23,13.31,15.09,NA,NA,NA,NA,NA,NA,15.23
"301","Oromiya","Weliso","December",2018,37.97073066,8.534178897,11.07,11.18,14.97,NA,NA,NA,NA,31.46,NA,11.07
"302","Oromiya","Ejere","December",2018,39.262249,8.78288,16.52,NA,NA,NA,27.75,NA,NA,NA,NA,16.52
"303","Oromiya","Fiche","December",2018,38.73344116,9.791083661,13.95,11.63,13.65,NA,20.63,NA,NA,17.44,NA,13.95
"304","Oromiya","Ghimbi","February",2019,35.83291974,9.163103789,16,14,13,NA,NA,NA,NA,NA,NA,16
"305","Oromiya","Dembi- Dolo ","February",2019,34.79748694,8.530219501,20,16,NA,NA,NA,NA,NA,NA,NA,20
"306","Oromiya","Shambu","February",2019,37.09431432,9.569809208,10,10,NA,NA,NA,NA,NA,NA,NA,10
"307","Oromiya","Nekemte","February",2019,36.54851971,9.09042469,16,13,15,NA,NA,NA,NA,19.61,NA,16
"308","Oromiya","Bedele","February",2019,36.36017384,8.454821965,16.49,14.49,10.49,NA,NA,NA,NA,33.33,NA,16.49
"309","Oromiya","Metu","February",2019,35.58726864,8.300606827,17,15,16,NA,NA,NA,24,NA,NA,17
"310","Oromiya","Jimma","February",2019,36.84385226,7.672338798,17.49,NA,16.49,NA,NA,NA,NA,14.3,NA,17.49
"311","Oromiya","Agaro","February",2019,36.58627683,7.848002731,14.71,NA,14.71,NA,NA,NA,NA,17.41,NA,14.71
"312","Oromiya","Ambo","February",2019,37.8446066,8.976806527,10.98,12.19,13.44,NA,19.35,NA,NA,NA,NA,10.98
"313","Oromiya","Weliso","February",2019,37.97073066,8.534178897,13.45,13.6,14.02,NA,21.31,NA,NA,28.29,NA,13.45
"314","Oromiya","Ejere","February",2019,39.262249,8.78288,12.81,NA,13.47,NA,20.38,NA,NA,NA,NA,12.81
"315","Oromiya","Fiche","February",2019,38.73344116,9.791083661,13.23,12.06,13.82,NA,18.55,NA,NA,17.34,NA,13.23
"316","Oromiya","Ghimbi","January",2019,35.83291974,9.163103789,16,14,13,NA,NA,NA,NA,NA,NA,16
"317","Oromiya","Dembi- Dolo ","January",2019,34.79748694,8.530219501,18,15.49,NA,NA,NA,NA,NA,NA,NA,18
"318","Oromiya","Shambu","January",2019,37.09431432,9.569809208,11,10,17,NA,NA,NA,NA,NA,NA,11
"319","Oromiya","Nekemte","January",2019,36.54851971,9.09042469,18,13,18,NA,NA,NA,NA,19.9,NA,18
"320","Oromiya","Bedele","January",2019,36.36017384,8.454821965,17.75,15,13.49,NA,NA,NA,NA,17.7,NA,17.75
"321","Oromiya","Metu","January",2019,35.58726864,8.300606827,17,NA,15.49,NA,NA,NA,23.49,NA,NA,17
"322","Oromiya","Jimma","January",2019,36.84385226,7.672338798,17.49,NA,16,NA,NA,NA,NA,13.96,NA,17.49
"323","Oromiya","Agaro","January",2019,36.58627683,7.848002731,14.41,NA,NA,NA,NA,NA,NA,21.45,NA,14.41
"324","Oromiya","Ambo","January",2019,37.8446066,8.976806527,13.44,13.43,15.53,NA,NA,NA,NA,NA,NA,13.44
"325","Oromiya","Weliso","January",2019,37.97073066,8.534178897,12.93,14.1,15.13,NA,NA,NA,NA,27.18,NA,12.93
"326","Oromiya","Ejere","January",2019,39.262249,8.78288,14.39,NA,NA,NA,21.7,NA,NA,NA,NA,14.39
"327","Oromiya","Fiche","January",2019,38.73344116,9.791083661,14.39,11.74,14.34,NA,19.46,NA,NA,17.45,NA,14.39
"328","Oromiya","Ghimbi","July",2018,35.83291974,9.163103789,16,NA,13,NA,NA,NA,NA,NA,NA,16
"329","Oromiya","Dembi- Dolo ","July",2018,34.79748694,8.530219501,18,16,NA,NA,NA,NA,NA,NA,NA,18
"330","Oromiya","Shambu","July",2018,37.09431432,9.569809208,11,10,NA,NA,NA,NA,NA,NA,NA,11
"331","Oromiya","Nekemte","July",2018,36.54851971,9.09042469,15,13,15,NA,NA,NA,NA,19.78,NA,15
"332","Oromiya","Bedele","July",2018,36.36017384,8.454821965,17.75,15.25,13.49,NA,NA,NA,NA,33.33,NA,17.75
"333","Oromiya","Metu","July",2018,35.58726864,8.300606827,18,14.49,14,NA,NA,NA,NA,NA,NA,18
"334","Oromiya","Jimma","July",2018,36.84385226,7.672338798,18,NA,16,NA,NA,NA,NA,15,NA,18
"335","Oromiya","Agaro","July",2018,36.58627683,7.848002731,14.71,NA,14.71,NA,NA,NA,NA,19.42,NA,14.71
"336","Oromiya","Ambo","July",2018,37.8446066,8.976806527,13.69,13.69,15.39,NA,13.8,NA,NA,NA,NA,13.69
"337","Oromiya","Weliso","July",2018,37.97073066,8.534178897,13.45,13.46,15.29,NA,22.58,NA,NA,27.72,NA,13.45
"338","Oromiya","Ejere","July",2018,39.262249,8.78288,16,NA,NA,NA,18.68,NA,NA,NA,NA,16
"339","Oromiya","Fiche","July",2018,38.73344116,9.791083661,14.49,11.88,14.02,NA,31.67,NA,NA,16.74,NA,14.49
"340","Oromiya","Ghimbi","March",2019,35.83291974,9.163103789,16,14,13,NA,NA,NA,NA,NA,NA,16
"341","Oromiya","Dembi- Dolo ","March",2019,34.79748694,8.530219501,17,16,NA,NA,NA,NA,NA,NA,NA,17
"342","Oromiya","Shambu","March",2019,37.09431432,9.569809208,11,10,NA,NA,NA,NA,NA,NA,NA,11
"343","Oromiya","Nekemte","March",2019,36.54851971,9.09042469,15,14,15,NA,NA,NA,NA,23.5,NA,15
"344","Oromiya","Bedele","March",2019,36.36017384,8.454821965,17,14,14,NA,NA,NA,NA,32.79,NA,17
"345","Oromiya","Metu","March",2019,35.58726864,8.300606827,15,15,15,NA,NA,15,NA,NA,NA,15
"346","Oromiya","Jimma","March",2019,36.84385226,7.672338798,16.49,NA,16,NA,NA,NA,NA,14.29,NA,16.49
"347","Oromiya","Agaro","March",2019,36.58627683,7.848002731,14.99,NA,14.12,NA,NA,NA,NA,19.42,NA,14.99
"348","Oromiya","Ambo","March",2019,37.8446066,8.976806527,12,12.36,15.02,NA,14.88,NA,NA,28.54,NA,12
"349","Oromiya","Weliso","March",2019,37.97073066,8.534178897,13.19,13.32,15.13,NA,22.02,NA,NA,32.94,NA,13.19
"350","Oromiya","Ejere","March",2019,39.262249,8.78288,14.61,NA,11.69,NA,19.67,NA,NA,NA,NA,14.61
"351","Oromiya","Fiche","March",2019,38.73344116,9.791083661,12.84,11.39,12.89,NA,20.24,NA,NA,17.51,NA,12.84
"352","Oromiya","Ghimbi","May",2019,35.83291974,9.163103789,16,NA,13,NA,NA,NA,NA,NA,NA,16
"353","Oromiya","Dembi- Dolo ","May",2019,34.79748694,8.530219501,20,16,NA,NA,NA,NA,NA,NA,NA,20
"354","Oromiya","Shambu","May",2019,37.09431432,9.569809208,10.49,10,NA,NA,NA,NA,NA,NA,NA,10.49
"355","Oromiya","Nekemte","May",2019,36.54851971,9.09042469,16,14,16,NA,NA,NA,NA,20.2,NA,16
"356","Oromiya","Bedele","May",2019,36.36017384,8.454821965,17,14,15,NA,NA,NA,NA,33.33,NA,17
"357","Oromiya","Metu","May",2019,35.58726864,8.300606827,18,16,15,NA,NA,NA,NA,NA,NA,18
"358","Oromiya","Jimma","May",2019,36.84385226,7.672338798,18,NA,16,NA,NA,NA,NA,14.64,NA,18
"359","Oromiya","Agaro","May",2019,36.58627683,7.848002731,18.23,NA,NA,NA,NA,NA,NA,19.71,NA,18.23
"360","Oromiya","Ambo","May",2019,37.8446066,8.976806527,12.32,13.19,14.68,14.05,17.8,NA,NA,24.71,NA,12.32
"361","Oromiya","Weliso","May",2019,37.97073066,8.534178897,16.16,13.74,16.85,NA,13.86,NA,NA,33.76,NA,16.16
"362","Oromiya","Ejere","May",2019,39.262249,8.78288,17.31,13.06,15.24,NA,20.61,NA,NA,NA,NA,17.31
"363","Oromiya","Fiche","May",2019,38.73344116,9.791083661,14.57,12.78,14.22,NA,25.58,NA,NA,17.54,NA,14.57
"364","Oromiya","Ghimbi","November",2018,35.83291974,9.163103789,15.49,NA,13,NA,NA,NA,NA,NA,NA,15.49
"365","Oromiya","Dembi- Dolo ","November",2018,34.79748694,8.530219501,18,16,NA,NA,NA,NA,NA,NA,NA,18
"366","Oromiya","Shambu","November",2018,37.09431432,9.569809208,11,10,NA,NA,NA,NA,NA,NA,NA,11
"367","Oromiya","Nekemte","November",2018,36.54851971,9.09042469,15,13.25,15,NA,NA,NA,NA,19.6,NA,15
"368","Oromiya","Bedele","November",2018,36.36017384,8.454821965,18.75,15,13,NA,NA,NA,NA,28.57,NA,18.75
"369","Oromiya","Metu","November",2018,35.58726864,8.300606827,15,14,14.49,NA,NA,NA,24.49,NA,NA,15
"370","Oromiya","Jimma","November",2018,36.84385226,7.672338798,17,NA,16,NA,NA,NA,NA,NA,NA,17
"371","Oromiya","Agaro","November",2018,36.58627683,7.848002731,17.65,NA,17.65,NA,NA,NA,NA,21.38,NA,17.65
"372","Oromiya","Ambo","November",2018,37.8446066,8.976806527,15.09,15.23,15.38,NA,17.09,NA,NA,NA,NA,15.09
"373","Oromiya","Weliso","November",2018,37.97073066,8.534178897,14.48,14.48,13.35,NA,NA,NA,NA,35.47,NA,14.48
"374","Oromiya","Ejere","November",2018,39.262249,8.78288,16.09,NA,NA,NA,25.42,NA,NA,NA,NA,16.09
"375","Oromiya","Fiche","November",2018,38.73344116,9.791083661,15.55,12.62,15.35,NA,19.43,NA,NA,17.74,NA,15.55
"376","Oromiya","Ghimbi","October",2018,35.83291974,9.163103789,16,NA,13,NA,NA,NA,NA,NA,NA,16
"377","Oromiya","Dembi- Dolo ","October",2018,34.79748694,8.530219501,18,15,NA,NA,NA,NA,NA,NA,NA,18
"378","Oromiya","Shambu","October",2018,37.09431432,9.569809208,11,10.5,NA,NA,NA,NA,NA,NA,NA,11
"379","Oromiya","Nekemte","October",2018,36.54851971,9.09042469,17,13,16,NA,NA,NA,NA,19.46,NA,17
"380","Oromiya","Bedele","October",2018,36.36017384,8.454821965,19,15,13,NA,NA,NA,NA,28.17,NA,19
"381","Oromiya","Metu","October",2018,35.58726864,8.300606827,13.49,15,14.49,NA,NA,NA,23,NA,NA,13.49
"382","Oromiya","Jimma","October",2018,36.84385226,7.672338798,17.49,NA,16,NA,NA,NA,NA,13.34,NA,17.49
"383","Oromiya","Agaro","October",2018,36.58627683,7.848002731,15,NA,NA,NA,NA,NA,NA,20.57,NA,15
"384","Oromiya","Ambo","October",2018,37.8446066,8.976806527,15.39,13.69,14.95,NA,20.01,NA,NA,NA,NA,15.39
"385","Oromiya","Weliso","October",2018,37.97073066,8.534178897,16.16,16,17.02,NA,NA,NA,NA,34.15,NA,16.16
"386","Oromiya","Ejere","October",2018,39.262249,8.78288,15.69,NA,NA,NA,23.98,NA,NA,NA,NA,15.69
"387","Oromiya","Fiche","October",2018,38.73344116,9.791083661,14.49,12.18,14.3,NA,18.36,NA,NA,17.62,NA,14.49
"388","Oromiya","Ghimbi","September",2018,35.83291974,9.163103789,15,NA,13,NA,NA,NA,NA,NA,NA,15
"389","Oromiya","Dembi- Dolo ","September",2018,34.79748694,8.530219501,18,16,NA,NA,NA,NA,NA,NA,NA,18
"390","Oromiya","Shambu","September",2018,37.09431432,9.569809208,11,10,NA,NA,NA,NA,NA,NA,NA,11
"391","Oromiya","Nekemte","September",2018,36.54851971,9.09042469,15,13.49,15,NA,NA,NA,NA,19.42,NA,15
"392","Oromiya","Bedele","September",2018,36.36017384,8.454821965,19.49,16.49,15,NA,NA,NA,NA,33.33,NA,19.49
"393","Oromiya","Metu","September",2018,35.58726864,8.300606827,18,16,15,NA,NA,NA,NA,NA,NA,18
"394","Oromiya","Jimma","September",2018,36.84385226,7.672338798,17,NA,17,NA,NA,NA,NA,15,NA,17
"395","Oromiya","Agaro","September",2018,36.58627683,7.848002731,14.71,NA,14.41,NA,NA,NA,NA,19.7,NA,14.71
"396","Oromiya","Ambo","September",2018,37.8446066,8.976806527,15.53,15.39,17.93,NA,17.7,NA,NA,22.47,NA,15.53
"397","Oromiya","Weliso","September",2018,37.97073066,8.534178897,13.19,13.45,16.5,NA,NA,NA,NA,22.99,NA,13.19
"398","Oromiya","Ejere","September",2018,39.262249,8.78288,16.57,NA,NA,NA,25.53,NA,NA,NA,NA,16.57
"399","Oromiya","Fiche","September",2018,38.73344116,9.791083661,14.58,11.93,14.1,NA,21.66,NA,NA,17.48,NA,14.58
"400","Oromiya","Adama","April",2019,39.26941988,8.535362997,17.75,16,16,17.49,15.49,25.5,NA,30.98,NA,17.75
"401","Oromiya","Shashe- Mene ","April",2019,38.608142,7.205388,14,15,15,17,NA,NA,NA,26.91,NA,14
"402","Oromiya","Diksise","April",2019,39.55824,8.059179,NA,11.59,NA,16.22,NA,NA,NA,NA,NA,11.59
"403","Oromiya","Asella","April",2019,39.12972322,7.949589951,17,13,13,17,NA,NA,NA,28.57,NA,17
"404","Oromiya","Asebe- Teferi ","April",2019,40.86319806,9.072493603,18,14.49,15,18,NA,NA,NA,40,NA,18
"405","Oromiya","Bedessa","April",2019,40.77378712,8.902011546,18,NA,NA,NA,NA,NA,NA,NA,NA,18
"406","Oromiya","Haromaya","April",2019,42.01641123,9.379383214,20,NA,NA,20,NA,NA,NA,NA,NA,20
"407","Oromiya","Boreda","April",2019,41.278686,9.331067,18,NA,NA,NA,NA,NA,NA,NA,NA,18
"408","Oromiya","Adaba","April",2019,39.3890878,7.004454253,14.08,11.51,12.02,13.13,NA,NA,NA,NA,NA,14.08
"409","Oromiya","Robe","April",2019,39.631104,7.860619,15.35,12.49,NA,15.69,NA,NA,NA,NA,NA,15.35
"410","Oromiya","Hagere- Mariam ","April",2019,38.23373735,5.63380625,16,NA,13.49,NA,NA,NA,NA,16.67,NA,16
"411","Oromiya","Negele- Borena ","April",2019,39.577385,5.33699,14,NA,NA,NA,NA,37.42,35,NA,NA,14
"412","Oromiya","Adama","August",2018,39.26941988,8.535362997,16.49,13,13,17,13.49,25,NA,25.5,NA,16.49
"413","Oromiya","Shashe- Mene ","August",2018,38.608142,7.205388,14,14,15,16.49,NA,NA,NA,26.97,NA,14
"414","Oromiya","Diksise","August",2018,39.55824,8.059179,10.29,9.28,9.28,11.59,NA,NA,NA,NA,NA,10.29
"415","Oromiya","Asella","August",2018,39.12972322,7.949589951,14.49,12,12.49,14.25,NA,NA,NA,26.32,NA,14.49
"416","Oromiya","Asebe- Teferi ","August",2018,40.86319806,9.072493603,17.49,NA,15,20,NA,NA,NA,39.22,NA,17.49
"417","Oromiya","Bedessa","August",2018,40.77378712,8.902011546,16.49,NA,NA,NA,NA,NA,NA,NA,NA,16.49
"418","Oromiya","Haromaya","August",2018,42.01641123,9.379383214,18,NA,NA,20,NA,NA,NA,NA,NA,18
"419","Oromiya","Boreda","August",2018,41.278686,9.331067,17,NA,NA,NA,NA,NA,NA,NA,NA,17
"420","Oromiya","Adaba","August",2018,39.3890878,7.004454253,11.25,9.64,NA,NA,NA,NA,NA,NA,NA,11.25
"421","Oromiya","Robe","August",2018,39.631104,7.860619,16.81,12.46,NA,16.21,NA,NA,NA,NA,NA,16.81
"422","Oromiya","Hagere- Mariam ","August",2018,38.23373735,5.63380625,13.49,NA,11,18,NA,NA,NA,16.67,NA,13.49
"423","Oromiya","Negele- Borena ","August",2018,39.577385,5.33699,12,12,NA,13,NA,35,30,NA,NA,12
"424","Oromiya","Adama","December",2018,39.26941988,8.535362997,15.49,13,13,16.49,12.49,24.49,NA,28.98,NA,15.49
"425","Oromiya","Shashe- Mene ","December",2018,38.608142,7.205388,11.49,10,16,16,NA,NA,NA,32.26,NA,11.49
"426","Oromiya","Diksise","December",2018,39.55824,8.059179,NA,10.26,NA,NA,NA,NA,NA,NA,NA,10.26
"427","Oromiya","Asella","December",2018,39.12972322,7.949589951,15,12.49,12.49,14.75,NA,NA,NA,21.33,NA,15
"428","Oromiya","Asebe- Teferi ","December",2018,40.86319806,9.072493603,17.49,NA,15,18,NA,NA,NA,38.32,NA,17.49
"429","Oromiya","Bedessa","December",2018,40.77378712,8.902011546,17.49,NA,NA,NA,NA,NA,NA,NA,NA,17.49
"430","Oromiya","Haromaya","December",2018,42.01641123,9.379383214,19.49,NA,NA,20,NA,NA,NA,NA,NA,19.49
"431","Oromiya","Boreda","December",2018,41.278686,9.331067,18,NA,NA,NA,NA,NA,NA,NA,NA,18
"432","Oromiya","Adaba","December",2018,39.3890878,7.004454253,14.27,10.26,10.64,14.05,NA,NA,NA,NA,NA,14.27
"433","Oromiya","Robe","December",2018,39.631104,7.860619,16.81,9.39,NA,16.21,NA,NA,NA,NA,NA,16.81
"434","Oromiya","Hagere- Mariam ","December",2018,38.23373735,5.63380625,16,NA,13.49,18,NA,NA,NA,15.81,NA,16
"435","Oromiya","Negele- Borena ","December",2018,39.577385,5.33699,13,12,NA,NA,NA,NA,NA,NA,NA,13
"436","Oromiya","Adama","February",2019,39.26941988,8.535362997,15.49,13.49,14,16.49,12.49,23.49,NA,28.98,NA,15.49
"437","Oromiya","Shashe- Mene ","February",2019,38.608142,7.205388,14,15,15,18,NA,NA,NA,28.31,NA,14
"438","Oromiya","Diksise","February",2019,39.55824,8.059179,NA,11.11,NA,NA,NA,NA,NA,NA,NA,11.11
"439","Oromiya","Asella","February",2019,39.12972322,7.949589951,15,13,13,15,NA,NA,NA,28.57,NA,15
"440","Oromiya","Asebe- Teferi ","February",2019,40.86319806,9.072493603,17.49,14.49,15,18,NA,NA,NA,39.06,NA,17.49
"441","Oromiya","Bedessa","February",2019,40.77378712,8.902011546,16.97,NA,NA,NA,NA,NA,NA,NA,NA,16.97
"442","Oromiya","Haromaya","February",2019,42.01641123,9.379383214,20,NA,NA,20,NA,NA,NA,NA,NA,20
"443","Oromiya","Boreda","February",2019,41.278686,9.331067,17.49,NA,NA,NA,NA,NA,NA,NA,NA,17.49
"444","Oromiya","Adaba","February",2019,39.3890878,7.004454253,14.01,10.6,10.68,13.97,NA,NA,NA,NA,NA,14.01
