"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.temez","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.hullb","pkg.bar.allba"
"1108","Afar","Ayisaeta","May",2019,41.43333,11.56667,18.97,NA,15.49,NA,NA,NA,NA,NA,NA,18.97
"1109","Afar","Semera Logia ","May",2019,NA,NA,20,NA,17,20,NA,NA,NA,30,NA,20
"1110","Afar","Melka Werers ","May",2019,40.18154914,9.340880502,17.49,NA,NA,17.49,NA,NA,NA,26.35,NA,17.49
"1111","Afar","Sebat Killo ","May",2019,8.983333333,40.16666667,15,13.25,13,15,NA,NA,NA,20,NA,15
"1112","Tigray","Enda- Silase ","November",2018,38.27211005,14.08944251,18.8,NA,NA,NA,NA,NA,NA,NA,NA,18.8
"1113","Tigray","Enda- Baguna ","November",2018,38.19317204,13.97860867,16.57,NA,NA,NA,NA,NA,NA,21.86,NA,16.57
"1114","Tigray","Adwa","November",2018,38.88818805,14.14845458,NA,NA,NA,NA,29.2,NA,NA,28.17,NA,NA
"1115","Tigray","Axum","November",2018,38.71879888,14.11130791,22.18,NA,NA,NA,29.2,NA,NA,NA,NA,22.18
"1116","Tigray","Adigrat","November",2018,39.46033457,14.26667752,15.49,NA,13,18,NA,NA,NA,34.24,NA,15.49
"1117","Tigray","Wukiro","November",2018,39.599747,13.796083,14.42,NA,13.91,NA,17.93,NA,NA,40.51,NA,14.42
"1118","Tigray","Mai- Chew ","November",2018,39.541533,12.78792086,NA,12.48,NA,NA,NA,NA,NA,NA,NA,12.48
"1119","Tigray","Mekelle","November",2018,39.47221911,13.48719005,20,NA,15.49,NA,NA,NA,NA,50,NA,20
"1120","Afar","Ayisaeta","November",2018,41.43333,11.56667,18.97,NA,NA,NA,NA,NA,NA,40,NA,18.97
"1121","Afar","Semera Logia ","November",2018,NA,NA,18.97,NA,15,15,NA,NA,NA,30,NA,18.97
"1122","Afar","Melka Werers ","November",2018,40.18154914,9.340880502,16,NA,NA,16,NA,NA,NA,25,NA,16
"1123","Afar","Sebat Killo ","November",2018,8.983333333,40.16666667,13.25,11.75,13,14,NA,NA,NA,24.49,NA,13.25
"1124","Tigray","Enda- Silase ","October",2018,38.27211005,14.08944251,17.17,NA,NA,NA,NA,NA,NA,39.48,NA,17.17
"1125","Tigray","Enda- Baguna ","October",2018,38.19317204,13.97860867,15.83,NA,NA,NA,NA,NA,NA,16.6,NA,15.83
"1126","Tigray","Adwa","October",2018,38.88818805,14.14845458,NA,NA,NA,NA,29.63,NA,NA,27.4,NA,NA
"1127","Tigray","Axum","October",2018,38.71879888,14.11130791,20.92,NA,NA,NA,31.03,NA,NA,19.61,NA,20.92
"1128","Tigray","Adigrat","October",2018,39.46033457,14.26667752,16.49,NA,15.14,NA,NA,NA,NA,26.97,NA,16.49
"1129","Tigray","Wukiro","October",2018,39.599747,13.796083,17.7,NA,16.52,NA,18.44,NA,NA,53.17,NA,17.7
"1130","Tigray","Mai- Chew ","October",2018,39.541533,12.78792086,NA,13.3,NA,NA,NA,NA,NA,19.2,NA,13.3
"1131","Tigray","Mekelle","October",2018,39.47221911,13.48719005,22.49,NA,14.49,NA,NA,NA,NA,50,NA,22.49
"1132","Afar","Ayisaeta","October",2018,41.43333,11.56667,18,NA,11.49,NA,NA,NA,NA,NA,NA,18
"1133","Afar","Semera Logia ","October",2018,NA,NA,18.97,NA,15,NA,NA,NA,NA,NA,NA,18.97
"1134","Afar","Melka Werers ","October",2018,40.18154914,9.340880502,15.49,NA,NA,14.49,NA,NA,NA,27.12,NA,15.49
"1135","Afar","Sebat Killo ","October",2018,8.983333333,40.16666667,14.25,12.49,13,14.5,NA,NA,NA,22.49,NA,14.25
"1136","Tigray","Enda- Silase ","September",2018,38.27211005,14.08944251,18.61,NA,NA,NA,NA,NA,NA,41.67,NA,18.61
"1137","Tigray","Enda- Baguna ","September",2018,38.19317204,13.97860867,17.43,NA,NA,NA,NA,NA,NA,21.39,NA,17.43
"1138","Tigray","Adwa","September",2018,38.88818805,14.14845458,11.13,NA,NA,NA,30.07,NA,NA,27.4,NA,11.13
"1139","Tigray","Axum","September",2018,38.71879888,14.11130791,14.22,NA,NA,NA,37.08,NA,NA,21.74,NA,14.22
"1140","Tigray","Adigrat","September",2018,39.46033457,14.26667752,15.49,NA,15.95,18,NA,NA,NA,23.95,NA,15.49
"1141","Tigray","Wukiro","September",2018,39.599747,13.796083,16.81,NA,15.93,NA,NA,NA,NA,35.9,NA,16.81
"1142","Tigray","Mai- Chew ","September",2018,39.541533,12.78792086,12.97,14.24,NA,NA,NA,NA,NA,17.99,NA,12.97
"1143","Tigray","Mekelle","September",2018,39.47221911,13.48719005,22,NA,15,NA,NA,NA,NA,50,NA,22
"1144","Afar","Ayisaeta","September",2018,41.43333,11.56667,20,15,NA,NA,NA,NA,NA,NA,NA,20
"1145","Afar","Semera Logia ","September",2018,NA,NA,18.44,NA,14.49,NA,NA,NA,NA,50,NA,18.44
"1146","Afar","Melka Werers ","September",2018,40.18154914,9.340880502,15.49,NA,NA,15.49,NA,NA,NA,26.35,NA,15.49
"1147","Afar","Sebat Killo ","September",2018,8.983333333,40.16666667,16,12.49,12.49,15.49,NA,NA,NA,26.35,NA,16
