"","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley White","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Black","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley for Beer","P R I C E   I N    B I R R_Hulled Barley (Temez)","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","01.2.1.1 COFFEE AND TEA_Malt-Barley"
"1","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","P R I C E   I N    B I R R","CEREALS MILLED","CEREALS MILLED","01.2.1.1 COFFEE AND TEA"
"484","OROMIYA","Adama","January","2018","39.26941988","8.535362997","16.49","12.00","12.00","17.00","11.49","22.00","-","16.49"
"485","OROMIYA","Shashe- mene ","January","2018","38.608142","7.205388","10.00","10.00","12.00","15.00","-","-","-","15.00"
"486","OROMIYA","Diksise","January","2018","39.55824","8.059179","-","5.80","-","11.59","-","-","-","-"
"487","OROMIYA","Asella","January","2018","39.12972322","7.949589951","13.49","12.49","12.49","13.00","-","-","-","26.73"
"488","OROMIYA","Asebe- Teferi ","January","2018","40.86319806","9.072493603","16.97","12.00","10.00","16.97","-","-","-","38.62"
"489","OROMIYA","Bedessa","January","2018","40.77378712","8.902011546","-","-","-","-","-","-","-","-"
"490","OROMIYA","Haromaya","January","2018","42.01641123","9.379383214","18.00","-","-","18.00","-","-","-","-"
"491","OROMIYA","Boreda","January","2018","41.278686","9.331067","14.49","-","-","-","-","-","-","-"
"492","OROMIYA","Adaba","January","2018","39.3890878","7.004454253","10.34","8.12","8.29","11.25","-","-","-","-"
"493","OROMIYA","Robe","January","2018","39.631104","7.860619","14.81","7.69","-","-","-","-","-","-"
"494","OROMIYA","Hagere- Mariam ","January","2018","38.23373735","5.63380625","12.00","-","11.00","15.00","-","-","-","16.67"
"495","OROMIYA","Negele- Borena ","January","2018","39.577385","5.33699","13.00","13.00","13.00","-","-","35.00","30.00","-"
"496","OROMIYA","Adama","July","2017","39.26941988","8.535362997","12.75","10.00","10.00","12.00","12.49","23.45","-","16.00"
"497","OROMIYA","Shashe- mene ","July","2017","38.608142","7.205388","10.49","11.00","12.49","14.00","-","-","-","15.00"
"498","OROMIYA","Diksise","July","2017","39.55824","8.059179","10.07","9.21","9.21","11.51","-","-","-","-"
"499","OROMIYA","Asella","July","2017","39.12972322","7.949589951","11.00","9.75","9.75","10.22","-","-","-","20.00"
"500","OROMIYA","Asebe- Teferi ","July","2017","40.86319806","9.072493603","14.00","10.00","12.00","14.00","-","-","-","36.96"
"501","OROMIYA","Bedessa","July","2017","40.77378712","8.902011546","14.00","-","-","-","-","-","-","-"
"502","OROMIYA","Haromaya","July","2017","42.01641123","9.379383214","15.49","-","-","16.00","-","-","-","-"
"503","OROMIYA","Boreda","July","2017","41.278686","9.331067","13.00","-","-","-","-","-","-","-"
"504","OROMIYA","Adaba","July","2017","39.3890878","7.004454253","9.58","7.82","7.88","9.10","-","-","-","-"
"505","OROMIYA","Robe","July","2017","39.631104","7.860619","9.44","8.01","-","-","-","-","-","-"
"506","OROMIYA","Hagere- Mariam ","July","2017","38.23373735","5.63380625","10.49","-","9.00","14.00","-","-","-","15.00"
"507","OROMIYA","Negele- Borena ","July","2017","39.577385","5.33699","13.00","13.00","12.73","-","-","30.00","25.00","-"
"508","OROMIYA","Adama","June","2018","39.26941988","8.535362997","14.49","11.49","11.00","14.49","11.49","24.49","-","26.50"
"509","OROMIYA","Shashe- mene ","June","2018","38.608142","7.205388","13.00","13.00","15.00","16.00","-","-","-","27.28"
"510","OROMIYA","Diksise","June","2018","39.55824","8.059179","10.14","9.35","9.35","14.02","-","-","-","-"
"511","OROMIYA","Asella","June","2018","39.12972322","7.949589951","14.50","11.00","11.00","14.50","-","-","-","28.57"
"512","OROMIYA","Asebe- Teferi ","June","2018","40.86319806","9.072493603","17.49","14.00","15.00","18.00","-","-","-","39.07"
"513","OROMIYA","Bedessa","June","2018","40.77378712","8.902011546","17.49","-","-","-","-","-","-","-"
"514","OROMIYA","Haromaya","June","2018","42.01641123","9.379383214","18.00","-","-","18.49","-","-","-","-"
"515","OROMIYA","Boreda","June","2018","41.278686","9.331067","16.49","-","-","-","-","-","-","-"
"516","OROMIYA","Adaba","June","2018","39.3890878","7.004454253","12.35","11.38","11.69","13.08","-","-","-","-"
"517","OROMIYA","Robe","June","2018","39.631104","7.860619","16.64","11.07","-","15.93","-","-","-","-"
"518","OROMIYA","Hagere- Mariam ","June","2018","38.23373735","5.63380625","13.00","-","11.49","17.49","-","-","-","16.67"
"519","OROMIYA","Negele- Borena ","June","2018","39.577385","5.33699","12.00","12.00","-","13.00","-","40.00","35.00","-"
"520","OROMIYA","Adama","March","2018","39.26941988","8.535362997","15.97","12.75","13.00","16.49","12.96","24.49","-","24.49"
"521","OROMIYA","Shashe- mene ","March","2018","38.608142","7.205388","12.00","12.00","14.00","15.00","-","-","-","26.97"
"522","OROMIYA","Diksise","March","2018","39.55824","8.059179","10.14","8.41","8.55","12.32","-","-","-","-"
"523","OROMIYA","Asella","March","2018","39.12972322","7.949589951","13.00","11.00","10.49","12.00","-","-","-","27.42"
"524","OROMIYA","Asebe- Teferi ","March","2018","40.86319806","9.072493603","16.97","12.00","-","-","-","-","-","38.62"
"525","OROMIYA","Bedessa","March","2018","40.77378712","8.902011546","15.49","-","-","-","-","-","-","-"
"526","OROMIYA","Haromaya","March","2018","42.01641123","9.379383214","17.49","-","-","18.00","-","-","-","-"
"527","OROMIYA","Boreda","March","2018","41.278686","9.331067","14.00","-","-","-","-","-","-","-"
"528","OROMIYA","Adaba","March","2018","39.3890878","7.004454253","11.54","9.58","-","12.62","-","-","-","-"
"529","OROMIYA","Robe","March","2018","39.631104","7.860619","14.95","8.36","-","11.36","-","-","-","-"
"530","OROMIYA","Hagere- Mariam ","March","2018","38.23373735","5.63380625","12.00","-","10.00","16.00","-","-","-","16.67"
"531","OROMIYA","Negele- Borena ","March","2018","39.577385","5.33699","12.00","12.00","12.00","-","-","40.00","35.00","-"
"532","OROMIYA","Adama","May","2018","39.26941988","8.535362997","15.73","12.23","13.00","16.00","12.75","26.50","-","26.50"
"533","OROMIYA","Shashe- mene ","May","2018","38.608142","7.205388","12.00","10.00","14.49","16.00","-","-","-","33.81"
"534","OROMIYA","Diksise","May","2018","39.55824","8.059179","12.67","11.41","11.22","15.22","-","-","-","-"
"535","OROMIYA","Asella","May","2018","39.12972322","7.949589951","14.00","11.00","11.00","14.00","-","-","-","22.86"
"536","OROMIYA","Asebe- Teferi ","May","2018","40.86319806","9.072493603","16.97","12.49","15.00","16.97","-","-","-","39.84"
"537","OROMIYA","Bedessa","May","2018","40.77378712","8.902011546","17.49","-","-","-","-","-","-","-"
"538","OROMIYA","Haromaya","May","2018","42.01641123","9.379383214","18.00","-","16.00","18.00","-","-","-","-"
"539","OROMIYA","Boreda","May","2018","41.278686","9.331067","17.00","-","-","-","-","-","-","-"
"540","OROMIYA","Adaba","May","2018","39.3890878","7.004454253","12.43","10.41","-","-","-","-","-","-"
"541","OROMIYA","Robe","May","2018","39.631104","7.860619","16.13","12.14","-","16.01","-","-","-","-"
"542","OROMIYA","Hagere- Mariam ","May","2018","38.23373735","5.63380625","12.49","-","10.00","16.00","-","-","-","16.67"
"543","OROMIYA","Negele- Borena ","May","2018","39.577385","5.33699","13.00","13.00","13.00","-","-","40.00","35.00","-"
"544","OROMIYA","Adama","November","2017","39.26941988","8.535362997","17.75","13.49","14.00","18.00","12.49","21.49","-","17.49"
"545","OROMIYA","Shashe- mene ","November","2017","38.608142","7.205388","14.00","13.00","16.49","18.00","-","-","-","15.00"
"546","OROMIYA","Diksise","November","2017","39.55824","8.059179","-","6.67","6.67","9.07","-","-","-","-"
"547","OROMIYA","Asella","November","2017","39.12972322","7.949589951","15.00","12.00","12.00","15.00","-","-","-","27.42"
"548","OROMIYA","Asebe- Teferi ","November","2017","40.86319806","9.072493603","-","13.49","12.00","22.00","-","-","-","38.32"
"549","OROMIYA","Bedessa","November","2017","40.77378712","8.902011546","18.00","-","-","-","-","-","-","-"
"550","OROMIYA","Haromaya","November","2017","42.01641123","9.379383214","-","-","20.00","22.00","-","-","-","-"
"551","OROMIYA","Boreda","November","2017","41.278686","9.331067","16.49","-","-","-","-","-","-","-"
"552","OROMIYA","Adaba","November","2017","39.3890878","7.004454253","8.24","6.49","6.60","8.44","-","-","-","-"
"553","OROMIYA","Robe","November","2017","39.631104","7.860619","13.29","9.12","-","-","-","-","-","-"
"554","OROMIYA","Hagere- Mariam ","November","2017","38.23373735","5.63380625","10.49","-","10.28","15.49","-","-","-","11.92"
"555","OROMIYA","Negele- Borena ","November","2017","39.577385","5.33699","12.00","12.00","12.00","-","-","35.00","30.00","-"
"556","OROMIYA","Adama","October","2017","39.26941988","8.535362997","17.49","12.00","12.00","18.00","12.49","20.00","-","16.00"
"557","OROMIYA","Shashe- mene ","October","2017","38.608142","7.205388","13.49","14.00","16.49","17.00","-","-","-","20.00"
"558","OROMIYA","Diksise","October","2017","39.55824","8.059179","10.29","9.28","9.28","15.21","-","-","-","-"
"559","OROMIYA","Asella","October","2017","39.12972322","7.949589951","14.00","12.00","12.00","12.96","-","-","-","26.32"
"560","OROMIYA","Asebe- Teferi ","October","2017","40.86319806","9.072493603","18.49","14.00","-","18.49","-","-","-","38.66"
"561","OROMIYA","Bedessa","October","2017","40.77378712","8.902011546","20.00","-","-","-","-","-","-","-"
"562","OROMIYA","Haromaya","October","2017","42.01641123","9.379383214","20.00","-","-","20.00","-","-","-","-"
"563","OROMIYA","Boreda","October","2017","41.278686","9.331067","18.00","-","-","-","-","-","-","-"
"564","OROMIYA","Adaba","October","2017","39.3890878","7.004454253","12.62","10.59","10.69","13.57","-","-","-","-"
"565","OROMIYA","Robe","October","2017","39.631104","7.860619","13.24","9.06","-","-","-","-","-","-"
"566","OROMIYA","Hagere- Mariam ","October","2017","38.23373735","5.63380625","10.49","-","-","14.49","-","-","-","11.11"
"567","OROMIYA","Negele- Borena ","October","2017","39.577385","5.33699","10.00","10.00","10.00","-","-","35.00","30.00","-"
"568","OROMIYA","Adama","September","2017","39.26941988","8.535362997","13.00","11.49","11.00","12.49","13.49","20.98","-","16.00"
"569","OROMIYA","Shashe- mene ","September","2017","38.608142","7.205388","11.49","12.00","15.00","16.00","-","-","-","15.00"
"570","OROMIYA","Diksise","September","2017","39.55824","8.059179","10.87","9.28","9.28","13.04","-","-","-","-"
"571","OROMIYA","Asella","September","2017","39.12972322","7.949589951","13.00","12.00","12.00","12.00","-","-","-","22.86"
"572","OROMIYA","Asebe- Teferi ","September","2017","40.86319806","9.072493603","17.00","-","14.00","17.00","-","-","-","39.39"
"573","OROMIYA","Bedessa","September","2017","40.77378712","8.902011546","17.00","-","-","-","-","-","-","-"
"574","OROMIYA","Haromaya","September","2017","42.01641123","9.379383214","16.49","-","-","18.00","11.00","-","-","-"
"575","OROMIYA","Boreda","September","2017","41.278686","9.331067","13.00","-","-","-","-","-","-","-"
"576","OROMIYA","Adaba","September","2017","39.3890878","7.004454253","11.42","9.79","9.98","12.49","-","-","-","-"
"577","OROMIYA","Robe","September","2017","39.631104","7.860619","13.11","7.23","-","-","-","-","-","-"
"578","OROMIYA","Hagere- Mariam ","September","2017","38.23373735","5.63380625","10.49","-","-","15.00","-","-","-","13.06"
"579","OROMIYA","Negele- Borena ","September","2017","39.577385","5.33699","13.00","13.00","13.00","-","-","35.00","30.00","-"
"580","SNNP","Welikite","April","2018","37.77266735","8.27732366","16.90","-","17.00","-","-","-","-","35.71"
"581","SNNP","Butajira","April","2018","38.42140499","8.173264069","12.72","12.39","14.57","13.19","-","-","-","20.20"
"582","SNNP","Hosahna","April","2018","37.84747123","7.538579317","15.49","13.00","14.49","-","-","-","-","14.18"
"583","SNNP","Shone","April","2018","37.94869425","7.134857075","17.00","-","15.00","-","-","-","-","-"
"584","SNNP","Doyugena","April","2018","37.78333","7.33333","13.50","12.00","13.50","12.50","17.95","-","-","17.50"
"585","SNNP","Alaba","April","2018","38.086143","7.311546","15.00","-","15.00","-","-","-","-","18.80"
"586","SNNP","Awasa","April","2018","38.474819","7.058624","17.00","-","16.00","17.49","-","-","-","-"
"587","SNNP","Hagere- Selam ","April","2018","38.51921184","6.513880636","10.47","-","-","-","-","-","-","-"
"588","SNNP","Dilla","April","2018","38.30745962","6.410516676","16.00","-","-","15.00","-","-","-","-"
"589","SNNP","Yirega-¦ chefie ","April","2018","38.1988827","6.16095383","15.00","12.00","-","14.00","-","-","-","-"
"590","SNNP","Welikite","August","2017","37.77266735","8.27732366","12.65","-","12.55","-","-","-","-","31.05"
"591","SNNP","Butajira","August","2017","38.42140499","8.173264069","12.52","10.67","10.74","15.40","-","-","-","15.23"
"592","SNNP","Hosahna","August","2017","37.84747123","7.538579317","13.00","10.00","12.00","-","-","-","-","14.13"
"593","SNNP","Shone","August","2017","37.94869425","7.134857075","12.00","8.50","10.00","13.00","-","-","-","-"
"594","SNNP","Doyugena","August","2017","37.78333","7.33333","12.00","10.29","12.00","-","19.65","-","-","15.46"
"595","SNNP","Alaba","August","2017","38.086143","7.311546","14.00","-","14.00","-","-","-","-","18.87"
"596","SNNP","Awasa","August","2017","38.474819","7.058624","14.00","-","-","15.00","-","-","-","42.55"
"597","SNNP","Hagere- Selam ","August","2017","38.51921184","6.513880636","11.71","-","-","-","-","-","-","14.44"
"598","SNNP","Dilla","August","2017","38.30745962","6.410516676","12.00","-","11.49","10.49","-","-","-","-"
"599","SNNP","Yirega-¦ chefie ","August","2017","38.1988827","6.16095383","13.49","-","-","-","-","-","-","15.00"
"600","SNNP","Welikite","December","2017","37.77266735","8.27732366","16.00","-","15.90","-","-","-","-","32.84"
"601","SNNP","Butajira","December","2017","38.42140499","8.173264069","17.28","16.57","17.70","18.40","-","-","-","14.73"
"602","SNNP","Hosahna","December","2017","37.84747123","7.538579317","11.00","8.94","10.00","-","-","-","-","14.18"
"603","SNNP","Shone","December","2017","37.94869425","7.134857075","11.00","-","16.00","-","-","-","-","19.75"
"604","SNNP","Doyugena","December","2017","37.78333","7.33333","12.00","11.00","12.00","-","-","-","-","15.29"
"605","SNNP","Alaba","December","2017","38.086143","7.311546","14.00","-","14.00","-","-","-","-","-"
"606","SNNP","Awasa","December","2017","38.474819","7.058624","18.00","-","20.00","18.00","-","-","-","42.55"
"607","SNNP","Hagere- Selam ","December","2017","38.51921184","6.513880636","13.09","-","-","-","-","-","-","16.67"
"608","SNNP","Dilla","December","2017","38.30745962","6.410516676","16.49","-","12.49","15.49","-","-","-","-"
"609","SNNP","Yirega-¦ chefie ","December","2017","38.1988827","6.16095383","18.97","-","-","-","-","-","-","-"
"610","SNNP","Welikite","February","2018","37.77266735","8.27732366","16.15","-","17.45","-","-","-","-","35.71"
"611","SNNP","Butajira","February","2018","38.42140499","8.173264069","10.98","11.15","12.69","12.41","-","-","-","12.66"
"612","SNNP","Hosahna","February","2018","37.84747123","7.538579317","14.00","11.00","13.00","-","-","-","-","15.38"
"613","SNNP","Shone","February","2018","37.94869425","7.134857075","16.00","-","15.00","-","-","-","-","-"
"614","SNNP","Doyugena","February","2018","37.78333","7.33333","13.00","12.00","13.00","13.00","-","-","-","15.18"
"615","SNNP","Alaba","February","2018","38.086143","7.311546","15.00","-","15.00","-","-","-","-","29.94"
"616","SNNP","Awasa","February","2018","38.474819","7.058624","17.00","-","17.00","17.00","-","-","-","40.73"
"617","SNNP","Hagere- Selam ","February","2018","38.51921184","6.513880636","10.65","-","-","-","-","-","-","12.50"
"618","SNNP","Dilla","February","2018","38.30745962","6.410516676","16.00","-","-","15.00","-","-","-","-"
"619","SNNP","Yirega-¦ chefie ","February","2018","38.1988827","6.16095383","16.00","-","-","-","-","-","-","-"
"620","SNNP","Welikite","January","2018","37.77266735","8.27732366","16.50","-","17.85","-","-","-","-","35.21"
"621","SNNP","Butajira","January","2018","38.42140499","8.173264069","12.50","12.30","13.09","12.22","-","-","-","16.17"
"622","SNNP","Hosahna","January","2018","37.84747123","7.538579317","15.00","12.00","14.00","-","-","-","-","14.13"
"623","SNNP","Shone","January","2018","37.94869425","7.134857075","15.00","-","-","-","-","-","-","-"
"624","SNNP","Doyugena","January","2018","37.78333","7.33333","13.00","11.00","13.00","13.00","-","-","-","14.81"
"625","SNNP","Alaba","January","2018","38.086143","7.311546","16.00","-","16.00","-","-","-","-","19.42"
"626","SNNP","Awasa","January","2018","38.474819","7.058624","18.00","-","18.00","18.00","-","-","-","41.49"
"627","SNNP","Hagere- Selam ","January","2018","38.51921184","6.513880636","11.73","-","-","-","-","-","-","12.50"
"628","SNNP","Dilla","January","2018","38.30745962","6.410516676","16.00","-","13.00","14.49","-","-","-","24.49"
"629","SNNP","Yirega-¦ chefie ","January","2018","38.1988827","6.16095383","16.00","-","-","-","-","-","-","-"
"630","SNNP","Welikite","July","2017","37.77266735","8.27732366","13.15","-","13.35","-","-","-","-","30.49"
"631","SNNP","Butajira","July","2017","38.42140499","8.173264069","9.39","9.77","10.00","12.34","-","-","-","12.90"
"632","SNNP","Hosahna","July","2017","37.84747123","7.538579317","12.00","10.00","11.50","-","-","-","-","14.29"
"633","SNNP","Shone","July","2017","37.94869425","7.134857075","12.00","8.50","10.00","12.00","-","-","-","-"
"634","SNNP","Doyugena","July","2017","37.78333","7.33333","10.94","10.21","11.49","-","-","-","-","15.75"
"635","SNNP","Alaba","July","2017","38.086143","7.311546","13.00","-","14.00","-","-","-","-","18.19"
"636","SNNP","Awasa","July","2017","38.474819","7.058624","13.49","-","15.00","14.00","-","-","-","43.01"
"637","SNNP","Hagere- Selam ","July","2017","38.51921184","6.513880636","10.78","-","-","-","-","-","-","12.50"
"638","SNNP","Dilla","July","2017","38.30745962","6.410516676","12.00","-","11.49","10.49","-","-","-","-"
"639","SNNP","Yirega-¦ chefie ","July","2017","38.1988827","6.16095383","12.49","-","-","-","-","-","-","15.00"
"640","SNNP","Welikite","June","2018","37.77266735","8.27732366","17.00","-","17.90","-","-","-","-","29.69"
"641","SNNP","Butajira","June","2018","38.42140499","8.173264069","11.86","11.31","12.79","15.49","-","-","-","16.54"
"642","SNNP","Hosahna","June","2018","37.84747123","7.538579317","18.00","16.00","17.00","-","-","-","-","14.29"
"643","SNNP","Shone","June","2018","37.94869425","7.134857075","16.75","-","15.49","-","-","-","-","29.89"
"644","SNNP","Doyugena","June","2018","37.78333","7.33333","14.00","13.00","14.00","13.00","22.94","-","-","19.01"
"645","SNNP","Alaba","June","2018","38.086143","7.311546","17.00","-","15.00","-","-","-","-","11.51"
"646","SNNP","Awasa","June","2018","38.474819","7.058624","18.49","-","17.00","18.00","-","-","-","-"
"647","SNNP","Hagere- Selam ","June","2018","38.51921184","6.513880636","12.28","-","-","-","-","-","-","12.50"
"648","SNNP","Dilla","June","2018","38.30745962","6.410516676","15.49","-","14.00","14.00","-","-","-","-"
"649","SNNP","Yirega-¦ chefie ","June","2018","38.1988827","6.16095383","16.00","-","-","15.49","-","-","-","-"
"650","SNNP","Welikite","March","2018","37.77266735","8.27732366","17.10","-","17.45","-","-","-","-","34.37"
"651","SNNP","Butajira","March","2018","38.42140499","8.173264069","11.15","10.79","11.48","12.21","-","-","-","21.05"
"652","SNNP","Hosahna","March","2018","37.84747123","7.538579317","14.49","12.00","14.00","-","-","-","-","21.43"
"653","SNNP","Shone","March","2018","37.94869425","7.134857075","17.00","-","15.00","-","-","-","-","-"
"654","SNNP","Doyugena","March","2018","37.78333","7.33333","13.00","12.00","14.00","13.00","-","-","-","13.01"
"655","SNNP","Alaba","March","2018","38.086143","7.311546","15.49","-","15.49","-","-","-","-","24.71"
"656","SNNP","Awasa","March","2018","38.474819","7.058624","17.00","-","17.00","17.00","-","-","-","-"
"657","SNNP","Hagere- Selam ","March","2018","38.51921184","6.513880636","10.41","-","-","-","-","-","-","-"
"658","SNNP","Dilla","March","2018","38.30745962","6.410516676","16.49","-","-","15.49","-","-","-","-"
"659","SNNP","Yirega-¦ chefie ","March","2018","38.1988827","6.16095383","16.00","-","-","-","-","-","-","-"
"660","SNNP","Welikite","May","2018","37.77266735","8.27732366","17.90","-","17.50","-","-","-","-","33.33"
"661","SNNP","Butajira","May","2018","38.42140499","8.173264069","13.28","12.10","14.01","15.52","-","-","-","20.97"
"662","SNNP","Hosahna","May","2018","37.84747123","7.538579317","17.00","14.00","16.00","-","-","-","-","14.29"
"663","SNNP","Shone","May","2018","37.94869425","7.134857075","16.00","-","16.00","-","-","-","-","30.59"
"664","SNNP","Doyugena","May","2018","37.78333","7.33333","13.00","13.00","13.00","13.00","23.22","-","-","18.43"
"665","SNNP","Alaba","May","2018","38.086143","7.311546","17.00","-","15.00","-","-","-","-","28.99"
"666","SNNP","Awasa","May","2018","38.474819","7.058624","18.00","-","16.49","19.49","-","-","-","-"
"667","SNNP","Hagere- Selam ","May","2018","38.51921184","6.513880636","11.73","-","-","-","-","-","-","12.50"
"668","SNNP","Dilla","May","2018","38.30745962","6.410516676","15.00","-","12.00","14.00","-","-","-","20.00"
"669","SNNP","Yirega-¦ chefie ","May","2018","38.1988827","6.16095383","17.00","-","-","16.00","-","-","-","-"
"670","SNNP","Welikite","November","2017","37.77266735","8.27732366","15.75","-","15.80","-","-","-","-","33.44"
"671","SNNP","Butajira","November","2017","38.42140499","8.173264069","15.82","16.03","16.72","18.56","-","-","-","24.05"
"672","SNNP","Hosahna","November","2017","37.84747123","7.538579317","13.50","11.00","12.00","-","-","-","-","14.29"
"673","SNNP","Shone","November","2017","37.94869425","7.134857075","17.00","14.00","16.00","-","-","-","-","10.81"
"674","SNNP","Doyugena","November","2017","37.78333","7.33333","13.00","12.50","13.00","13.00","-","-","-","16.11"
"675","SNNP","Alaba","November","2017","38.086143","7.311546","16.00","-","16.00","-","-","-","-","34.50"
"676","SNNP","Awasa","November","2017","38.474819","7.058624","18.00","-","20.00","20.00","-","-","-","42.11"
"677","SNNP","Hagere- Selam ","November","2017","38.51921184","6.513880636","16.37","-","-","-","-","-","-","16.67"
"678","SNNP","Dilla","November","2017","38.30745962","6.410516676","16.25","-","16.00","15.00","-","-","-","-"
"679","SNNP","Yirega-¦ chefie ","November","2017","38.1988827","6.16095383","16.00","-","-","-","-","-","-","15.00"
"680","SNNP","Welikite","October","2017","37.77266735","8.27732366","15.00","-","14.90","-","-","-","-","31.75"
"681","SNNP","Butajira","October","2017","38.42140499","8.173264069","15.70","16.03","16.71","16.96","-","-","-","14.50"
"682","SNNP","Hosahna","October","2017","37.84747123","7.538579317","14.00","11.00","13.00","-","-","-","-","14.29"
"683","SNNP","Shone","October","2017","37.94869425","7.134857075","24.00","-","20.00","-","-","-","-","-"
"684","SNNP","Doyugena","October","2017","37.78333","7.33333","28.00","16.22","28.00","24.00","-","-","-","20.47"
"685","SNNP","Alaba","October","2017","38.086143","7.311546","17.00","-","-","-","-","-","-","18.10"
"686","SNNP","Awasa","October","2017","38.474819","7.058624","17.00","-","18.00","17.00","-","-","-","41.67"
"687","SNNP","Hagere- Selam ","October","2017","38.51921184","6.513880636","15.38","-","-","-","-","-","-","16.67"
"688","SNNP","Dilla","October","2017","38.30745962","6.410516676","18.00","-","13.00","16.00","-","-","-","-"
"689","SNNP","Yirega-¦ chefie ","October","2017","38.1988827","6.16095383","16.00","-","-","16.00","-","-","-","15.00"
"690","SNNP","Welikite","September","2017","37.77266735","8.27732366","15.10","-","14.90","-","-","-","-","32.26"
"691","SNNP","Butajira","September","2017","38.42140499","8.173264069","18.75","15.79","17.67","19.97","-","-","-","14.34"
"692","SNNP","Hosahna","September","2017","37.84747123","7.538579317","13.00","10.00","12.00","-","-","-","-","14.98"
"693","SNNP","Shone","September","2017","37.94869425","7.134857075","12.00","-","10.00","-","-","-","-","-"
"694","SNNP","Doyugena","September","2017","37.78333","7.33333","12.50","13.68","13.00","-","-","-","-","15.91"
"695","SNNP","Alaba","September","2017","38.086143","7.311546","16.00","-","16.00","-","-","-","-","18.02"
"696","SNNP","Awasa","September","2017","38.474819","7.058624","17.00","-","17.00","17.49","-","-","-","43.01"
"697","SNNP","Hagere- Selam ","September","2017","38.51921184","6.513880636","13.84","-","-","-","-","-","-","16.67"
"698","SNNP","Dilla","September","2017","38.30745962","6.410516676","15.49","-","11.49","10.49","-","-","-","-"
"699","SNNP","Yirega-¦ chefie ","September","2017","38.1988827","6.16095383","14.97","-","-","15.00","-","-","-","15.00"
"700","SNNP","Welayita","April","2018",NA,NA,"17.00","14.00","15.00","-","-","-","-","29.28"
"701","SNNP","Bodite","April","2018","37.89064905","7.038034865","16.00","14.00","16.00","17.00","-","-","-","16.29"
"702","SNNP","Jinka","April","2018","36.56441614","5.78310286","12.21","12.15","12.22","-","15.90","-","-","22.82"
"703","SNNP","Dimeka","April","2018","36.45041198","4.892522922","18.19","-","-","-","-","-","-","-"
"704","SNNP","Masha","April","2018","35.47956686","7.741652627","10.99","11.23","11.23","-","-","-","-","24.15"
"705","SNNP","Tepi","April","2018","35.36770327","7.320015599","14.00","12.00","14.00","-","12.00","35.00","-","27.83"
"706","SNNP","Boniga","April","2018","36.24008346","7.388535704","13.00","11.00","12.00","-","-","-","-","19.83"
"707","SNNP","Chana","April","2018","36.11775846","6.226550231","16.00","12.00","12.00","-","-","-","-","13.48"
"708","SNNP","Arbam- minch ","April","2018","37.5527474","6.024547891","16.00","-","15.00","-","-","-","-","18.52"
"709","SNNP","Sawla","April","2018","36.87437474","6.300226567","9.82","8.54","11.47","-","15.17","-","-","-"
"710","SNNP","Welayita","August","2017",NA,NA,"14.49","12.49","15.00","-","-","-","-","27.62"
"711","SNNP","Bodite","August","2017","37.89064905","7.038034865","13.00","12.00","13.49","14.00","-","-","-","16.56"
"712","SNNP","Jinka","August","2017","36.56441614","5.78310286","12.20","12.15","12.23","-","14.79","-","-","21.16"
