"","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley White","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Black","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley for Beer","P R I C E   I N    B I R R_Hulled Barley (Temez)","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","01.2.1.1 COFFEE AND TEA_Malt-Barley"
"1","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","P R I C E   I N    B I R R","CEREALS MILLED","CEREALS MILLED","01.2.1.1 COFFEE AND TEA"
"1176","AFAR","Ayisaeta","July","2017","41.43333","11.56667","15.49","-","10.00","-","-","-","-","-"
"1177","AFAR","Dubti","July","2017","41.08260323","11.72765333","13.00","-","12.00","12.00","-","-","-","30.00"
"1178","AFAR","Melka Werers ","July","2017","40.18154914","9.340880502","13.00","-","-","13.00","-","-","-","22.36"
"1179","AFAR","Sebat killo ","July","2017","8.983333333","40.16666667","10.95","-","9.49","11.49","-","-","-","16.00"
"1180","TIGRAY","Enda- silase ","June","2018","38.27211005","14.08944251","17.65","-","-","-","-","-","-","36.11"
"1181","TIGRAY","Enda- baguna ","June","2018","38.19317204","13.97860867","18.18","-","-","-","-","-","-","22.94"
"1182","TIGRAY","Adwa","June","2018","38.88818805","14.14845458","11.13","-","-","-","30.82","-","-","27.40"
"1183","TIGRAY","Axum","June","2018","38.71879888","14.11130791","13.56","-","-","-","-","-","-","25.81"
"1184","TIGRAY","Adigrat","June","2018","39.46033457","14.26667752","13.00","-","14.49","-","-","-","-","25.95"
"1185","TIGRAY","Wukiro","June","2018","39.599747","13.796083","13.08","-","12.17","-","16.33","-","-","35.45"
"1186","TIGRAY","Mai- chew ","June","2018","39.541533","12.78792086","11.54","12.17","-","-","-","-","-","-"
"1187","TIGRAY","Mekelle","June","2018","39.47221911","13.48719005","16.00","-","14.49","-","-","-","-","36.00"
"1188","AFAR","Ayisaeta","June","2018","41.43333","11.56667","15.49","-","12.00","-","-","-","-","-"
"1189","AFAR","Semera Logia ","June","2018",NA,NA,"15.00","-","14.00","14.00","-","-","-","-"
"1190","AFAR","Melka Werers ","June","2018","40.18154914","9.340880502","15.49","-","-","15.49","-","-","-","26.35"
"1191","AFAR","Sebat killo ","June","2018","8.983333333","40.16666667","14.00","12.49","13.00","14.00","-","-","-","20.00"
"1192","TIGRAY","Enda- silase ","March","2018","38.27211005","14.08944251","-","-","-","-","23.98","-","-","32.57"
"1193","TIGRAY","Enda- baguna ","March","2018","38.19317204","13.97860867","11.91","-","-","-","-","-","-","15.29"
"1194","TIGRAY","Adwa","March","2018","38.88818805","14.14845458","11.13","-","-","-","18.60","-","-","27.40"
"1195","TIGRAY","Axum","March","2018","38.71879888","14.11130791","12.05","-","-","-","-","-","-","25.81"
"1196","TIGRAY","Adigrat","March","2018","39.46033457","14.26667752","11.49","-","12.20","15.00","-","-","-","25.12"
"1197","TIGRAY","Wukiro","March","2018","39.599747","13.796083","12.82","-","10.25","-","13.79","-","-","33.77"
"1198","TIGRAY","Mai- chew ","March","2018","39.541533","12.78792086","9.20","11.71","-","-","-","-","-","12.22"
"1199","TIGRAY","Mekelle","March","2018","39.47221911","13.48719005","12.49","-","10.49","-","-","-","-","25.98"
"1200","AFAR","Ayisaeta","March","2018","41.43333","11.56667","16.49","-","10.00","-","-","-","-","40.00"
"1201","AFAR","Semera Logia ","March","2018",NA,NA,"15.00","-","-","13.49","-","-","-","30.00"
"1202","AFAR","Melka Werers ","March","2018","40.18154914","9.340880502","13.00","-","-","14.00","-","-","-","26.35"
"1203","AFAR","Sebat killo ","March","2018","8.983333333","40.16666667","12.00","9.25","10.49","13.00","-","-","-","20.00"
"1204","TIGRAY","Enda- silase ","May","2018","38.27211005","14.08944251","17.66","-","-","-","-","-","-","37.22"
"1205","TIGRAY","Enda- baguna ","May","2018","38.19317204","13.97860867","16.40","-","-","-","-","-","-","27.39"
"1206","TIGRAY","Adwa","May","2018","38.88818805","14.14845458","11.13","-","-","-","-","-","-","27.45"
"1207","TIGRAY","Axum","May","2018","38.71879888","14.11130791","11.35","-","-","-","-","-","-","25.81"
"1208","TIGRAY","Adigrat","May","2018","39.46033457","14.26667752","12.49","-","14.23","-","-","-","-","27.45"
"1209","TIGRAY","Wukiro","May","2018","39.599747","13.796083","12.28","-","12.28","-","13.98","-","-","33.77"
"1210","TIGRAY","Mai- chew ","May","2018","39.541533","12.78792086","11.55","12.45","-","-","-","-","-","15.52"
"1211","TIGRAY","Mekelle","May","2018","39.47221911","13.48719005","16.49","-","13.75","-","-","-","-","29.85"
"1212","AFAR","Ayisaeta","May","2018","41.43333","11.56667","17.00","-","11.49","-","-","-","-","-"
"1213","AFAR","Semera Logia ","May","2018",NA,NA,"15.00","-","-","14.00","-","-","-","-"
"1214","AFAR","Melka Werers ","May","2018","40.18154914","9.340880502","15.49","-","-","15.49","-","-","-","26.35"
"1215","AFAR","Sebat killo ","May","2018","8.983333333","40.16666667","14.75","13.00","13.00","15.00","-","-","-","20.00"
"1216","TIGRAY","Enda- silase ","November","2017","38.27211005","14.08944251","10.53","-","-","-","-","-","-","33.49"
"1217","TIGRAY","Enda- baguna ","November","2017","38.19317204","13.97860867","10.04","-","-","-","-","-","-","13.75"
"1218","TIGRAY","Adwa","November","2017","38.88818805","14.14845458","11.13","-","-","-","18.04","-","-","21.92"
"1219","TIGRAY","Axum","November","2017","38.71879888","14.11130791","12.67","-","-","-","-","-","-","17.40"
"1220","TIGRAY","Adigrat","November","2017","39.46033457","14.26667752","11.49","-","11.50","14.00","-","-","-","21.98"
"1221","TIGRAY","Wukiro","November","2017","39.599747","13.796083","9.48","-","8.77","-","12.00","-","-","28.58"
"1222","TIGRAY","Mai- chew ","November","2017","39.541533","12.78792086","8.18","9.87","-","-","-","-","-","11.53"
"1223","TIGRAY","Mekelle","November","2017","39.47221911","13.48719005","11.00","-","10.00","-","-","-","-","27.39"
"1224","AFAR","Ayisaeta","November","2017","41.43333","11.56667","16.49","-","-","-","-","-","-","-"
"1225","AFAR","Semera Logia ","November","2017",NA,NA,"-","-","-","13.49","-","-","-","30.00"
"1226","AFAR","Melka Werers ","November","2017","40.18154914","9.340880502","14.25","-","-","14.00","-","-","-","20.00"
"1227","AFAR","Sebat killo ","November","2017","8.983333333","40.16666667","14.25","12.00","13.00","14.25","-","-","-","20.00"
"1228","TIGRAY","Enda- silase ","October","2017","38.27211005","14.08944251","8.78","-","-","-","-","-","-","29.09"
"1229","TIGRAY","Enda- baguna ","October","2017","38.19317204","13.97860867","10.13","-","-","-","-","-","-","15.80"
"1230","TIGRAY","Adwa","October","2017","38.88818805","14.14845458","11.13","-","-","-","18.04","-","-","19.18"
"1231","TIGRAY","Axum","October","2017","38.71879888","14.11130791","13.19","-","-","-","-","-","-","21.74"
"1232","TIGRAY","Adigrat","October","2017","39.46033457","14.26667752","11.49","-","11.11","14.00","-","-","-","24.08"
"1233","TIGRAY","Wukiro","October","2017","39.599747","13.796083","10.62","-","9.17","-","12.77","-","-","23.38"
"1234","TIGRAY","Mai- chew ","October","2017","39.541533","12.78792086","9.61","10.40","-","-","-","-","-","19.05"
"1235","TIGRAY","Mekelle","October","2017","39.47221911","13.48719005","11.49","-","12.00","-","-","-","-","30.00"
"1236","AFAR","Ayisaeta","October","2017","41.43333","11.56667","15.49","-","-","-","-","-","-","-"
"1237","AFAR","Semera Logia ","October","2017",NA,NA,"-","-","-","-","-","-","-","-"
"1238","AFAR","Melka Werers ","October","2017","40.18154914","9.340880502","14.49","-","12.49","14.49","-","-","-","20.00"
"1239","AFAR","Sebat killo ","October","2017","8.983333333","40.16666667","14.25","11.49","12.49","14.25","-","-","-","20.00"
"1240","TIGRAY","Enda- silase ","September","2017","38.27211005","14.08944251","10.48","-","-","-","-","-","-","32.41"
"1241","TIGRAY","Enda- baguna ","September","2017","38.19317204","13.97860867","11.37","-","-","-","-","-","-","11.64"
"1242","TIGRAY","Adwa","September","2017","38.88818805","14.14845458","11.13","-","-","-","18.04","-","-","18.92"
"1243","TIGRAY","Axum","September","2017","38.71879888","14.11130791","14.66","-","-","-","29.63","-","-","21.51"
"1244","TIGRAY","Adigrat","September","2017","39.46033457","14.26667752","10.49","-","10.42","-","-","-","-","24.08"
"1245","TIGRAY","Wukiro","September","2017","39.599747","13.796083","10.43","-","7.79","-","13.50","-","-","23.38"
"1246","TIGRAY","Mai- chew ","September","2017","39.541533","12.78792086","11.01","11.25","-","-","-","-","-","28.58"
"1247","TIGRAY","Mekelle","September","2017","39.47221911","13.48719005","11.00","-","11.00","-","-","-","-","30.00"
"1248","AFAR","Ayisaeta","September","2017","41.43333","11.56667","17.49","-","-","17.00","-","-","-","-"
"1249","AFAR","Semera Logia ","September","2017",NA,NA,"-","-","-","-","-","-","-","-"
"1250","AFAR","Melka Werers ","September","2017","40.18154914","9.340880502","13.75","-","-","13.75","-","-","-","22.36"
"1251","AFAR","Sebat killo ","September","2017","8.983333333","40.16666667","12.50","9.25","10.49","12.50","-","-","-","18.00"
